,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
481,Jack Price,eng ENG,MF,Colorado Rapids,26,1992,27,25,2226,24.7,1,10,1,0,0,9,1,0.04,0.4,0.44,0.04,0.44,0.2,0.2,6,6.2,0.01,0.24,0.25,0.01,0.25,Matches,6217c92d
482,Kacper Przybylko,pl POL,FW,Philadelphia,25,1993,26,25,2241,24.9,15,4,15,0,1,5,0,0.6,0.16,0.76,0.6,0.76,12.3,11.5,3.3,14.8,0.49,0.13,0.62,0.46,0.59,Matches,4c53a714
483,Andrew Putna,us USA,GK,Real Salt Lake,24,1994,5,5,450,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,5ba8a3f3
484,Valeri Qazaishvili,ge GEO,FWMF,San Jose,26,1993,32,24,2094,23.3,8,5,8,0,0,1,0,0.34,0.21,0.56,0.34,0.56,6.9,6.9,3,9.9,0.29,0.13,0.42,0.29,0.42,Matches,c8c03e98
485,Darwin Quintero,co COL,MFFW,Minnesota Utd,31,1987,30,26,2197,24.4,10,5,7,3,4,5,0,0.41,0.2,0.61,0.29,0.49,11.6,8.5,5,13.5,0.47,0.2,0.68,0.35,0.55,Matches,0cc00553
486,Romell Quioto,hn HON,FW,Houston Dynamo,27,1991,18,8,796,8.8,2,2,1,1,1,5,1,0.23,0.23,0.45,0.11,0.34,2.3,1.6,2.6,4.1,0.26,0.29,0.55,0.18,0.47,Matches,122e850d
487,Jukka Raitala,fi FIN,DF,Montreal Impact,30,1988,26,23,2084,23.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.4,0.4,0,0.02,0.02,0,0.02,Matches,67b054d1
488,Christian Ramirez,us USA,FWMF,Houston Dynamo,27,1991,10,7,674,7.5,5,1,5,0,0,0,0,0.67,0.13,0.8,0.67,0.8,3.7,3.7,0.8,4.5,0.49,0.11,0.6,0.49,0.6,Matches,316d5521
489,Christian Ramirez,us USA,FW,Los Angeles FC,27,1991,17,13,948,10.5,4,2,4,0,0,0,0,0.38,0.19,0.57,0.38,0.57,5.8,5.8,1.3,7.2,0.55,0.13,0.68,0.55,0.68,Matches,316d5521
490,Greg Ranjitsingh,tt TRI,GK,Orlando City,25,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b1cbf4d
491,Matthew Real,us USA,DFMF,Philadelphia,19,1999,3,1,68,0.8,0,1,0,0,0,1,0,0,1.32,1.32,0,1.32,0.1,0.1,0.2,0.4,0.19,0.29,0.48,0.19,0.48,Matches,1c2c030a
492,Eric Remedi,ar ARG,MF,Atlanta Utd,23,1995,28,25,2050,22.8,0,1,0,0,0,6,0,0,0.04,0.04,0,0.04,0.6,0.6,1,1.6,0.02,0.05,0.07,0.02,0.07,Matches,38e2cbd6
493,Justin Rennicks,us USA,FW,New England,19,1999,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.44,0.02,0.46,0.44,0.46,Matches,0aaa1c04
494,Yordy Reyna,pe PER,FWMF,Vancouver,25,1993,25,22,1988,22.1,7,1,7,0,1,5,0,0.32,0.05,0.36,0.32,0.36,4.6,3.9,2.8,6.7,0.21,0.13,0.34,0.18,0.3,Matches,eec316d9
495,Bryan Reynolds,us USA,FWDF,FC Dallas,17,2001,10,1,119,1.3,0,1,0,0,0,0,0,0,0.76,0.76,0,0.76,0.1,0.1,0.3,0.3,0.04,0.21,0.25,0.04,0.25,Matches,2306bf5c
496,Spencer Richey,us USA,GK,FC Cincinnati,26,1992,19,19,1710,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d9178ea2
497,Tosaint Ricketts,ca CAN,FW,Vancouver,31,1987,8,6,479,5.3,1,1,1,0,0,1,0,0.19,0.19,0.38,0.19,0.38,2.3,2.3,0.2,2.5,0.44,0.03,0.47,0.44,0.47,Matches,54769358
498,Nick Rimando,us USA,GK,Real Salt Lake,39,1979,29,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cf975d73
499,Alexander Ring,fi FIN,MF,NYCFC,27,1991,31,31,2790,31,4,4,4,0,0,12,0,0.13,0.13,0.26,0.13,0.26,3.2,3.2,2.4,5.6,0.11,0.08,0.19,0.11,0.19,Matches,6c1221d6
500,Andrés Ríos,ar ARG,MFFW,San Jose,29,1989,10,1,270,3,1,0,1,0,0,1,0,0.33,0,0.33,0.33,0.33,0.6,0.6,0.7,1.3,0.2,0.23,0.43,0.2,0.43,Matches,f825bd33
501,Thomas Roberts,us USA,MFFW,FC Dallas,17,2001,6,3,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,0.13,0.16,0.03,0.16,Matches,a876e927
502,Robinho,br BRA,FW,Columbus Crew,24,1995,19,13,1112,12.4,0,2,0,0,0,0,0,0,0.16,0.16,0,0.16,2.1,2.1,1.5,3.7,0.17,0.12,0.3,0.17,0.3,Matches,d6d16e83
503,Robinho,br BRA,FW,Orlando City,24,1995,6,3,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.14,0.04,0.18,0.14,0.18,Matches,d6d16e83
504,Jalen Robinson,us USA,DF,D.C. United,24,1994,10,5,414,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.01,0.01,0.01,Matches,900bc4f7
505,Miles Robinson,us USA,DF,Atlanta Utd,21,1997,34,33,2979,33.1,0,0,0,0,0,4,0,0,0,0,0,0,1.3,1.3,0.2,1.5,0.04,0,0.04,0.04,0.04,Matches,782a95d9
506,Luis Robles,us USA,GK,NY Red Bulls,34,1984,33,33,2970,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,15e6b513
507,Tony Rocha,bz BLZ,MFDF,NYCFC,25,1993,17,9,876,9.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,85538cdd
508,Angelo Rodríguez,co COL,FW,Minnesota Utd,29,1989,28,21,1745,19.4,5,1,4,1,1,2,0,0.26,0.05,0.31,0.21,0.26,10,9.3,1.8,11.1,0.52,0.09,0.61,0.48,0.57,Matches,0e9ea6cf
509,Brian Rodríguez,uy URU,FW,Los Angeles FC,18,2000,7,5,384,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,0.9,2.2,0.32,0.2,0.53,0.32,0.53,Matches,c86041d7
510,Lucas Rodríguez,ar ARG,FWMF,D.C. United,21,1997,33,31,2699,30,6,3,6,0,0,5,0,0.2,0.1,0.3,0.2,0.3,3.4,3.4,1.3,4.7,0.11,0.04,0.16,0.11,0.16,Matches,815f4240
511,Memo Rodriguez,us USA,FWMF,Houston Dynamo,23,1995,26,16,1387,15.4,7,2,7,0,0,3,0,0.45,0.13,0.58,0.45,0.58,6.2,6.2,2.3,8.5,0.4,0.15,0.55,0.4,0.55,Matches,fc6c6b2b
512,Víctor Rodríguez,es ESP,FWMF,Seattle,29,1989,17,14,1117,12.4,2,3,1,1,1,1,0,0.16,0.24,0.4,0.08,0.32,3.1,2.3,3,5.3,0.25,0.24,0.49,0.19,0.43,Matches,15781606
513,Alex Roldan,sv SLV,FWMF,Seattle,22,1996,9,5,443,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.05,0.01,0.06,0.05,0.06,Matches,1255a82a
514,Cristian Roldan,us USA,MFFW,Seattle,23,1995,29,29,2537,28.2,6,3,6,0,0,4,1,0.21,0.11,0.32,0.21,0.32,3.6,3.6,2.9,6.5,0.13,0.1,0.23,0.13,0.23,Matches,48875649
515,David Romney,us USA,DF,LA Galaxy,25,1993,12,10,928,10.3,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.8,0.8,0.5,1.2,0.07,0.05,0.12,0.07,0.12,Matches,b7b6e781
516,Eloy Room,cw CUW,GK,Columbus Crew,29,1989,12,12,1080,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b33d86b
517,Wayne Rooney,eng ENG,FW,D.C. United,33,1985,28,27,2313,25.7,11,7,7,4,4,5,2,0.43,0.27,0.7,0.27,0.54,11.1,8.1,6.2,14.3,0.43,0.24,0.67,0.32,0.55,Matches,f07be45a
518,Andy Rose,au AUS,MFDF,Vancouver,28,1990,24,20,1851,20.6,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,1.6,1.6,0,1.6,0.08,0,0.08,0.08,0.08,Matches,a16d3560
519,Oriol Rosell,es ESP,MF,Orlando City,26,1992,20,16,1466,16.3,0,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0.3,0.8,0.03,0.02,0.05,0.03,0.05,Matches,2a17ef3e
520,Keegan Rosenberry,us USA,DF,Colorado Rapids,25,1993,34,34,3060,34,1,3,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,0.9,0.9,2.7,3.6,0.03,0.08,0.11,0.03,0.11,Matches,f940c69e
521,Diego Rossi,uy URU,FW,Los Angeles FC,20,1998,34,33,2891,32.1,16,6,16,0,0,2,0,0.5,0.19,0.68,0.5,0.68,12.2,12.2,7.8,19.9,0.38,0.24,0.62,0.38,0.62,Matches,a81dba8c
522,Brian Rowe,us USA,GK,Orlando City,30,1988,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches,fff21763
523,Kelyn Rowe,us USA,MF,Real Salt Lake,27,1991,4,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04,Matches,cf928adb
524,Kelyn Rowe,us USA,FWMF,Sporting KC,27,1991,14,7,693,7.7,0,1,0,0,0,2,0,0,0.13,0.13,0,0.13,2,2,0.4,2.4,0.26,0.05,0.31,0.26,0.31,Matches,cf928adb
525,Daniel Royer,at AUT,FW,NY Red Bulls,28,1990,31,26,2314,25.7,11,6,7,4,5,1,0,0.43,0.23,0.66,0.27,0.51,14.1,10.3,4.7,15,0.55,0.18,0.73,0.4,0.58,Matches,a92a4407
526,Ruan,br BRA,DF,Orlando City,23,1995,25,23,2097,23.3,0,4,0,0,0,1,0,0,0.17,0.17,0,0.17,0.9,0.9,4.4,5.2,0.04,0.19,0.22,0.04,0.22,Matches,f2665f7c
527,Diego Rubio,cl CHI,MFFW,Colorado Rapids,25,1993,26,25,2054,22.8,11,4,11,0,0,10,1,0.48,0.18,0.66,0.48,0.66,6.1,6.1,3.3,9.5,0.27,0.15,0.42,0.27,0.42,Matches,3f082234
528,Raúl Ruidíaz,pe PER,FW,Seattle,28,1990,22,20,1793,19.9,11,2,11,0,0,0,0,0.55,0.1,0.65,0.55,0.65,11.7,11.7,2.6,14.3,0.59,0.13,0.72,0.59,0.72,Matches,7a4296e1
529,Albert Rusnák,sk SVK,MFFW,Real Salt Lake,24,1994,29,28,2450,27.2,10,3,6,4,5,2,0,0.37,0.11,0.48,0.22,0.33,8.7,4.9,4.3,9.2,0.32,0.16,0.48,0.18,0.34,Matches,0adeafaa
530,Johnny Russell,sct SCO,FWMF,Sporting KC,28,1990,28,24,2113,23.5,9,6,9,0,0,1,0,0.38,0.26,0.64,0.38,0.64,6.1,6.1,7.2,13.2,0.26,0.31,0.56,0.26,0.56,Matches,a30e1562
531,Abdul Rwatubyaye,rw RWA,DF,Sporting KC,22,1996,2,1,165,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,7ca90a09
532,Marc Rzatkowski,de GER,MFFW,NY Red Bulls,28,1990,28,26,2315,25.7,2,3,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,2.2,2.2,4.8,7,0.08,0.19,0.27,0.08,0.27,Matches,491d3ad0
533,Bacary Sagna,fr FRA,DF,Montreal Impact,35,1983,26,25,2179,24.2,1,2,1,0,0,7,1,0.04,0.08,0.12,0.04,0.12,0.7,0.7,2.2,2.9,0.03,0.09,0.12,0.03,0.12,Matches,6ef56efd
534,Kenny Saief,us USA,FWMF,FC Cincinnati,25,1993,9,6,566,6.3,1,2,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,1,1,1.7,2.7,0.16,0.27,0.43,0.16,0.43,Matches,8821f471
535,Michael Salazar,bz BLZ,FWMF,Houston Dynamo,26,1992,7,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0.01,0.08,0.07,0.08,Matches,dbab5aa7
536,Shea Salinas,us USA,MFDF,San Jose,32,1986,28,12,1345,14.9,6,3,6,0,0,3,0,0.4,0.2,0.6,0.4,0.6,4.9,4.9,3.3,8.2,0.33,0.22,0.55,0.33,0.55,Matches,4c10838d
537,Dániel Sallói,hu HUN,FWMF,Sporting KC,22,1996,28,16,1545,17.2,1,1,1,0,1,1,1,0.06,0.06,0.12,0.06,0.12,6.2,5.5,2.1,7.6,0.36,0.12,0.48,0.32,0.44,Matches,6fcddf5f
538,Ilie Sánchez,es ESP,MF,Sporting KC,28,1990,32,27,2510,27.9,2,4,1,1,1,7,1,0.07,0.14,0.22,0.04,0.18,2.2,1.5,2.2,3.6,0.08,0.08,0.16,0.05,0.13,Matches,72979f65
539,James Sands,us USA,DFMF,NYCFC,18,2000,19,18,1485,16.5,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,0.01,0.02,0,0.02,Matches,dccd127f
540,Lamine Sané,sn SEN,DF,Orlando City,31,1987,26,25,2275,25.3,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches,125cb9fe
541,Harold Santiago Mosquera,co COL,FWMF,FC Dallas,23,1995,23,12,1173,13,3,1,3,0,0,0,0,0.23,0.08,0.31,0.23,0.31,2.6,2.6,1.7,4.3,0.2,0.13,0.33,0.2,0.33,Matches,bca135e8
542,Sergio Santos Gomes,br BRA,FWMF,Philadelphia,24,1994,17,5,626,7,4,1,4,0,0,2,0,0.58,0.14,0.72,0.58,0.72,3.8,3.8,0.4,4.2,0.54,0.06,0.6,0.54,0.6,Matches,a930b263
543,Pedro Santos,pt POR,FWMF,Columbus Crew,30,1988,33,30,2761,30.7,11,5,10,1,1,7,0,0.36,0.16,0.52,0.33,0.49,5.8,5,6,11,0.19,0.2,0.38,0.16,0.36,Matches,789da0f2
544,C.J. Sapong,us USA,FW,Chicago Fire,30,1988,32,29,2547,28.3,13,1,13,0,0,3,0,0.46,0.04,0.49,0.46,0.49,10.9,10.9,1.9,12.8,0.4,0.07,0.47,0.4,0.47,Matches,ef4e4c5d
545,Sebastián Saucedo,us USA,FWMF,Real Salt Lake,22,1997,26,13,1192,13.2,2,4,2,0,0,6,0,0.15,0.3,0.45,0.15,0.45,1.6,1.6,1.9,3.6,0.12,0.15,0.27,0.12,0.27,Matches,07aed9c9
546,Gastón Sauro,ar ARG,DF,Columbus Crew,28,1990,15,15,1284,14.3,2,0,2,0,0,4,0,0.14,0,0.14,0.14,0.14,0.8,0.8,0.7,1.5,0.06,0.05,0.11,0.06,0.11,Matches,636ca479
547,Jefferson Savarino,ve VEN,FWMF,Real Salt Lake,22,1996,28,27,2315,25.7,8,5,8,0,0,1,1,0.31,0.19,0.51,0.31,0.51,5.3,5.3,3.2,8.5,0.21,0.12,0.33,0.21,0.33,Matches,91721722
548,Tate Schmitt,us USA,FW,Real Salt Lake,21,1997,6,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fa21bbc8
549,Rasmus Schüller,fi FIN,MFFW,Minnesota Utd,27,1991,15,11,921,10.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.5,1.4,0.09,0.05,0.14,0.09,0.14,Matches,0e624c72
550,Bastian Schweinsteiger,de GER,DFMF,Chicago Fire,34,1984,30,30,2675,29.7,1,3,1,0,0,10,0,0.03,0.1,0.13,0.03,0.13,1.1,1.1,1.6,2.7,0.04,0.06,0.09,0.04,0.09,Matches,ccc22fea
551,Eddie Segura,co COL,DF,Los Angeles FC,21,1997,34,33,2955,32.8,1,0,1,0,0,1,0,0.03,0,0.03,0.03,0.03,1.6,1.6,0.1,1.7,0.05,0,0.05,0.05,0.05,Matches,c70e3fe0
552,Ulises Segura,cr CRC,FWDF,D.C. United,25,1993,33,19,1791,19.9,3,2,3,0,0,1,0,0.15,0.1,0.25,0.15,0.25,2.6,2.6,2.5,5.1,0.13,0.12,0.25,0.13,0.25,Matches,23d2e1db
553,Chris Seitz,us USA,GK,D.C. United,31,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b388dd5
554,Amar Sejdic,us USA,MF,Montreal Impact,22,1996,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,43ca2019
555,Dillon Serna,us USA,DFMF,Colorado Rapids,24,1994,14,6,586,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.07,0.05,0.11,0.07,0.11,Matches,c57a3d03
556,Brandon Servania,us USA,MF,FC Dallas,19,1999,18,13,1119,12.4,2,1,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,2.2,2.2,0.6,2.9,0.18,0.05,0.23,0.18,0.23,Matches,4d825a2d
557,Jacob Shaffelburg,ca CAN,MFFW,Toronto FC,19,1999,10,8,668,7.4,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,0.8,0.8,1,1.8,0.1,0.14,0.24,0.1,0.24,Matches,339a2561
558,Brek Shea,us USA,DF,Atlanta Utd,28,1990,19,10,911,10.1,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.5,0.5,2.5,3,0.05,0.24,0.29,0.05,0.29,Matches,adb6ae24
559,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,23,1995,31,18,1672,18.6,7,3,7,0,0,3,0,0.38,0.16,0.54,0.38,0.54,6.3,6.3,3.5,9.8,0.34,0.19,0.53,0.34,0.53,Matches,8c395868
560,Harry Shipp,us USA,FWMF,Seattle,27,1991,25,15,1382,15.4,5,1,5,0,0,1,0,0.33,0.07,0.39,0.33,0.39,2.6,2.6,1.1,3.6,0.17,0.07,0.24,0.17,0.24,Matches,77c62610
561,Shamit Shome,ca CAN,MF,Montreal Impact,21,1997,27,18,1626,18.1,1,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.8,2.7,0.1,0.05,0.15,0.1,0.15,Matches,94d98e8d
562,Danilo da Silva,br BRA,DF,Los Angeles FC,32,1986,5,2,225,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.05,0.11,0.06,0.11,Matches,1286ba63
563,Marcelo Silva,uy URU,DF,Real Salt Lake,29,1989,19,14,1345,14.9,2,0,2,0,0,3,1,0.13,0,0.13,0.13,0.13,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,Matches,b9596515
564,Josh Sims,eng ENG,FW,NY Red Bulls,21,1997,7,5,476,5.3,0,1,0,0,0,0,0,0,0.19,0.19,0,0.19,0.9,0.9,0.5,1.5,0.18,0.1,0.28,0.18,0.28,Matches,6d6f09dc
565,Seth Sinovic,us USA,DF,Sporting KC,32,1987,22,21,1908,21.2,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,0.3,0.3,0.5,0.8,0.01,0.02,0.04,0.01,0.04,Matches,55328176
566,Pablo Sisniega,mx MEX,GK,Los Angeles FC,23,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,550557e1
567,Axel Sjöberg,se SWE,DF,Colorado Rapids,27,1991,7,5,435,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.3,0,0.3,0.06,0,0.06,0.06,0.06,Matches,d7eb2464
568,Jørgen Skjelvik,no NOR,DF,LA Galaxy,27,1991,20,19,1681,18.7,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.8,0.8,2.1,2.9,0.05,0.11,0.16,0.05,0.16,Matches,7bfd96fd
569,Brad Smith,au AUS,DF,Seattle,24,1994,25,22,1972,21.9,0,5,0,0,0,0,0,0,0.23,0.23,0,0.23,0.5,0.5,4.3,4.7,0.02,0.19,0.22,0.02,0.22,Matches,c76c717c
570,Graham Smith,us USA,DF,Sporting KC,23,1995,11,10,882,9.8,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1,1,0.1,1.1,0.11,0.01,0.11,0.11,0.11,Matches,ae3330d0
571,Kyle Smith,us USA,DF,Orlando City,27,1992,23,15,1386,15.4,0,0,0,0,0,4,0,0,0,0,0,0,1.1,1.1,0.2,1.3,0.07,0.01,0.08,0.07,0.08,Matches,9e6b2ec3
572,Tommy Smith,nz NZL,DF,Colorado Rapids,28,1990,27,27,2413,26.8,3,2,3,0,0,3,1,0.11,0.07,0.19,0.11,0.19,3.2,3.2,0.4,3.6,0.12,0.02,0.14,0.12,0.14,Matches,26a48676
573,Eduardo Sosa,ve VEN,MFFW,Columbus Crew,21,1997,8,4,325,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.1,0.04,0.14,0.1,0.14,Matches,b799f70d
574,Caleb Stanko,us USA,MF,FC Cincinnati,25,1993,23,16,1439,16,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches,381e52af
575,Zack Steffen,us USA,GK,Columbus Crew,23,1995,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,42130443
576,Daniel Steres,us USA,DF,LA Galaxy,28,1990,30,30,2613,29,3,0,3,0,0,4,1,0.1,0,0.1,0.1,0.1,2.9,2.9,0.7,3.6,0.1,0.02,0.13,0.1,0.13,Matches,17c03c76
577,Zoltán Stieber,hu HUN,FWMF,D.C. United,30,1988,9,3,305,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.05,0.05,0.1,0.05,0.1,Matches,495b10e2
578,Aljaž Struna,si SVN,DF,Houston Dynamo,28,1990,29,29,2610,29,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Matches,b82c2982
579,Brad Stuver,us USA,GK,NYCFC,27,1991,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0.05,0,0.05,Matches,6a1940d5
580,Scott Sutter,ch SUI,DF,Vancouver,32,1986,16,9,983,10.9,1,0,1,0,0,0,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.7,1,0.03,0.06,0.09,0.03,0.09,Matches,b58f5f17
581,Gustav Svensson,se SWE,MF,Seattle,31,1987,22,21,1811,20.1,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.5,1.3,0.04,0.03,0.06,0.04,0.06,Matches,733713ef
582,Ben Sweat,us USA,DF,NYCFC,27,1991,18,13,1266,14.1,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,0.1,0.1,0.8,0.9,0.01,0.06,0.07,0.01,0.07,Matches,6937b1ac
583,Ballou Tabla,ca CAN,MFFW,Montreal Impact,19,1999,4,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.4,0.23,0.03,0.26,0.23,0.26,Matches,018bd079
584,Saphir Taïder,dz ALG,MFFW,Montreal Impact,26,1992,32,31,2726,30.3,9,7,4,5,5,2,0,0.3,0.23,0.53,0.13,0.36,8.6,4.8,5.3,10.1,0.28,0.18,0.46,0.16,0.33,Matches,a12d0c05
585,Ismael Tajouri-Shradi,ly LBY,FWMF,NYCFC,24,1994,19,11,935,10.4,5,3,5,0,0,1,0,0.48,0.29,0.77,0.48,0.77,1.2,1.2,1.9,3.1,0.12,0.18,0.29,0.12,0.29,Matches,ef4249ff
586,Amro Tarek,eg EGY,DF,NY Red Bulls,26,1992,20,19,1471,16.3,1,1,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.1,2.1,0.06,0.07,0.13,0.06,0.13,Matches,52c930c0
587,Russell Teibert,ca CAN,MF,Vancouver,26,1992,27,26,2194,24.4,0,3,0,0,0,1,0,0,0.12,0.12,0,0.12,0.4,0.4,1.6,2.1,0.02,0.07,0.08,0.02,0.08,Matches,674befe9
588,Ryan Telfer,tt TRI,MF,Toronto FC,24,1994,1,0,4,0,0,1,0,0,0,0,0,0,22.5,22.5,0,22.5,0,0,0.6,0.6,0,13.52,13.52,0,13.52,Matches,a5333872
589,Tommy Thompson,us USA,DF,San Jose,23,1995,30,28,2285,25.4,2,1,2,0,0,7,1,0.08,0.04,0.12,0.08,0.12,0.5,0.5,1.5,2,0.02,0.06,0.08,0.02,0.08,Matches,5f6c69d8
590,Anton Tinnerholm,se SWE,DF,NYCFC,27,1991,30,30,2631,29.2,1,7,1,0,0,4,0,0.03,0.24,0.27,0.03,0.27,3.2,3.2,3.1,6.3,0.11,0.11,0.22,0.11,0.22,Matches,0fe96099
591,Donny Toia,us USA,DF,Real Salt Lake,26,1992,24,24,2140,23.8,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,1.3,2,0.03,0.05,0.08,0.03,0.08,Matches,d286f965
592,Nouhou Tolo,cm CMR,DF,Seattle,21,1997,22,9,793,8.8,0,0,0,0,0,5,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,0796512f
593,Román Torres,pa PAN,DF,Seattle,32,1986,17,12,1132,12.6,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,1.8,1.8,0.1,1.9,0.14,0.01,0.15,0.14,0.15,Matches,9787f0ad
594,Mason Toye,us USA,FW,Minnesota Utd,20,1998,17,9,823,9.1,6,2,6,0,0,2,1,0.66,0.22,0.87,0.66,0.87,4,4,1.3,5.3,0.43,0.14,0.58,0.43,0.58,Matches,0aa41f67
595,Diedie Traoré,fr FRA,DF,LA Galaxy,20,1999,4,3,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04,Matches,891c8d00
596,Wil Trapp,us USA,MF,Columbus Crew,26,1993,28,26,2330,25.9,0,3,0,0,0,5,0,0,0.12,0.12,0,0.12,0.1,0.1,1.5,1.6,0,0.06,0.06,0,0.06,Matches,9bf9391c
597,Auston Trusty,us USA,DF,Philadelphia,20,1998,22,22,1965,21.8,1,0,1,0,0,5,1,0.05,0,0.05,0.05,0.05,1,1,0.4,1.4,0.04,0.02,0.06,0.04,0.06,Matches,cddf767b
598,Bill Tuiloma,nz NZL,DF,Portland Timbers,23,1995,25,21,1920,21.3,1,0,1,0,0,1,0,0.05,0,0.05,0.05,0.05,1.5,1.5,0.1,1.6,0.07,0,0.07,0.07,0.07,Matches,bf547c54
599,Matt Turner,us USA,GK,New England,24,1994,20,20,1765,19.6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a51ba65
