,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
96,2019-05-04,Sat,MLS,Regular Season,Home,L 0–2,Montreal Impact,NYCFC,Y,GK,90,5,2,3,60.0,0,1.5,0,0,0,0,6,17,35.3,20,7,70.0,45.4,5,60.0,43.0,4,0,0.0,0,15.1,Match Report,69a57596,L,2019,True
97,2019-05-08,Wed,MLS,Regular Season,Away,W 2–1,Montreal Impact,NY Red Bulls,Y,GK,90,2,1,1,50.0,0,0.4,0,0,0,0,5,25,20.0,29,7,69.0,50.5,5,100.0,62.8,6,0,0.0,1,17.9,Match Report,69a57596,W,2019,True
98,2019-05-11,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,FC Cincinnati,Y,GK,90,2,2,0,0.0,0,1.4,0,0,0,0,1,4,25.0,16,5,18.8,26.2,4,25.0,33.3,1,0,0.0,2,20.7,Match Report,69a57596,L,2019,True
99,2019-05-18,Sat,MLS,Regular Season,Home,D 0–0,Montreal Impact,New England,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,3,5,60.0,18,5,16.7,32.1,3,66.7,54.3,8,0,0.0,0,14.5,Match Report,69a57596,D,2019,True
100,2019-05-24,Fri,MLS,Regular Season,Away,L 2–4,Montreal Impact,Los Angeles FC,Y,GK,90,10,4,6,60.0,0,3.0,0,0,0,0,11,23,47.8,35,8,51.4,41.3,8,62.5,45.1,1,0,0.0,0,12.7,Match Report,69a57596,L,2019,True
101,2019-05-29,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Real Salt Lake,Y,GK,90,4,1,3,75.0,0,1.4,0,0,0,0,7,18,38.9,25,5,52.0,40.0,6,83.3,53.8,5,1,20.0,0,12.0,Match Report,69a57596,W,2019,True
102,2019-06-01,Sat,MLS,Regular Season,Home,L 0–3,Montreal Impact,Orlando City,Y,GK,90,4,3,2,50.0,0,2.2,1,1,0,0,7,9,77.8,19,8,31.6,31.8,5,60.0,45.4,3,1,33.3,0,12.3,Match Report,69a57596,L,2019,True
103,2019-06-05,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Seattle,Y*,GK,90,0,1,0,,0,1.0,1,1,0,0,2,7,28.6,17,1,29.4,37.8,4,50.0,48.0,5,0,0.0,1,17.7,Match Report,69a57596,W,2019,True
104,2019-06-26,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Portland Timbers,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,5,14,35.7,20,3,45.0,39.7,5,100.0,54.2,2,1,50.0,0,8.0,Match Report,69a57596,W,2019,True
105,2019-06-29,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,Atlanta Utd,Y,GK,90,4,2,2,50.0,0,1.6,0,0,0,0,7,22,31.8,26,8,61.5,44.3,11,54.5,49.5,9,2,22.2,1,14.5,Match Report,69a57596,L,2019,True
106,2019-07-06,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Minnesota Utd,Y,GK,90,4,3,2,50.0,0,1.8,1,1,0,0,6,10,60.0,22,6,27.3,31.1,6,66.7,60.2,7,0,0.0,0,15.6,Match Report,69a57596,L,2019,True
107,2019-07-13,Sat,MLS,Regular Season,Home,L 0–2,Montreal Impact,Toronto FC,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,7,15,46.7,24,5,50.0,40.1,7,42.9,37.1,9,0,0.0,0,15.2,Match Report,69a57596,L,2019,True
108,2019-07-20,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,Columbus Crew,Y,GK,90,4,2,2,50.0,0,1.8,0,0,0,0,8,11,72.7,21,5,38.1,33.3,12,25.0,31.2,6,0,0.0,1,16.0,Match Report,69a57596,L,2019,True
109,2019-07-27,Sat,MLS,Regular Season,Home,W 4–0,Montreal Impact,Philadelphia,Y,GK,90,3,0,3,100.0,1,0.6,0,0,0,0,9,20,45.0,22,3,50.0,41.7,11,81.8,54.2,8,1,12.5,1,15.7,Match Report,69a57596,W,2019,True
110,2019-08-03,Sat,MLS,Regular Season,Away,L 3–6,Montreal Impact,Colorado Rapids,Y,GK,90,6,6,2,16.7,0,4.0,1,1,0,0,5,14,35.7,17,5,52.9,39.5,11,45.5,47.4,10,1,10.0,0,12.4,Match Report,69a57596,L,2019,False
111,2019-08-10,Sat,MLS,Regular Season,Away,L 2–3,Montreal Impact,Chicago Fire,Y,GK,90,4,3,1,25.0,0,2.0,0,0,0,0,2,6,33.3,19,8,26.3,30.7,2,50.0,40.5,8,1,12.5,0,13.6,Match Report,69a57596,L,2019,False
112,2019-08-17,Sat,MLS,Regular Season,Home,D 3–3,Montreal Impact,FC Dallas,Y,GK,90,6,3,4,66.7,0,2.8,1,1,0,0,8,16,50.0,25,7,36.0,32.9,8,87.5,56.1,6,0,0.0,0,9.5,Match Report,69a57596,D,2019,False
113,2019-08-24,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,Toronto FC,Y,GK,90,5,2,3,60.0,0,1.0,0,0,0,0,9,22,40.9,36,12,47.2,40.2,11,45.5,46.9,14,6,42.9,2,14.7,Match Report,69a57596,L,2019,False
114,2019-08-28,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Vancouver,Y,GK,90,6,1,5,83.3,0,2.4,1,0,1,0,3,10,30.0,15,3,40.0,45.1,4,100.0,56.5,6,1,16.7,1,16.4,Match Report,69a57596,W,2019,False
115,2019-08-31,Sat,MLS,Regular Season,Home,L 0–3,Montreal Impact,D.C. United,Y,GK,90,4,3,1,25.0,0,1.7,0,0,0,0,4,8,50.0,22,4,27.3,34.3,5,40.0,39.0,4,0,0.0,1,16.8,Match Report,69a57596,L,2019,False
116,2019-09-14,Sat,MLS,Regular Season,Home,L 0–1,Montreal Impact,FC Cincinnati,Y,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,7,13,53.8,17,5,47.1,39.9,7,71.4,51.7,3,0,0.0,2,16.9,Match Report,69a57596,L,2019,False
117,2019-09-21,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,LA Galaxy,Y,GK,90,12,2,10,83.3,0,3.2,0,0,0,0,5,9,55.6,14,8,21.4,26.6,8,75.0,51.5,18,2,11.1,0,8.6,Match Report,69a57596,L,2019,False
118,2019-04-27,Sat,MLS,Regular Season,Away,W 2–1,Portland Timbers,Toronto FC,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,6,13,46.2,30,7,36.7,34.0,4,50.0,48.8,15,1,6.7,1,19.3,Match Report,ed6320b7,W,2019,True
119,2019-05-04,Sat,MLS,Regular Season,Away,W 2–1,Portland Timbers,Real Salt Lake,Y,GK,90,6,1,5,83.3,0,1.5,1,0,1,0,8,20,40.0,30,8,46.7,39.4,10,60.0,47.6,10,1,10.0,2,18.9,Match Report,ed6320b7,W,2019,True
120,2019-05-10,Fri,MLS,Regular Season,Away,L 0–1,Portland Timbers,Vancouver,Y,GK,90,4,1,2,75.0,0,1.9,0,0,0,0,8,13,61.5,15,5,33.3,31.1,9,88.9,54.8,10,0,0.0,0,14.6,Match Report,ed6320b7,L,2019,True
121,2019-05-25,Sat,MLS,Regular Season,Away,W 3–1,Portland Timbers,Philadelphia,Y,GK,90,5,1,4,80.0,0,1.6,0,0,0,0,17,35,48.6,30,4,70.0,50.3,16,87.5,55.9,18,2,11.1,0,16.0,Match Report,ed6320b7,W,2019,True
122,2019-06-22,Sat,MLS,Regular Season,Home,W 4–0,Portland Timbers,Houston Dynamo,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,4,12,33.3,25,3,32.0,31.5,5,80.0,55.2,7,2,28.6,0,,Match Report,ed6320b7,W,2019,True
123,2019-06-30,Sun,MLS,Regular Season,Home,W 1–0,Portland Timbers,FC Dallas,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,8,24,33.3,26,3,61.5,46.6,10,80.0,61.1,9,1,11.1,1,17.3,Match Report,ed6320b7,W,2019,True
124,2019-07-07,Sun,MLS,Regular Season,Away,W 1–0,Portland Timbers,NYCFC,Y,GK,90,5,0,5,100.0,1,0.4,0,0,0,0,10,30,33.3,27,9,74.1,46.9,10,100.0,68.7,16,1,6.3,1,11.0,Match Report,ed6320b7,W,2019,True
125,2019-07-13,Sat,MLS,Regular Season,Home,D 2–2,Portland Timbers,Colorado Rapids,Y,GK,90,8,2,5,75.0,0,2.8,0,0,0,0,5,14,35.7,25,7,32.0,35.2,8,75.0,55.8,13,1,7.7,0,9.7,Match Report,ed6320b7,D,2019,True
126,2019-07-18,Thu,MLS,Regular Season,Home,D 1–1,Portland Timbers,Orlando City,Y,GK,90,1,1,0,0.0,0,0.7,0,0,0,0,1,2,50.0,14,1,0.0,21.4,4,50.0,42.8,4,0,0.0,0,,Match Report,ed6320b7,D,2019,True
127,2019-07-21,Sun,MLS,Regular Season,Away,W 2–1,Portland Timbers,Seattle,Y,GK,90,6,1,5,83.3,0,1.4,0,0,0,0,14,30,46.7,31,5,61.3,43.8,13,84.6,55.8,18,1,5.6,1,16.6,Match Report,ed6320b7,W,2019,True
128,2019-07-27,Sat,MLS,Regular Season,Home,W 4–0,Portland Timbers,LA Galaxy,Y,GK,90,6,0,6,100.0,1,2.9,0,0,0,0,8,18,44.4,38,8,31.6,34.4,7,85.7,63.3,15,3,20.0,0,11.6,Match Report,ed6320b7,W,2019,True
129,2019-08-04,Sun,MLS,Regular Season,Away,L 0–1,Portland Timbers,Minnesota Utd,Y,GK,90,3,1,3,100.0,0,1.2,1,1,0,0,7,17,41.2,29,10,34.5,37.9,11,63.6,52.5,9,1,11.1,1,14.5,Match Report,ed6320b7,L,2019,False
130,2019-08-10,Sat,MLS,Regular Season,Home,W 3–1,Portland Timbers,Vancouver,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,10,13,76.9,24,7,29.2,29.5,12,50.0,41.5,16,1,6.3,0,16.3,Match Report,ed6320b7,W,2019,False
131,2019-08-14,Wed,MLS,Regular Season,Home,W 3–2,Portland Timbers,Chicago Fire,Y,GK,90,2,2,0,0.0,0,1.3,0,0,0,0,4,5,80.0,21,3,9.5,26.8,6,50.0,50.3,7,1,14.3,0,7.0,Match Report,ed6320b7,W,2019,False
132,2019-08-18,Sun,MLS,Regular Season,Home,L 0–2,Portland Timbers,Atlanta Utd,Y,GK,90,5,2,3,60.0,0,2.0,0,0,0,0,4,12,33.3,14,3,35.7,34.9,14,50.0,45.5,12,0,0.0,0,13.7,Match Report,ed6320b7,L,2019,False
133,2019-08-23,Fri,MLS,Regular Season,Home,L 1–2,Portland Timbers,Seattle,Y,GK,90,4,2,2,50.0,0,1.6,0,0,0,0,8,10,80.0,25,11,28.0,30.8,4,75.0,48.3,8,2,25.0,0,13.4,Match Report,ed6320b7,L,2019,False
134,2019-08-31,Sat,MLS,Regular Season,Home,W 1–0,Portland Timbers,Real Salt Lake,Y,GK,90,6,0,6,100.0,1,0.9,0,0,0,0,7,19,36.8,28,7,46.4,41.9,10,60.0,50.0,9,1,11.1,0,13.8,Match Report,ed6320b7,W,2019,False
135,2019-09-07,Sat,MLS,Regular Season,Home,W 2–1,Portland Timbers,Sporting KC,Y,GK,90,5,1,3,80.0,0,0.7,0,0,0,0,5,9,55.6,24,6,12.5,28.5,9,66.7,52.0,13,3,23.1,1,15.6,Match Report,ed6320b7,W,2019,False
136,2019-09-15,Sun,MLS,Regular Season,Home,L 0–1,Portland Timbers,D.C. United,Y,GK,90,4,1,4,75.0,0,0.3,0,0,0,0,2,6,33.3,30,8,16.7,26.7,4,25.0,33.8,6,0,0.0,1,19.8,Match Report,ed6320b7,L,2019,False
137,2019-09-18,Wed,MLS,Regular Season,Home,L 0–2,Portland Timbers,NY Red Bulls,Y,GK,90,4,2,3,75.0,0,2.7,1,1,0,0,5,9,55.6,20,7,20.0,27.2,11,45.5,39.4,11,0,0.0,0,9.8,Match Report,ed6320b7,L,2019,False
138,2019-09-22,Sun,MLS,Regular Season,Home,D 0–0,Portland Timbers,Minnesota Utd,Y,GK,90,4,0,4,100.0,1,0.5,0,0,0,0,2,6,33.3,28,15,7.1,27.4,15,26.7,37.6,15,0,0.0,0,10.6,Match Report,ed6320b7,D,2019,False
139,2019-09-25,Wed,MLS,Regular Season,Home,D 2–2,Portland Timbers,New England,Y,GK,90,6,2,5,83.3,0,2.7,1,1,0,0,12,21,57.1,19,4,52.6,40.6,11,100.0,58.7,16,0,0.0,0,15.0,Match Report,ed6320b7,D,2019,False
140,2019-09-29,Sun,MLS,Regular Season,Away,D 2–2,Portland Timbers,Sporting KC,Y,GK,90,5,2,3,60.0,0,2.0,0,0,0,0,8,11,72.7,25,8,16.0,27.4,9,77.8,48.7,5,0,0.0,0,12.0,Match Report,ed6320b7,D,2019,False
141,2019-10-06,Sun,MLS,Regular Season,Home,W 3–1,Portland Timbers,San Jose,Y,GK,90,4,1,3,75.0,0,0.6,0,0,0,0,8,18,44.4,25,6,56.0,47.9,4,100.0,68.5,15,0,0.0,1,13.0,Match Report,ed6320b7,W,2019,False
142,2019-10-19,Sat,MLS,Round 1,Away,L 1–2,Portland Timbers,Real Salt Lake,Y,GK,90,7,2,5,71.4,0,1.6,0,0,0,0,13,23,56.5,32,6,50.0,41.8,7,100.0,53.3,7,1,14.3,5,20.6,Match Report,ed6320b7,L,2019,False
143,2019-03-23,Sat,MLS,Regular Season,Home,W 3–0,Philadelphia,Columbus Crew,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,2,10,20.0,20,7,40.0,36.9,2,100.0,63.5,11,2,18.2,1,12.3,Match Report,5c07e176,W,2019,True
144,2019-05-01,Wed,MLS,Regular Season,Home,W 2–0,Philadelphia,FC Cincinnati,N,GK,50,2,0,2,100.0,1,0.4,0,0,0,0,4,14,28.6,10,1,70.0,47.7,7,100.0,63.1,3,0,0.0,0,14.3,Match Report,5c07e176,W,2019,True
145,2019-05-04,Sat,MLS,Regular Season,Home,W 6–1,Philadelphia,New England,Y,GK,90,4,1,2,75.0,0,1.8,0,0,0,0,6,16,37.5,17,5,47.1,38.1,8,100.0,65.1,10,2,20.0,0,12.3,Match Report,5c07e176,W,2019,True
146,2019-05-11,Sat,MLS,Regular Season,Away,W 2–1,Philadelphia,Toronto FC,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,11,24,45.8,31,7,58.1,46.7,6,100.0,67.3,12,1,8.3,0,7.4,Match Report,5c07e176,W,2019,True
147,2019-03-02,Sat,MLS,Regular Season,Home,L 2–3,Vancouver,Minnesota Utd,Y,GK,90,3,3,2,33.3,0,1.3,1,1,0,0,9,20,45.0,20,3,50.0,41.2,15,66.7,54.5,11,2,18.2,0,9.6,Match Report,ea42e480,L,2019,True
148,2019-03-09,Sat,MLS,Regular Season,Away,L 0–1,Vancouver,Real Salt Lake,Y,GK,90,5,1,4,100.0,0,2.0,1,1,0,0,6,22,27.3,25,2,56.0,41.6,11,72.7,53.9,7,1,14.3,2,16.2,Match Report,ea42e480,L,2019,True
149,2019-03-16,Sat,MLS,Regular Season,Away,L 2–3,Vancouver,Houston Dynamo,Y,GK,90,5,3,3,60.0,0,2.8,1,1,0,0,7,17,41.2,22,2,59.1,41.0,11,36.4,36.1,7,0,0.0,0,,Match Report,ea42e480,L,2019,True
150,2019-03-30,Sat,MLS,Regular Season,Home,D 0–0,Vancouver,Seattle,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,6,18,33.3,28,8,28.6,31.6,14,71.4,52.6,16,2,12.5,1,11.7,Match Report,ea42e480,D,2019,True
151,2019-04-05,Fri,MLS,Regular Season,Home,L 0–2,Vancouver,LA Galaxy,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,13,23,56.5,23,7,43.5,35.5,14,92.9,60.4,17,3,17.6,0,12.3,Match Report,ea42e480,L,2019,True
152,2019-04-12,Fri,MLS,Regular Season,Away,D 1–1,Vancouver,Chicago Fire,Y,GK,90,5,1,5,100.0,0,1.6,1,1,0,0,4,19,21.1,20,5,45.0,40.1,14,71.4,47.7,20,2,10.0,2,17.8,Match Report,ea42e480,D,2019,True
153,2019-04-17,Wed,MLS,Regular Season,Home,W 1–0,Vancouver,Los Angeles FC,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,10,22,45.5,24,4,66.7,42.2,14,42.9,43.2,6,1,16.7,0,12.4,Match Report,ea42e480,W,2019,True
154,2019-04-27,Sat,MLS,Regular Season,Home,D 1–1,Vancouver,Philadelphia,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,10,14,71.4,21,6,42.9,38.5,14,35.7,37.0,9,0,0.0,2,15.0,Match Report,ea42e480,D,2019,True
155,2019-05-03,Fri,MLS,Regular Season,Away,W 3–2,Vancouver,Colorado Rapids,Y,GK,90,1,2,1,100.0,0,2.0,2,2,0,0,8,15,53.3,23,5,43.5,40.7,15,33.3,39.6,17,0,0.0,0,9.3,Match Report,ea42e480,W,2019,True
156,2019-05-10,Fri,MLS,Regular Season,Home,W 1–0,Vancouver,Portland Timbers,Y,GK,90,5,0,4,100.0,1,1.2,0,0,0,0,6,19,31.6,20,5,45.0,37.3,13,76.9,56.0,20,0,0.0,0,9.5,Match Report,ea42e480,W,2019,True
157,2019-05-15,Wed,MLS,Regular Season,Home,L 0–1,Vancouver,Atlanta Utd,Y,GK,90,6,1,6,100.0,0,1.5,1,1,0,0,2,4,50.0,19,1,10.5,30.0,10,20.0,35.4,7,0,0.0,2,20.0,Match Report,ea42e480,L,2019,True
158,2019-05-18,Sat,MLS,Regular Season,Away,D 1–1,Vancouver,Sporting KC,Y,GK,90,7,1,6,85.7,0,1.2,0,0,0,0,10,13,76.9,37,5,35.1,32.4,7,0.0,24.9,10,1,10.0,0,10.0,Match Report,ea42e480,D,2019,True
159,2019-05-25,Sat,MLS,Regular Season,Home,W 2–1,Vancouver,FC Dallas,Y,GK,90,6,1,5,83.3,0,0.8,0,0,0,0,7,19,36.8,24,2,45.8,40.0,17,47.1,45.5,20,2,10.0,0,6.0,Match Report,ea42e480,W,2019,True
160,2019-05-31,Fri,MLS,Regular Season,Home,D 1–1,Vancouver,Toronto FC,Y,GK,90,5,1,4,80.0,0,0.6,0,0,0,0,6,10,60.0,35,12,22.9,30.1,8,25.0,35.4,18,0,0.0,0,8.7,Match Report,ea42e480,D,2019,True
161,2019-07-06,Sat,MLS,Regular Season,Away,L 1–6,Vancouver,Los Angeles FC,Y,GK,90,14,6,8,57.1,0,3.6,0,0,0,0,10,20,50.0,28,5,50.0,41.5,10,60.0,52.4,10,0,0.0,1,11.8,Match Report,ea42e480,L,2019,True
162,2019-07-17,Wed,MLS,Regular Season,Away,L 0–4,Vancouver,New England,Y,GK,90,12,4,8,66.7,0,3.4,0,0,0,0,5,18,27.8,25,6,40.0,36.8,14,57.1,48.7,12,0,0.0,0,8.7,Match Report,ea42e480,L,2019,True
163,2019-07-20,Sat,MLS,Regular Season,Home,L 1–3,Vancouver,San Jose,Y,GK,90,10,3,7,70.0,0,2.9,0,0,0,0,9,22,40.9,19,3,63.2,42.3,13,76.9,55.9,14,1,7.1,0,9.0,Match Report,ea42e480,L,2019,True
164,2019-07-27,Sat,MLS,Regular Season,Away,D 0–0,Vancouver,Minnesota Utd,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,4,25,16.0,34,7,44.1,40.3,12,83.3,59.3,27,3,11.1,0,8.4,Match Report,ea42e480,D,2019,True
165,2019-08-03,Sat,MLS,Regular Season,Away,W 2–1,Vancouver,FC Cincinnati,Y,GK,90,3,1,1,66.7,0,0.7,0,0,0,0,11,25,44.0,30,3,43.3,37.7,18,66.7,51.7,18,0,0.0,0,7.7,Match Report,ea42e480,W,2019,False
166,2019-08-10,Sat,MLS,Regular Season,Away,L 1–3,Vancouver,Portland Timbers,Y,GK,90,8,3,5,62.5,0,1.5,0,0,0,0,9,17,52.9,21,7,42.9,39.5,8,100.0,70.1,9,2,22.2,0,8.2,Match Report,ea42e480,L,2019,False
167,2019-08-17,Sat,MLS,Regular Season,Home,W 1–0,Vancouver,D.C. United,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,19,34,55.9,31,5,74.2,46.8,12,91.7,62.2,17,2,11.8,0,8.6,Match Report,ea42e480,W,2019,False
168,2019-08-24,Sat,MLS,Regular Season,Away,L 1–3,Vancouver,San Jose,Y,GK,90,18,3,14,83.3,0,4.4,0,0,0,0,9,19,47.4,16,3,75.0,50.7,13,53.8,45.3,21,3,14.3,1,25.0,Match Report,ea42e480,L,2019,False
169,2019-08-28,Wed,MLS,Regular Season,Away,L 1–2,Vancouver,Montreal Impact,Y,GK,90,8,2,7,75.0,0,2.2,0,0,0,0,4,10,40.0,27,7,29.6,29.4,9,22.2,30.0,13,0,0.0,0,18.0,Match Report,ea42e480,L,2019,False
170,2019-08-31,Sat,MLS,Regular Season,Home,L 1–3,Vancouver,NYCFC,Y,GK,90,5,3,2,40.0,0,1.8,0,0,0,0,9,18,50.0,22,3,68.2,43.5,6,50.0,47.3,2,0,0.0,0,7.0,Match Report,ea42e480,L,2019,False
171,2019-09-29,Sun,MLS,Regular Season,Away,W 4–3,Vancouver,LA Galaxy,Y,GK,90,8,3,5,62.5,0,2.9,0,0,0,0,12,25,48.0,21,6,66.7,46.8,12,91.7,59.2,34,5,14.7,0,7.3,Match Report,ea42e480,W,2019,False
172,2019-10-06,Sun,MLS,Regular Season,Home,L 0–1,Vancouver,Real Salt Lake,Y,GK,90,4,1,3,75.0,0,1.1,0,0,0,0,8,14,57.1,22,1,36.4,32.6,7,85.7,48.9,5,0,0.0,1,14.7,Match Report,ea42e480,L,2019,False
173,2019-03-30,Sat,MLS,Regular Season,Home,W 2–1,New England,Minnesota Utd,Y,GK,90,2,1,1,100.0,0,1.4,1,1,0,0,2,10,20.0,13,4,46.2,39.2,5,80.0,52.4,5,0,0.0,2,18.2,Match Report,aa133046,W,2019,True
174,2019-04-06,Sat,MLS,Regular Season,Away,L 0–1,New England,Columbus Crew,Y,GK,90,1,1,0,0.0,0,0.8,0,0,0,0,6,11,54.5,19,4,47.4,38.5,6,33.3,39.3,6,0,0.0,2,19.7,Match Report,aa133046,L,2019,True
175,2019-04-13,Sat,MLS,Regular Season,Home,L 0–2,New England,Atlanta Utd,Y,GK,90,6,2,4,66.7,0,1.7,0,0,0,0,5,7,71.4,19,5,26.3,33.8,6,33.3,35.3,3,0,0.0,1,14.3,Match Report,aa133046,L,2019,True
176,2019-04-20,Sat,MLS,Regular Season,Home,W 1–0,New England,NY Red Bulls,Y,GK,90,4,0,4,100.0,1,0.3,0,0,0,0,7,14,50.0,32,12,28.1,34.3,7,71.4,54.1,4,1,25.0,1,14.9,Match Report,aa133046,W,2019,True
177,2019-04-24,Wed,MLS,Regular Season,Home,L 0–3,New England,Montreal Impact,Y,GK,90,8,3,5,62.5,0,3.6,0,0,0,0,6,12,50.0,17,6,35.3,37.9,6,100.0,61.2,5,0,0.0,0,13.3,Match Report,aa133046,L,2019,True
178,2019-04-27,Sat,MLS,Regular Season,Away,D 4–4,New England,Sporting KC,Y,GK,90,6,4,3,50.0,0,4.2,1,1,0,0,8,27,29.6,10,1,80.0,56.3,19,100.0,67.7,21,0,0.0,2,18.0,Match Report,aa133046,D,2019,True
179,2019-05-04,Sat,MLS,Regular Season,Away,L 1–6,New England,Philadelphia,Y,GK,90,15,6,9,60.0,0,4.5,0,0,0,0,5,8,62.5,22,7,27.3,31.3,3,66.7,43.7,3,0,0.0,4,16.4,Match Report,aa133046,L,2019,True
180,2019-03-02,Sat,MLS,Regular Season,Home,L 1–2,San Jose,Montreal Impact,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,3,6,50.0,13,1,30.8,33.3,8,25.0,32.8,3,0,0.0,0,19.0,Match Report,6904a59a,L,2019,True
181,2019-03-09,Sat,MLS,Regular Season,Home,L 0–3,San Jose,Minnesota Utd,Y,GK,90,5,3,4,60.0,0,2.1,1,1,0,0,2,6,33.3,27,1,22.2,28.0,6,0.0,20.0,2,0,0.0,0,17.7,Match Report,6904a59a,L,2019,True
182,2019-03-16,Sat,MLS,Regular Season,Away,L 1–4,San Jose,NY Red Bulls,Y,GK,90,6,4,2,33.3,0,3.2,0,0,0,0,9,25,36.0,35,6,65.7,43.6,9,22.2,31.6,10,3,30.0,0,12.6,Match Report,6904a59a,L,2019,True
183,2019-03-30,Sat,MLS,Regular Season,Home,L 0–5,San Jose,Los Angeles FC,Y,GK,90,9,5,4,44.4,0,4.0,0,0,0,0,6,12,50.0,34,11,29.4,32.2,10,20.0,30.5,8,1,12.5,2,16.1,Match Report,6904a59a,L,2019,True
184,2019-04-06,Sat,MLS,Regular Season,Home,W 3–0,San Jose,Portland Timbers,Y,GK,90,3,0,3,100.0,1,1.1,1,0,1,0,7,17,41.2,26,5,46.2,40.9,7,71.4,50.9,11,1,9.1,0,13.5,Match Report,6904a59a,W,2019,True
185,2019-04-13,Sat,MLS,Regular Season,Away,L 1–2,San Jose,Houston Dynamo,Y,GK,90,7,2,5,71.4,0,2.7,1,0,0,1,7,14,50.0,24,1,45.8,35.7,7,42.9,37.3,2,0,0.0,0,9.0,Match Report,6904a59a,L,2019,True
186,2019-04-20,Sat,MLS,Regular Season,Home,W 4–1,San Jose,Sporting KC,Y,GK,90,6,1,6,100.0,0,3.0,2,1,0,1,15,27,55.6,42,4,45.2,38.5,14,57.1,40.6,7,1,14.3,0,21.0,Match Report,6904a59a,W,2019,True
187,2019-04-24,Wed,MLS,Regular Season,Away,D 2–2,San Jose,Seattle,Y,GK,90,8,2,6,75.0,0,1.8,0,0,0,0,6,19,31.6,27,4,37.0,34.6,9,100.0,56.9,9,0,0.0,0,8.8,Match Report,6904a59a,D,2019,True
188,2019-04-27,Sat,MLS,Regular Season,Away,D 0–0,San Jose,FC Dallas,Y,GK,90,3,0,3,100.0,1,0.2,0,0,0,0,4,6,66.7,37,8,13.5,25.7,9,11.1,29.7,2,0,0.0,0,14.6,Match Report,6904a59a,D,2019,True
189,2019-05-04,Sat,MLS,Regular Season,Home,W 1–0,San Jose,FC Cincinnati,Y,GK,90,3,0,3,100.0,1,0.2,0,0,0,0,7,22,31.8,36,6,38.9,36.1,9,88.9,58.4,10,1,10.0,0,7.7,Match Report,6904a59a,W,2019,True
190,2019-05-11,Sat,MLS,Regular Season,Away,L 1–3,San Jose,New England,Y,GK,90,2,3,0,0.0,0,2.1,1,1,0,0,2,7,28.6,17,1,17.6,26.9,10,40.0,36.9,3,0,0.0,0,6.0,Match Report,6904a59a,L,2019,True
191,2019-05-18,Sat,MLS,Regular Season,Home,W 4–1,San Jose,Chicago Fire,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,4,8,50.0,31,1,22.6,30.4,11,9.1,30.4,6,0,0.0,0,15.3,Match Report,6904a59a,W,2019,True
192,2019-05-26,Sun,MLS,Regular Season,Away,W 2–1,San Jose,Toronto FC,Y,GK,90,3,1,2,66.7,0,1.3,0,0,0,0,5,9,55.6,20,2,35.0,33.2,11,18.2,32.0,4,1,25.0,0,10.0,Match Report,6904a59a,W,2019,True
193,2019-06-01,Sat,MLS,Regular Season,Away,D 1–1,San Jose,D.C. United,Y,GK,90,5,1,4,80.0,0,1.2,0,0,0,0,6,15,40.0,26,1,30.8,34.8,10,70.0,47.3,5,0,0.0,0,12.5,Match Report,6904a59a,D,2019,True
