,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
19,2021-10-20,Wed,MLS,Regular Season,Away,W 3–2,Los Angeles FC,FC Dallas,Y,GK,90,3,2,1,33.3,0,2.1,0,0,0,0,3,9,33.3,16,2,37.5,34.4,6,50.0,40.7,9,1,11.1,1,17.2,Match Report,dd26b605,W,2021,False
20,2021-10-23,Sat,MLS,Regular Season,Away,D 1–1,Los Angeles FC,Minnesota Utd,Y,GK,90,7,1,6,85.7,0,1.6,0,0,0,0,2,20,10.0,24,3,54.2,43.5,12,58.3,46.3,17,1,5.9,2,15.9,Match Report,dd26b605,D,2021,False
21,2021-10-26,Tue,MLS,Regular Season,Home,W 3–0,Los Angeles FC,Seattle,Y,GK,90,5,0,5,100.0,1,0.8,0,0,0,0,4,11,36.4,12,4,41.7,34.1,8,75.0,58.1,10,0,0.0,0,10.7,Match Report,dd26b605,W,2021,False
22,2021-11-02,Tue,MLS,Regular Season,Home,D 1–1,Los Angeles FC,Vancouver,Y,GK,90,3,1,2,66.7,0,1.7,0,0,0,0,3,7,42.9,16,3,37.5,41.7,4,25.0,27.5,7,0,0.0,0,13.5,Match Report,dd26b605,D,2021,False
23,2021-11-07,Sun,MLS,Regular Season,Away,L 2–5,Los Angeles FC,Colorado Rapids,Y,GK,90,9,5,4,44.4,0,5.0,0,0,0,0,1,5,20.0,17,4,17.6,34.6,6,33.3,47.0,5,0,0.0,0,14.0,Match Report,dd26b605,L,2021,False
24,2021-04-18,Sun,MLS,Regular Season,Away,D 0–0,Philadelphia,Columbus Crew,Y,GK,90,6,0,6,100.0,1,0.7,0,0,0,0,11,25,44.0,26,4,65.4,49.2,8,100.0,67.6,6,1,16.7,1,14.3,Match Report,b3b21a11,D,2021,True
25,2021-04-24,Sat,MLS,Regular Season,Home,L 1–2,Philadelphia,Inter Miami,Y,GK,90,3,2,1,33.3,0,2.6,0,0,0,0,1,11,9.1,13,0,61.5,43.1,4,75.0,54.5,7,0,0.0,0,,Match Report,b3b21a11,L,2021,True
26,2021-05-01,Sat,MLS,Regular Season,Home,L 0–2,Philadelphia,NYCFC,Y,GK,90,7,2,5,71.4,0,2.1,0,0,0,0,9,23,39.1,20,4,50.0,38.9,15,86.7,57.1,14,1,7.1,0,9.2,Match Report,b3b21a11,L,2021,True
27,2021-05-08,Sat,MLS,Regular Season,Away,W 2–0,Philadelphia,Chicago Fire,Y,GK,90,3,0,3,100.0,1,0.5,0,0,0,0,9,33,27.3,24,2,87.5,58.2,12,100.0,69.4,13,2,15.4,1,12.2,Match Report,b3b21a11,W,2021,True
28,2021-05-12,Wed,MLS,Regular Season,Home,D 1–1,Philadelphia,New England,Y,GK,90,5,1,4,80.0,0,1.0,0,0,0,0,9,19,47.4,21,4,33.3,34.6,13,92.3,63.6,12,0,0.0,0,13.6,Match Report,b3b21a11,D,2021,True
29,2021-05-15,Sat,MLS,Regular Season,Home,W 1–0,Philadelphia,NY Red Bulls,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,10,24,41.7,15,2,80.0,52.1,13,92.3,64.5,7,1,14.3,0,11.5,Match Report,b3b21a11,W,2021,True
30,2021-05-23,Sun,MLS,Regular Season,Away,W 1–0,Philadelphia,D.C. United,Y,GK,90,6,0,6,100.0,1,0.9,0,0,0,0,15,30,50.0,28,3,67.9,50.0,13,84.6,66.4,13,0,0.0,1,13.9,Match Report,b3b21a11,W,2021,True
31,2021-05-30,Sun,MLS,Regular Season,Home,W 3–0,Philadelphia,Portland Timbers,Y,GK,90,4,0,4,100.0,1,1.2,0,0,0,0,6,13,46.2,16,5,62.5,45.8,4,75.0,58.8,8,0,0.0,0,11.0,Match Report,b3b21a11,W,2021,True
32,2021-06-20,Sun,MLS,Regular Season,Away,D 2–2,Philadelphia,Atlanta Utd,Y,GK,90,6,2,5,66.7,0,1.2,0,0,0,0,5,17,29.4,16,3,62.5,46.4,11,63.6,49.1,8,0,0.0,0,16.0,Match Report,b3b21a11,D,2021,True
33,2021-06-23,Wed,MLS,Regular Season,Home,W 1–0,Philadelphia,Columbus Crew,Y,GK,90,2,0,2,100.0,1,0.4,0,0,0,0,9,21,42.9,26,4,50.0,42.4,8,100.0,71.4,13,3,23.1,0,17.3,Match Report,b3b21a11,W,2021,True
34,2021-06-26,Sat,MLS,Regular Season,Away,D 3–3,Philadelphia,Chicago Fire,Y*,GK,90,5,3,3,40.0,0,1.8,0,0,0,0,12,25,48.0,32,10,40.6,39.8,12,100.0,61.6,7,1,14.3,1,14.9,Match Report,b3b21a11,D,2021,True
35,2021-07-03,Sat,MLS,Regular Season,Away,L 0–1,Philadelphia,Nashville,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,7,12,58.3,19,3,36.8,33.4,9,55.6,44.1,11,2,18.2,0,21.3,Match Report,b3b21a11,L,2021,True
36,2021-08-01,Sun,MLS,Regular Season,Home,D 1–1,Philadelphia,Chicago Fire,Y,GK,90,2,1,1,50.0,0,0.5,0,0,0,0,2,4,50.0,8,2,37.5,46.3,5,20.0,35.0,6,0,0.0,0,15.0,Match Report,b3b21a11,D,2021,True
37,2021-08-04,Wed,MLS,Regular Season,Home,W 3–0,Philadelphia,Toronto FC,Y,GK,90,0,0,0,,1,0.8,1,0,1,0,4,11,36.4,22,7,36.4,35.5,6,50.0,41.8,7,1,14.3,0,13.7,Match Report,b3b21a11,W,2021,True
38,2021-08-08,Sun,MLS,Regular Season,Away,L 1–2,Philadelphia,New England,Y*,GK,90,3,2,1,33.3,0,2.3,1,0,1,0,4,15,26.7,15,6,53.3,39.5,9,77.8,58.8,14,2,14.3,0,11.0,Match Report,b3b21a11,L,2021,True
39,2021-08-18,Wed,MLS,Regular Season,Home,W 1–0,Philadelphia,NYCFC,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,13,24,54.2,25,5,64.0,49.0,8,100.0,61.6,7,1,14.3,0,9.5,Match Report,b3b21a11,W,2021,True
40,2021-08-21,Sat,MLS,Regular Season,Home,D 1–1,Philadelphia,CF Montréal,Y*,GK,90,5,1,4,80.0,0,2.3,0,0,0,0,6,10,60.0,20,6,40.0,36.7,7,28.6,25.7,5,1,20.0,0,16.0,Match Report,b3b21a11,D,2021,False
41,2021-08-28,Sat,MLS,Regular Season,Away,L 1–3,Philadelphia,D.C. United,Y,GK,90,8,3,6,75.0,0,3.0,1,1,0,0,7,16,43.8,28,6,46.4,44.6,5,60.0,50.8,6,1,16.7,2,18.4,Match Report,b3b21a11,L,2021,False
42,2021-09-19,Sun,MLS,Regular Season,Home,W 3–1,Philadelphia,Orlando City,Y,GK,90,4,1,3,75.0,0,0.9,0,0,0,0,4,12,33.3,25,5,40.0,39.0,4,50.0,46.0,5,0,0.0,0,15.0,Match Report,b3b21a11,W,2021,False
43,2021-09-25,Sat,MLS,Regular Season,Home,W 1–0,Philadelphia,Atlanta Utd,Y*,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,2,16,12.5,25,4,48.0,37.6,5,80.0,61.8,7,1,14.3,0,9.7,Match Report,b3b21a11,W,2021,False
44,2021-09-29,Wed,MLS,Regular Season,Away,D 1–1,Philadelphia,NY Red Bulls,Y,GK,90,4,1,3,75.0,0,0.7,0,0,0,0,8,25,32.0,25,8,72.0,57.3,8,87.5,62.1,7,0,0.0,0,10.3,Match Report,b3b21a11,D,2021,False
45,2021-10-03,Sun,MLS,Regular Season,Home,W 3–0,Philadelphia,Columbus Crew,Y,GK,90,2,0,2,100.0,1,1.6,1,0,1,0,6,23,26.1,21,2,66.7,50.4,9,100.0,71.4,19,2,10.5,0,10.8,Match Report,b3b21a11,W,2021,False
46,2021-10-20,Wed,MLS,Regular Season,Away,L 2–3,Philadelphia,Minnesota Utd,Y,GK,90,4,3,1,25.0,0,2.1,0,0,0,0,1,4,25.0,14,6,7.1,23.6,11,27.3,31.0,10,0,0.0,0,15.7,Match Report,b3b21a11,L,2021,False
47,2021-10-23,Sat,MLS,Regular Season,Home,W 1–0,Philadelphia,Nashville,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,1,8,12.5,13,3,38.5,39.2,3,100.0,68.7,15,1,6.7,1,12.2,Match Report,b3b21a11,W,2021,False
48,2021-10-31,Sun,MLS,Regular Season,Home,W 2–0,Philadelphia,FC Cincinnati,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,6,13,46.2,18,4,44.4,36.9,5,100.0,62.4,2,0,0.0,0,13.0,Match Report,b3b21a11,W,2021,False
49,2021-11-07,Sun,MLS,Regular Season,Away,D 1–1,Philadelphia,NYCFC,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,6,16,37.5,17,4,47.1,42.2,8,100.0,65.6,4,0,0.0,0,14.4,Match Report,b3b21a11,D,2021,False
50,2021-11-20,Sat,MLS,First Round,Home,W 1–0,Philadelphia,NY Red Bulls,Y,GK,120,1,0,1,100.0,1,0.3,0,0,0,0,8,23,34.8,24,6,62.5,45.8,8,100.0,60.5,11,3,27.3,0,15.3,Match Report,b3b21a11,W,2021,False
51,2021-11-28,Sun,MLS,Conference Semifinals,Home,D 1 (2)–1 (0),Philadelphia,Nashville,Y,GK,120,3,1,2,66.7,0,1.2,0,0,0,0,3,12,25.0,18,4,27.8,31.9,7,100.0,60.4,9,2,22.2,0,6.5,Match Report,b3b21a11,D,2021,False
52,2021-04-18,Sun,MLS,Regular Season,Away,W 3–2,LA Galaxy,Inter Miami,Y,GK,90,8,2,7,87.5,0,3.0,1,1,0,0,3,5,60.0,26,7,3.8,22.5,8,50.0,34.4,7,0,0.0,0,12.0,Match Report,c3a86eea,W,2021,True
53,2021-04-25,Sun,MLS,Regular Season,Home,W 3–2,LA Galaxy,NY Red Bulls,Y,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,9,20,45.0,20,6,60.0,42.9,8,100.0,59.6,11,1,9.1,0,13.0,Match Report,c3a86eea,W,2021,True
54,2021-05-02,Sun,MLS,Regular Season,Away,L 0–3,LA Galaxy,Seattle,Y,GK,90,9,3,6,66.7,0,2.5,0,0,0,0,6,11,54.5,35,6,22.9,30.1,4,75.0,44.8,14,0,0.0,2,16.0,Match Report,c3a86eea,L,2021,True
55,2021-05-08,Sat,MLS,Regular Season,Home,W 2–1,LA Galaxy,Los Angeles FC,Y,GK,90,5,1,4,80.0,0,0.4,0,0,0,0,8,23,34.8,32,10,50.0,42.9,9,77.8,58.6,15,2,13.3,2,15.0,Match Report,c3a86eea,W,2021,True
56,2021-05-15,Sat,MLS,Regular Season,Home,W 2–0,LA Galaxy,Austin,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,12,19,63.2,29,7,44.8,32.3,14,42.9,34.4,14,0,0.0,0,11.1,Match Report,c3a86eea,W,2021,True
57,2021-05-22,Sat,MLS,Regular Season,Away,L 0–3,LA Galaxy,Portland Timbers,Y,GK,90,8,3,6,75.0,0,3.5,1,1,0,0,2,8,25.0,25,2,28.0,33.2,8,12.5,19.1,11,0,0.0,0,8.3,Match Report,c3a86eea,L,2021,True
58,2021-05-29,Sat,MLS,Regular Season,Home,W 1–0,LA Galaxy,San Jose,Y,GK,90,12,0,12,100.0,1,2.6,0,0,0,0,5,11,45.5,31,8,29.0,31.4,7,28.6,33.4,12,2,16.7,0,9.2,Match Report,c3a86eea,W,2021,True
59,2021-06-19,Sat,MLS,Regular Season,Home,L 1–2,LA Galaxy,Seattle,Y,GK,90,7,2,5,71.4,0,1.4,0,0,0,0,1,2,50.0,29,4,6.9,24.8,3,0.0,22.0,7,0,0.0,2,19.7,Match Report,c3a86eea,L,2021,True
60,2021-06-23,Wed,MLS,Regular Season,Away,W 2–1,LA Galaxy,Vancouver,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,4,10,40.0,33,5,24.2,32.4,8,25.0,30.8,9,0,0.0,0,8.0,Match Report,c3a86eea,W,2021,True
61,2021-06-26,Sat,MLS,Regular Season,Away,W 3–1,LA Galaxy,San Jose,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,7,13,53.8,30,3,20.0,29.5,8,87.5,58.9,16,1,6.3,0,14.0,Match Report,c3a86eea,W,2021,True
62,2021-07-04,Sun,MLS,Regular Season,Home,L 0–2,LA Galaxy,Sporting KC,Y,GK,90,6,2,4,66.7,0,1.0,0,0,0,0,5,15,33.3,39,3,35.9,32.2,3,33.3,47.3,5,0,0.0,0,15.0,Match Report,c3a86eea,L,2021,True
63,2021-07-07,Wed,MLS,Regular Season,Home,W 3–1,LA Galaxy,FC Dallas,Y,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,4,10,40.0,46,5,15.2,25.8,6,50.0,40.3,11,0,0.0,0,14.2,Match Report,c3a86eea,W,2021,True
64,2021-07-17,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,Vancouver,Y,GK,90,4,2,2,50.0,0,0.6,0,0,0,0,7,13,53.8,50,6,24.0,26.3,8,12.5,20.4,7,1,14.3,1,16.8,Match Report,c3a86eea,L,2021,True
65,2021-07-21,Wed,MLS,Regular Season,Away,D 2–2,LA Galaxy,Real Salt Lake,Y,GK,90,4,2,2,50.0,0,1.5,0,0,0,0,7,11,63.6,29,6,27.6,29.0,11,27.3,32.0,5,2,40.0,2,15.5,Match Report,c3a86eea,D,2021,True
66,2021-07-24,Sat,MLS,Regular Season,Away,L 0–4,LA Galaxy,FC Dallas,Y,GK,90,5,4,1,20.0,0,2.7,0,0,0,0,0,6,0.0,29,3,17.2,25.5,6,16.7,23.8,3,0,0.0,2,18.8,Match Report,c3a86eea,L,2021,True
67,2021-07-30,Fri,MLS,Regular Season,Home,W 4–1,LA Galaxy,Portland Timbers,Y,GK,90,4,1,3,75.0,0,1.0,0,0,0,0,8,12,66.7,29,7,31.0,31.8,6,50.0,35.7,6,0,0.0,1,18.6,Match Report,c3a86eea,W,2021,True
68,2021-08-04,Wed,MLS,Regular Season,Home,W 1–0,LA Galaxy,Real Salt Lake,Y,GK,90,4,0,4,100.0,1,0.1,0,0,0,0,4,12,33.3,35,4,22.9,29.5,10,40.0,33.2,9,0,0.0,1,11.3,Match Report,c3a86eea,W,2021,True
69,2021-08-08,Sun,MLS,Regular Season,Home,D 1–1,LA Galaxy,Vancouver,Y,GK,90,5,1,4,80.0,0,1.6,0,0,0,0,4,5,80.0,28,1,10.7,21.9,4,50.0,36.8,7,0,0.0,2,20.6,Match Report,c3a86eea,D,2021,True
70,2021-08-17,Tue,MLS,Regular Season,Home,L 1–2,LA Galaxy,Colorado Rapids,Y,GK,90,3,2,2,66.7,0,1.5,1,1,0,0,5,8,62.5,33,5,18.2,30.7,3,66.7,49.3,4,0,0.0,0,9.8,Match Report,c3a86eea,L,2021,True
71,2021-08-20,Fri,MLS,Regular Season,Home,L 1–2,LA Galaxy,San Jose,Y,GK,90,6,2,4,66.7,0,2.3,0,0,0,0,3,8,37.5,29,1,24.1,26.6,5,20.0,20.6,8,0,0.0,1,13.0,Match Report,c3a86eea,L,2021,True
72,2021-08-28,Sat,MLS,Regular Season,Away,D 3–3,LA Galaxy,Los Angeles FC,Y,GK,90,10,3,8,80.0,0,3.5,1,1,0,0,12,17,70.6,28,8,50.0,36.6,13,23.1,27.8,8,1,12.5,1,16.2,Match Report,c3a86eea,D,2021,False
73,2021-09-11,Sat,MLS,Regular Season,Away,D 1–1,LA Galaxy,Colorado Rapids,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,4,9,44.4,30,4,16.7,27.3,11,36.4,36.0,8,1,12.5,2,16.4,Match Report,c3a86eea,D,2021,False
74,2021-09-26,Sun,MLS,Regular Season,Away,L 0–2,LA Galaxy,Austin,Y,GK,90,5,2,3,60.0,0,1.5,0,0,0,0,3,4,75.0,17,4,11.8,21.5,6,33.3,31.0,3,1,33.3,0,7.2,Match Report,c3a86eea,L,2021,False
75,2021-09-29,Wed,MLS,Regular Season,Away,L 1–2,LA Galaxy,Real Salt Lake,Y,GK,90,4,2,2,50.0,0,1.0,0,0,0,0,3,6,50.0,23,2,17.4,30.6,6,33.3,28.5,9,1,11.1,1,22.7,Match Report,c3a86eea,L,2021,False
76,2021-10-03,Sun,MLS,Regular Season,Home,D 1–1,LA Galaxy,Los Angeles FC,Y,GK,90,7,1,5,85.7,0,1.7,0,0,0,0,8,12,66.7,34,7,20.6,30.7,7,71.4,43.9,10,1,10.0,3,18.4,Match Report,c3a86eea,D,2021,False
77,2021-10-16,Sat,MLS,Regular Season,Home,W 2–1,LA Galaxy,Portland Timbers,Y,GK,90,6,1,5,83.3,0,0.6,0,0,0,0,4,7,57.1,32,6,21.9,26.6,3,0.0,21.3,4,0,0.0,0,11.5,Match Report,c3a86eea,W,2021,False
78,2021-10-20,Wed,MLS,Regular Season,Away,W 3–0,LA Galaxy,Houston Dynamo,Y,GK,90,7,0,7,100.0,1,0.2,0,0,0,0,10,26,38.5,34,6,35.3,36.2,19,73.7,49.9,16,0,0.0,1,15.8,Match Report,c3a86eea,W,2021,False
79,2021-10-23,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,FC Dallas,Y,GK,90,8,2,6,75.0,0,1.7,0,0,0,0,1,2,50.0,31,9,6.5,23.9,2,0.0,8.0,5,0,0.0,0,14.6,Match Report,c3a86eea,D,2021,False
80,2021-10-27,Wed,MLS,Regular Season,Away,L 0–2,LA Galaxy,Sporting KC,Y,GK,90,2,2,0,0.0,0,0.5,0,0,0,0,7,10,70.0,31,6,16.1,25.4,10,50.0,40.0,8,1,12.5,1,20.7,Match Report,c3a86eea,L,2021,False
81,2021-11-01,Mon,MLS,Regular Season,Away,D 1–1,LA Galaxy,Seattle,Y,GK,90,2,1,1,100.0,0,1.2,1,1,0,0,5,11,45.5,26,6,23.1,29.7,8,62.5,47.4,10,1,10.0,2,12.7,Match Report,c3a86eea,D,2021,False
82,2021-11-07,Sun,MLS,Regular Season,Home,D 3–3,LA Galaxy,Minnesota Utd,Y,GK,90,3,3,1,0.0,0,1.7,1,0,0,1,3,5,60.0,29,3,6.9,19.4,9,33.3,31.7,6,0,0.0,0,11.0,Match Report,c3a86eea,D,2021,False
83,2021-04-17,Sat,MLS,Regular Season,Away,L 2–4,Toronto FC,CF Montréal,Y,GK,90,5,4,1,20.0,0,2.3,0,0,0,0,3,10,30.0,14,2,50.0,36.3,6,50.0,43.7,8,2,25.0,0,18.0,Match Report,aa28a396,L,2021,True
84,2021-04-24,Sat,MLS,Regular Season,Home,D 2–2,Toronto FC,Vancouver,Y,GK,90,5,2,4,80.0,0,2.8,1,1,0,0,4,10,40.0,15,4,33.3,31.6,9,55.6,39.6,9,0,0.0,0,17.0,Match Report,aa28a396,D,2021,True
85,2021-05-08,Sat,MLS,Regular Season,Away,L 0–2,Toronto FC,NY Red Bulls,Y,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,6,27,22.2,31,5,64.5,46.8,11,63.6,46.7,14,2,14.3,2,14.8,Match Report,aa28a396,L,2021,True
86,2021-05-12,Wed,MLS,Regular Season,Home,W 2–0,Toronto FC,Columbus Crew,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,6,15,40.0,26,1,46.2,38.9,12,25.0,27.6,9,0,0.0,3,14.8,Match Report,aa28a396,W,2021,True
87,2021-05-15,Sat,MLS,Regular Season,Away,D 1–1,Toronto FC,NYCFC,Y,GK,90,6,1,5,83.3,0,2.1,0,0,0,0,6,26,23.1,28,2,64.3,50.3,11,72.7,53.8,10,2,20.0,0,10.7,Match Report,aa28a396,D,2021,True
88,2021-05-22,Sat,MLS,Regular Season,Away,L 0–1,Toronto FC,Orlando City,Y,GK,90,5,1,4,80.0,0,1.6,0,0,0,0,5,12,41.7,28,9,32.1,28.3,6,50.0,45.2,6,2,33.3,1,15.7,Match Report,aa28a396,L,2021,True
89,2021-05-29,Sat,MLS,Regular Season,Away,L 1–2,Toronto FC,Columbus Crew,Y,GK,90,7,2,5,71.4,0,2.0,0,0,0,0,8,20,40.0,34,6,52.9,37.9,7,28.6,30.0,8,1,12.5,1,14.4,Match Report,aa28a396,L,2021,True
90,2021-06-26,Sat,MLS,Regular Season,Home,L 0–2,Toronto FC,FC Cincinnati,Y,GK,90,4,2,2,50.0,0,1.3,0,0,0,0,2,7,28.6,15,3,40.0,35.7,4,25.0,29.5,4,1,25.0,1,16.5,Match Report,aa28a396,L,2021,True
91,2021-07-03,Sat,MLS,Regular Season,Away,L 1–7,Toronto FC,D.C. United,Y,GK,90,9,7,3,22.2,0,3.9,0,0,0,0,2,25,8.0,20,4,70.0,50.4,14,78.6,63.8,11,1,9.1,1,16.3,Match Report,aa28a396,L,2021,True
92,2021-07-07,Wed,MLS,Regular Season,Away,W 3–2,Toronto FC,New England,Y,GK,90,5,2,3,60.0,0,2.0,0,0,0,0,13,34,38.2,25,0,84.0,57.9,15,86.7,59.6,20,0,0.0,0,9.6,Match Report,aa28a396,W,2021,True
93,2021-07-17,Sat,MLS,Regular Season,Home,D 1–1,Toronto FC,Orlando City,Y,GK,90,4,1,4,100.0,0,1.0,1,1,0,0,7,14,50.0,31,7,45.2,39.0,8,0.0,17.4,7,0,0.0,1,12.8,Match Report,aa28a396,D,2021,True
94,2021-07-21,Wed,MLS,Regular Season,Home,D 1–1,Toronto FC,NY Red Bulls,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,11,30,36.7,30,10,56.7,41.2,16,81.3,57.3,12,1,8.3,0,10.2,Match Report,aa28a396,D,2021,True
95,2021-07-24,Sat,MLS,Regular Season,Away,W 2–1,Toronto FC,Chicago Fire,Y,GK,90,14,1,13,92.9,0,4.0,0,0,0,0,10,29,34.5,29,9,62.1,48.8,17,64.7,46.6,22,0,0.0,0,10.5,Match Report,aa28a396,W,2021,True
