,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
18,2018-08-29,Wed,MLS,Regular Season,Home,W 2–0,Portland Timbers,Toronto FC,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,7,21,33.3,28,7,53.6,43.8,8,75.0,62.1,10,1,10.0,0,10.6,Match Report,4277b946,W,2018,False
19,2018-09-01,Sat,MLS,Regular Season,Away,D 1–1,Portland Timbers,New England,Y,GK,55,0,0,0,,0,0.0,0,0,0,0,6,24,25.0,17,3,82.4,53.4,10,100.0,70.2,10,1,10.0,1,19.0,Match Report,4277b946,D,2018,False
20,2018-09-29,Sat,MLS,Regular Season,Home,D 0–0,Portland Timbers,FC Dallas,Y,GK,87,1,0,1,100.0,1,0.2,0,0,0,0,13,20,65.0,20,4,65.0,50.8,8,87.5,55.3,10,2,20.0,0,10.5,Match Report,4277b946,D,2018,False
21,2018-10-28,Sun,MLS,Regular Season,Away,L 1–2,Portland Timbers,Vancouver,Y*,GK,90,5,2,3,60.0,0,1.6,0,0,0,0,6,14,42.9,22,9,40.9,37.9,8,62.5,53.8,11,1,9.1,1,14.9,Match Report,4277b946,L,2018,False
22,2018-10-31,Wed,MLS,Knockout round,Away,W 2–1,Portland Timbers,FC Dallas,Y,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,7,30,23.3,16,3,81.3,52.1,18,94.4,63.4,18,2,11.1,1,19.8,Match Report,4277b946,W,2018,False
23,2018-11-04,Sun,MLS,Conference Semifinals,Home,W 2–1,Portland Timbers,Seattle,Y,GK,90,4,1,3,75.0,0,1.4,0,0,0,0,6,18,33.3,22,5,68.2,50.5,3,100.0,70.7,15,0,0.0,0,12.4,Match Report,4277b946,W,2018,False
24,2018-11-08,Thu,MLS,Conference Semifinals,Away,W 2 (4)–3 (2),Portland Timbers,Seattle,Y,GK,120,5,3,3,60.0,0,1.7,1,1,0,0,12,27,44.4,26,7,76.9,51.3,7,100.0,62.9,27,1,3.7,0,9.4,Match Report,4277b946,W,2018,False
25,2018-11-25,Sun,MLS,Conference Finals,Home,D 0–0,Portland Timbers,Sporting KC,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,4,18,22.2,25,4,52.0,42.6,5,100.0,71.2,12,1,8.3,0,12.0,Match Report,4277b946,D,2018,False
26,2018-11-29,Thu,MLS,Conference Finals,Away,W 3–2,Portland Timbers,Sporting KC,Y,GK,90,8,2,6,75.0,0,3.0,0,0,0,0,7,29,24.1,23,4,78.3,54.4,13,84.6,58.0,19,2,10.5,0,10.0,Match Report,4277b946,W,2018,False
27,2018-12-08,Sat,MLS,MLS Cup 2018,Away,L 0–2,Portland Timbers,Atlanta Utd,Y,GK,90,4,2,2,50.0,0,1.8,0,0,0,0,5,19,26.3,27,7,44.4,38.6,9,77.8,59.9,13,1,7.7,1,15.8,Match Report,4277b946,L,2018,False
28,2018-03-03,Sat,MLS,Regular Season,Home,D 1–1,Orlando City,D.C. United,Y,GK,90,4,1,3,75.0,0,1.8,1,0,1,0,7,16,43.8,19,4,63.2,45.9,7,57.1,46.3,5,0,0.0,1,16.0,Match Report,c3e50b67,D,2018,True
29,2018-03-10,Sat,MLS,Regular Season,Home,L 1–2,Orlando City,Minnesota Utd,Y,GK,90,3,2,1,33.3,0,1.9,0,0,0,0,4,7,57.1,16,2,37.5,31.8,5,20.0,33.6,4,0,0.0,1,18.3,Match Report,c3e50b67,L,2018,True
30,2018-03-17,Sat,MLS,Regular Season,Away,L 0–2,Orlando City,NYCFC,Y,GK,90,2,2,0,0.0,0,0.7,0,0,0,0,4,24,16.7,26,2,80.8,55.7,7,42.9,44.7,12,2,16.7,1,16.7,Match Report,c3e50b67,L,2018,True
31,2018-03-31,Sat,MLS,Regular Season,Home,W 4–3,Orlando City,NY Red Bulls,Y,GK,90,4,3,1,25.0,0,1.2,0,0,0,0,5,16,31.3,24,1,50.0,42.7,6,66.7,49.0,9,0,0.0,0,18.0,Match Report,c3e50b67,W,2018,True
32,2018-04-08,Sun,MLS,Regular Season,Home,W 3–2,Orlando City,Portland Timbers,Y,GK,90,5,2,4,80.0,0,1.8,1,1,0,0,6,14,42.9,26,11,42.3,36.1,4,75.0,58.8,4,0,0.0,2,13.8,Match Report,c3e50b67,W,2018,True
33,2018-04-13,Fri,MLS,Regular Season,Away,W 2–0,Orlando City,Philadelphia,Y,GK,90,5,0,5,100.0,1,0.3,0,0,0,0,5,25,20.0,27,3,70.4,49.4,9,66.7,52.0,13,0,0.0,1,14.8,Match Report,c3e50b67,W,2018,True
34,2018-04-21,Sat,MLS,Regular Season,Home,W 3–2,Orlando City,San Jose,Y,GK,90,3,2,1,33.3,0,1.7,0,0,0,0,7,14,50.0,15,1,60.0,54.0,6,83.3,59.5,10,0,0.0,0,8.9,Match Report,c3e50b67,W,2018,True
35,2018-04-29,Sun,MLS,Regular Season,Away,W 2–1,Orlando City,Colorado Rapids,Y,GK,90,7,1,6,85.7,0,1.0,0,0,0,0,8,16,50.0,24,5,45.8,39.1,10,50.0,44.4,6,0,0.0,0,10.6,Match Report,c3e50b67,W,2018,True
36,2018-05-06,Sun,MLS,Regular Season,Home,W 3–1,Orlando City,Real Salt Lake,Y,GK,90,8,1,7,87.5,0,2.0,0,0,0,0,10,21,47.6,26,1,61.5,48.7,8,62.5,55.3,8,0,0.0,0,10.2,Match Report,c3e50b67,W,2018,True
37,2018-05-13,Sun,MLS,Regular Season,Home,L 1–2,Orlando City,Atlanta Utd,Y,GK,90,2,2,1,50.0,0,1.6,1,1,0,0,5,7,71.4,13,4,15.4,30.8,6,83.3,65.5,9,0,0.0,1,14.1,Match Report,c3e50b67,L,2018,True
38,2018-05-18,Fri,MLS,Regular Season,Away,L 1–2,Orlando City,Toronto FC,Y,GK,90,4,2,2,50.0,0,0.6,0,0,0,0,4,17,23.5,20,2,65.0,47.1,7,57.1,53.4,10,0,0.0,0,12.8,Match Report,c3e50b67,L,2018,True
39,2018-05-26,Sat,MLS,Regular Season,Home,L 1–2,Orlando City,Chicago Fire,Y,GK,90,4,2,2,50.0,0,1.0,0,0,0,0,2,3,66.7,24,9,8.3,27.1,3,33.3,36.3,8,2,25.0,2,13.4,Match Report,c3e50b67,L,2018,True
40,2018-06-02,Sat,MLS,Regular Season,Away,L 0–3,Orlando City,NYCFC,Y,GK,90,5,3,2,40.0,0,1.7,0,0,0,0,11,27,40.7,36,8,52.8,42.5,10,80.0,62.1,8,1,12.5,0,13.7,Match Report,c3e50b67,L,2018,True
41,2018-06-09,Sat,MLS,Regular Season,Away,L 2–5,Orlando City,Vancouver,Y,GK,90,8,5,4,50.0,0,4.5,1,1,0,0,1,9,11.1,15,6,33.3,39.1,7,57.1,53.1,11,1,9.1,0,10.9,Match Report,c3e50b67,L,2018,True
42,2018-06-13,Wed,MLS,Regular Season,Away,L 0–3,Orlando City,Montreal Impact,Y,GK,90,4,3,3,50.0,0,2.7,1,1,0,0,8,14,57.1,19,4,42.1,34.5,9,66.7,50.3,6,1,16.7,2,22.9,Match Report,c3e50b67,L,2018,True
43,2018-06-23,Sat,MLS,Regular Season,Home,L 0–2,Orlando City,Montreal Impact,Y,GK,90,6,2,5,66.7,0,2.0,0,0,0,0,0,5,0.0,14,4,21.4,30.2,4,50.0,48.8,4,0,0.0,0,11.8,Match Report,c3e50b67,L,2018,True
44,2018-06-30,Sat,MLS,Regular Season,Away,L 0–4,Orlando City,Atlanta Utd,Y,GK,90,6,4,2,33.3,0,2.1,0,0,0,0,5,20,25.0,20,6,60.0,52.6,9,88.9,63.4,5,0,0.0,0,11.7,Match Report,c3e50b67,L,2018,True
45,2018-07-07,Sat,MLS,Regular Season,Away,L 1–4,Orlando City,Los Angeles FC,Y,GK,90,12,4,8,66.7,0,3.4,0,0,0,0,4,17,23.5,23,5,47.8,42.5,9,66.7,54.2,6,0,0.0,1,11.8,Match Report,c3e50b67,L,2018,True
46,2018-07-21,Sat,MLS,Regular Season,Away,L 2–3,Orlando City,Columbus Crew,N,GK,59,5,3,3,60.0,0,3.1,1,1,0,0,1,16,6.3,15,4,60.0,50.1,10,70.0,52.9,14,1,7.1,1,32.0,Match Report,c3e50b67,L,2018,True
47,2018-08-12,Sun,MLS,Regular Season,Away,L 2–3,Orlando City,D.C. United,Y,GK,90,6,3,3,50.0,0,2.6,0,0,0,0,5,17,29.4,18,4,27.8,36.8,15,80.0,55.5,14,0,0.0,0,9.3,Match Report,c3e50b67,L,2018,False
48,2018-08-24,Fri,MLS,Regular Season,Home,L 1–2,Orlando City,Atlanta Utd,Y,GK,90,9,2,7,77.8,0,2.6,0,0,0,0,1,4,25.0,9,2,33.3,32.9,3,33.3,37.3,8,0,0.0,0,12.8,Match Report,c3e50b67,L,2018,False
49,2018-09-01,Sat,MLS,Regular Season,Home,D 2–2,Orlando City,Philadelphia,Y,GK,90,6,2,4,66.7,0,1.7,0,0,0,0,6,11,54.5,28,6,25.0,33.5,18,22.2,34.1,11,1,9.1,1,11.2,Match Report,c3e50b67,D,2018,False
50,2018-09-08,Sat,MLS,Regular Season,Away,L 0–1,Orlando City,Sporting KC,Y,GK,90,4,1,3,75.0,0,0.8,0,0,0,0,6,17,35.3,20,6,35.0,32.8,12,83.3,58.7,15,1,6.7,1,12.4,Match Report,c3e50b67,L,2018,False
51,2018-09-16,Sun,MLS,Regular Season,Away,L 0–4,Orlando City,Chicago Fire,Y,GK,90,5,4,1,20.0,0,2.9,0,0,0,0,7,11,63.6,13,6,38.5,38.8,10,60.0,50.4,10,2,20.0,0,17.2,Match Report,c3e50b67,L,2018,False
52,2018-10-06,Sat,MLS,Regular Season,Away,L 0–2,Orlando City,FC Dallas,Y,GK,90,4,2,2,50.0,0,1.3,0,0,0,0,11,19,57.9,16,2,62.5,44.1,11,81.8,57.8,5,0,0.0,1,13.4,Match Report,c3e50b67,L,2018,False
53,2018-03-04,Sun,MLS,Regular Season,Home,W 2–1,LA Galaxy,Portland Timbers,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,8,28,28.6,28,1,67.9,45.9,10,90.0,63.1,14,1,7.1,1,9.3,Match Report,7fd42a85,W,2018,True
54,2018-03-11,Sun,MLS,Regular Season,Away,L 1–2,LA Galaxy,NYCFC,Y,GK,90,7,2,5,71.4,0,2.4,0,0,0,0,8,25,32.0,21,3,66.7,48.9,15,73.3,60.3,5,1,20.0,1,14.4,Match Report,7fd42a85,L,2018,True
55,2018-03-24,Sat,MLS,Regular Season,Away,D 0–0,LA Galaxy,Vancouver,Y,GK,90,2,0,2,100.0,1,0.3,0,0,0,0,9,21,42.9,21,8,52.4,41.4,10,100.0,66.4,18,3,16.7,1,10.0,Match Report,7fd42a85,D,2018,True
56,2018-03-31,Sat,MLS,Regular Season,Home,W 4–3,LA Galaxy,Los Angeles FC,Y,GK,90,5,3,3,40.0,0,1.5,0,0,0,0,7,15,46.7,26,5,50.0,38.2,5,40.0,46.0,3,0,0.0,0,8.2,Match Report,7fd42a85,W,2018,True
57,2018-04-08,Sun,MLS,Regular Season,Home,L 0–2,LA Galaxy,Sporting KC,Y,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,8,15,53.3,23,5,39.1,35.5,8,75.0,53.1,5,0,0.0,0,13.3,Match Report,7fd42a85,L,2018,True
58,2018-04-14,Sat,MLS,Regular Season,Away,W 1–0,LA Galaxy,Chicago Fire,Y,GK,90,3,0,3,100.0,1,0.3,0,0,0,0,8,23,34.8,22,5,63.6,45.4,12,75.0,50.1,13,2,15.4,0,12.7,Match Report,7fd42a85,W,2018,True
59,2018-04-21,Sat,MLS,Regular Season,Home,L 0–2,LA Galaxy,Atlanta Utd,Y,GK,90,5,2,4,80.0,0,3.6,2,1,0,1,6,14,42.9,19,3,47.4,39.1,8,62.5,55.9,11,2,18.2,2,18.0,Match Report,7fd42a85,L,2018,True
60,2018-04-28,Sat,MLS,Regular Season,Home,L 2–3,LA Galaxy,NY Red Bulls,Y,GK,90,4,3,2,50.0,0,3.5,1,1,0,0,12,21,57.1,33,5,51.5,43.1,5,80.0,56.4,2,0,0.0,2,21.4,Match Report,7fd42a85,L,2018,True
61,2018-05-05,Sat,MLS,Regular Season,Away,L 2–3,LA Galaxy,Houston Dynamo,Y,GK,90,8,3,5,62.5,0,2.5,0,0,0,0,9,15,60.0,22,3,50.0,42.4,7,57.1,52.3,4,0,0.0,0,,Match Report,7fd42a85,L,2018,True
62,2018-05-12,Sat,MLS,Regular Season,Away,L 2–3,LA Galaxy,FC Dallas,Y,GK,90,4,3,1,25.0,0,1.1,0,0,0,0,4,10,40.0,18,6,44.4,39.4,3,66.7,52.0,3,0,0.0,0,13.3,Match Report,7fd42a85,L,2018,True
63,2018-05-21,Mon,MLS,Regular Season,Away,W 1–0,LA Galaxy,Montreal Impact,Y,GK,90,5,0,5,100.0,1,1.4,0,0,0,0,14,29,48.3,18,1,72.2,51.1,16,100.0,65.1,15,0,0.0,0,9.7,Match Report,7fd42a85,W,2018,True
64,2018-05-25,Fri,MLS,Regular Season,Home,W 1–0,LA Galaxy,San Jose,Y,GK,90,1,0,1,100.0,1,0.2,0,0,0,0,8,16,50.0,21,3,52.4,45.0,5,100.0,69.6,0,0,,0,15.0,Match Report,7fd42a85,W,2018,True
65,2018-05-30,Wed,MLS,Regular Season,Home,L 2–3,LA Galaxy,FC Dallas,Y,GK,90,8,3,5,62.5,0,3.0,0,0,0,0,6,9,66.7,16,5,43.8,37.1,3,66.7,63.7,2,0,0.0,1,18.4,Match Report,7fd42a85,L,2018,True
66,2018-06-02,Sat,MLS,Regular Season,Away,D 1–1,LA Galaxy,Portland Timbers,Y,GK,90,8,1,8,100.0,0,2.7,1,1,0,0,7,20,35.0,24,6,66.7,53.1,4,100.0,70.0,6,0,0.0,0,9.9,Match Report,7fd42a85,D,2018,True
67,2018-06-09,Sat,MLS,Regular Season,Home,W 3–0,LA Galaxy,Real Salt Lake,Y,GK,90,3,0,3,100.0,1,0.4,0,0,0,0,12,20,60.0,28,2,46.4,42.9,7,100.0,66.6,4,0,0.0,0,20.0,Match Report,7fd42a85,W,2018,True
68,2018-06-30,Sat,MLS,Regular Season,Away,D 3–3,LA Galaxy,San Jose,Y,GK,90,4,3,2,50.0,0,1.8,2,1,1,0,11,34,32.4,31,2,90.3,63.8,6,100.0,71.2,15,2,13.3,1,12.7,Match Report,7fd42a85,D,2018,True
69,2018-07-04,Wed,MLS,Regular Season,Home,D 2–2,LA Galaxy,D.C. United,Y,GK,90,4,2,2,50.0,0,1.2,0,0,0,0,11,24,45.8,30,2,66.7,47.0,5,80.0,60.6,5,0,0.0,0,11.8,Match Report,7fd42a85,D,2018,True
70,2018-07-07,Sat,MLS,Regular Season,Home,W 4–0,LA Galaxy,Columbus Crew,Y,GK,90,5,0,5,100.0,1,0.9,0,0,0,0,14,38,36.8,25,1,96.0,62.0,15,93.3,72.0,8,0,0.0,1,15.0,Match Report,7fd42a85,W,2018,True
71,2018-07-14,Sat,MLS,Regular Season,Away,W 3–2,LA Galaxy,New England,Y,GK,90,6,2,4,66.7,0,1.6,0,0,0,0,10,21,47.6,29,5,51.7,42.6,10,60.0,47.6,8,0,0.0,2,18.4,Match Report,7fd42a85,W,2018,True
72,2018-07-21,Sat,MLS,Regular Season,Away,W 3–1,LA Galaxy,Philadelphia,Y,GK,90,8,1,7,87.5,0,3.4,0,0,0,0,15,27,55.6,31,6,58.1,44.2,9,100.0,66.0,10,0,0.0,0,14.0,Match Report,7fd42a85,W,2018,True
73,2018-07-26,Thu,MLS,Regular Season,Away,D 2–2,LA Galaxy,Los Angeles FC,Y,GK,90,6,2,4,66.7,0,1.2,0,0,0,0,10,30,33.3,26,3,76.9,50.0,12,83.3,65.9,8,1,12.5,1,17.8,Match Report,7fd42a85,D,2018,True
74,2018-07-29,Sun,MLS,Regular Season,Home,W 4–3,LA Galaxy,Orlando City,Y,GK,90,5,3,3,40.0,0,1.2,0,0,0,0,13,24,54.2,23,3,60.9,45.7,11,90.9,64.9,9,2,22.2,0,12.3,Match Report,7fd42a85,W,2018,True
75,2018-08-04,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,Colorado Rapids,Y,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,11,36,30.6,37,2,70.3,52.6,10,100.0,73.4,8,0,0.0,2,15.3,Match Report,7fd42a85,L,2018,False
76,2018-08-11,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,Minnesota Utd,Y,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,13,28,46.4,28,2,78.6,51.1,6,100.0,66.7,6,1,16.7,1,22.3,Match Report,7fd42a85,D,2018,False
77,2018-08-14,Tue,MLS,Regular Season,Home,D 2–2,LA Galaxy,Colorado Rapids,Y,GK,90,4,2,2,50.0,0,1.0,0,0,0,0,15,29,51.7,36,3,61.1,47.4,7,100.0,67.7,2,0,0.0,2,13.3,Match Report,7fd42a85,D,2018,False
78,2018-08-18,Sat,MLS,Regular Season,Away,L 0–5,LA Galaxy,Seattle,Y,GK,90,6,5,2,16.7,0,3.5,0,0,0,0,11,27,40.7,28,3,71.4,48.7,8,87.5,60.4,6,0,0.0,0,9.4,Match Report,7fd42a85,L,2018,False
79,2018-08-24,Fri,MLS,Regular Season,Home,D 1–1,LA Galaxy,Los Angeles FC,Y,GK,90,6,1,6,100.0,0,1.2,1,1,0,0,5,20,25.0,17,0,64.7,46.8,10,90.0,63.0,6,0,0.0,1,18.8,Match Report,7fd42a85,D,2018,False
80,2018-09-01,Sat,MLS,Regular Season,Away,L 2–6,LA Galaxy,Real Salt Lake,Y,GK,90,11,6,5,45.5,0,3.8,0,0,0,0,11,25,44.0,29,4,62.1,49.2,8,87.5,66.4,7,0,0.0,0,12.0,Match Report,7fd42a85,L,2018,False
81,2018-09-15,Sat,MLS,Regular Season,Away,L 3–5,LA Galaxy,Toronto FC,Y,GK,90,8,5,3,37.5,0,3.0,0,0,0,0,11,18,61.1,24,3,54.2,40.9,5,100.0,63.8,4,0,0.0,0,13.3,Match Report,7fd42a85,L,2018,False
82,2018-09-23,Sun,MLS,Regular Season,Home,W 3–0,LA Galaxy,Seattle,Y,GK,90,1,0,1,100.0,1,0.3,0,0,0,0,8,21,38.1,17,2,47.1,39.8,15,86.7,61.2,11,1,9.1,0,15.3,Match Report,7fd42a85,W,2018,False
83,2018-09-29,Sat,MLS,Regular Season,Home,W 3–0,LA Galaxy,Vancouver,Y,GK,90,4,0,4,100.0,1,0.7,0,0,0,0,7,22,31.8,28,3,57.1,48.5,7,85.7,64.3,15,1,6.7,0,7.8,Match Report,7fd42a85,W,2018,False
84,2018-10-06,Sat,MLS,Regular Season,Away,D 1–1,LA Galaxy,Sporting KC,Y,GK,90,8,1,7,87.5,0,2.1,0,0,0,0,13,28,46.4,21,3,66.7,49.8,15,93.3,63.8,15,2,13.3,1,13.3,Match Report,7fd42a85,D,2018,False
85,2018-10-21,Sun,MLS,Regular Season,Away,W 3–1,LA Galaxy,Minnesota Utd,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,8,17,47.1,23,0,52.2,41.1,8,62.5,51.9,15,0,0.0,1,19.3,Match Report,7fd42a85,W,2018,False
86,2018-10-28,Sun,MLS,Regular Season,Home,L 2–3,LA Galaxy,Houston Dynamo,Y,GK,90,3,3,1,33.3,0,2.7,1,1,0,0,6,15,40.0,25,3,32.0,37.1,8,87.5,60.5,10,1,10.0,2,16.8,Match Report,7fd42a85,L,2018,False
87,2018-03-03,Sat,MLS,Regular Season,Home,W 2–0,Philadelphia,New England,Y,GK,90,3,0,3,100.0,1,0.8,0,0,0,0,3,8,37.5,15,3,40.0,37.4,4,50.0,37.5,4,1,25.0,0,14.3,Match Report,b3b21a11,W,2018,True
88,2018-03-17,Sat,MLS,Regular Season,Home,D 0–0,Philadelphia,Columbus Crew,Y,GK,90,3,0,3,100.0,1,0.4,0,0,0,0,6,9,66.7,24,7,29.2,31.6,3,66.7,46.3,9,0,0.0,0,10.3,Match Report,b3b21a11,D,2018,True
89,2018-03-31,Sat,MLS,Regular Season,Away,L 0–3,Philadelphia,Colorado Rapids,Y,GK,90,5,3,2,40.0,0,1.7,0,0,0,0,5,10,50.0,21,3,38.1,35.9,6,33.3,46.3,8,1,12.5,1,32.5,Match Report,b3b21a11,L,2018,True
90,2018-04-07,Sat,MLS,Regular Season,Home,D 1–1,Philadelphia,San Jose,Y,GK,90,5,1,4,80.0,0,1.0,0,0,0,0,9,13,69.2,25,9,48.0,37.4,6,16.7,23.0,7,1,14.3,1,17.9,Match Report,b3b21a11,D,2018,True
91,2018-04-13,Fri,MLS,Regular Season,Home,L 0–2,Philadelphia,Orlando City,Y,GK,90,2,2,0,0.0,0,1.0,0,0,0,0,4,4,100.0,18,4,22.2,27.4,2,0.0,29.0,8,0,0.0,2,22.0,Match Report,b3b21a11,L,2018,True
92,2018-04-21,Sat,MLS,Regular Season,Away,L 0–2,Philadelphia,FC Dallas,Y,GK,90,10,2,9,90.0,0,3.8,1,1,0,0,7,19,36.8,35,9,40.0,39.4,9,55.6,50.8,7,0,0.0,1,13.9,Match Report,b3b21a11,L,2018,True
93,2018-04-28,Sat,MLS,Regular Season,Home,W 3–2,Philadelphia,D.C. United,Y,GK,90,3,2,1,33.3,0,1.0,0,0,0,0,8,13,61.5,24,4,33.3,34.5,5,100.0,57.2,5,0,0.0,0,9.5,Match Report,b3b21a11,W,2018,True
94,2018-05-04,Fri,MLS,Regular Season,Away,L 0–3,Philadelphia,Toronto FC,Y,GK,90,8,3,5,62.5,0,2.0,0,0,0,0,9,19,47.4,20,7,65.0,43.6,8,75.0,53.6,14,0,0.0,0,6.8,Match Report,b3b21a11,L,2018,True
95,2018-05-09,Wed,MLS,Regular Season,Away,L 0–1,Philadelphia,Columbus Crew,Y,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,11,23,47.8,31,9,41.9,38.5,14,71.4,51.8,11,2,18.2,1,14.0,Match Report,b3b21a11,L,2018,True
