,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report,fbref_ID,SoTA,GA,Saves,Save%,CS,PKA,PKsv,PKm,Win_Loss_Draw,Season,Before_All_Star
1870,2017-05-14,Sun,MLS,Regular Season,Away,D 1–1,NYCFC,FC Dallas,Y,CB,90,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,,,Match Report,ca366055,,,,,,,,,D,2017,False
1871,2017-05-21,Sun,MLS,Regular Season,Away,W 3–0,NYCFC,Orlando City,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,Match Report,ca366055,,,,,,,,,W,2017,False
1872,2017-05-28,Sun,MLS,Regular Season,Away,L 1–3,NYCFC,Atlanta Utd,Y,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,,,Match Report,ca366055,,,,,,,,,L,2017,False
1873,2017-05-31,Wed,MLS,Regular Season,Home,D 2–2,NYCFC,New England,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,Match Report,ca366055,,,,,,,,,D,2017,False
1874,2017-06-03,Sat,MLS,Regular Season,Home,W 2–1,NYCFC,Philadelphia,Y,CB,90,1,0,0,0,1,1,0,0,0,1,0,0,1,3,0,,,Match Report,ca366055,,,,,,,,,W,2017,False
1875,2017-06-17,Sat,MLS,Regular Season,Home,W 2–1,NYCFC,Seattle,Y,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,Match Report,ca366055,,,,,,,,,W,2017,False
1876,2017-06-24,Sat,MLS,Regular Season,Away,W 2–0,NYCFC,NY Red Bulls,Y,CB,90,0,0,0,0,0,0,1,0,3,1,0,0,1,5,0,,,Match Report,ca366055,,,,,,,,,W,2017,False
1877,2017-06-29,Thu,MLS,Regular Season,Home,W 3–1,NYCFC,Minnesota Utd,Y,CB,90,0,0,0,0,3,0,0,0,3,1,0,1,0,1,0,,,Match Report,ca366055,,,,,,,,,W,2017,False
1878,2017-07-05,Wed,MLS,Regular Season,Away,L 2–3,NYCFC,Vancouver,Y,CB,90,1,0,0,0,1,1,0,0,1,1,0,1,2,3,0,,,Match Report,ca366055,,,,,,,,,L,2017,False
1879,2017-07-19,Wed,MLS,Regular Season,Home,D 2–2,NYCFC,Toronto FC,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,Match Report,ca366055,,,,,,,,,D,2017,False
1880,2017-04-21,Fri,MLS,Regular Season,Home,W 3–1,Toronto FC,Chicago Fire,N,,25,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1881,2017-05-06,Sat,MLS,Regular Season,Away,W 1–0,Toronto FC,Seattle,Y,FW,64,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1882,2017-05-10,Wed,MLS,Regular Season,Away,W 2–1,Toronto FC,Columbus Crew,Y,CM,77,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1883,2017-06-03,Sat,MLS,Regular Season,Away,L 0–3,Toronto FC,New England,N,,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,Match Report,3bb4d381,,,,,,,,,L,2017,False
1884,2017-06-23,Fri,MLS,Regular Season,Home,W 2–0,Toronto FC,New England,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1885,2017-07-01,Sat,MLS,Regular Season,Away,L 1–3,Toronto FC,FC Dallas,N,,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report,3bb4d381,,,,,,,,,L,2017,False
1886,2017-07-05,Wed,MLS,Regular Season,Away,W 3–1,Toronto FC,Orlando City,N,,29,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1887,2017-07-19,Wed,MLS,Regular Season,Away,D 2–2,Toronto FC,NYCFC,N,,52,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,,,Match Report,3bb4d381,,,,,,,,,D,2017,False
1888,2017-07-22,Sat,MLS,Regular Season,Home,D 1–1,Toronto FC,Colorado Rapids,Y,RM,72,1,0,0,0,2,1,0,0,1,1,0,0,3,2,0,,,Match Report,3bb4d381,,,,,,,,,D,2017,False
1889,2017-07-30,Sun,MLS,Regular Season,Home,W 4–0,Toronto FC,NYCFC,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1890,2017-08-23,Wed,MLS,Regular Season,Home,W 3–0,Toronto FC,Philadelphia,N,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,3bb4d381,,,,,,,,,W,2017,False
1891,2017-09-23,Sat,MLS,Regular Season,Away,L 1–2,Toronto FC,New England,N,,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,Match Report,3bb4d381,,,,,,,,,L,2017,False
1892,2017-03-03,Fri,MLS,Regular Season,Home,W 5–1,Portland Timbers,Minnesota Utd,Y,DM,90,0,0,0,0,0,0,1,0,2,0,0,1,0,3,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1893,2017-03-12,Sun,MLS,Regular Season,Away,W 1–0,Portland Timbers,LA Galaxy,Y,DM,90,1,0,0,0,2,2,0,0,2,2,0,0,1,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1894,2017-03-18,Sat,MLS,Regular Season,Home,W 4–2,Portland Timbers,Houston Dynamo,Y,DM,90,0,0,0,0,1,0,1,0,1,1,0,0,2,3,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1895,2017-03-25,Sat,MLS,Regular Season,Away,L 2–3,Portland Timbers,Columbus Crew,Y,DM,90,0,0,0,0,0,0,1,0,3,2,0,0,3,1,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1896,2017-04-02,Sun,MLS,Regular Season,Home,D 1–1,Portland Timbers,New England,Y,DM,90,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1897,2017-04-08,Sat,MLS,Regular Season,Away,W 3–1,Portland Timbers,Philadelphia,Y,DM,90,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1898,2017-04-15,Sat,MLS,Regular Season,Home,L 0–1,Portland Timbers,Sporting KC,Y,DM,90,0,0,0,0,0,0,0,0,5,3,0,1,1,2,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1899,2017-04-22,Sat,MLS,Regular Season,Home,W 2–1,Portland Timbers,Vancouver,Y,DM,90,0,0,0,0,0,0,0,0,3,4,0,0,2,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1900,2017-04-29,Sat,MLS,Regular Season,Away,D 2–2,Portland Timbers,FC Dallas,Y,DM,90,0,0,0,0,0,0,0,0,2,1,0,0,5,1,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1901,2017-05-06,Sat,MLS,Regular Season,Away,L 0–3,Portland Timbers,San Jose,Y,DM,90,0,0,0,0,0,0,0,0,4,0,0,2,6,1,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1902,2017-05-14,Sun,MLS,Regular Season,Home,D 1–1,Portland Timbers,Atlanta Utd,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1903,2017-05-20,Sat,MLS,Regular Season,Away,L 1–4,Portland Timbers,Montreal Impact,Y,DM,17,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1904,2017-06-02,Fri,MLS,Regular Season,Home,W 2–0,Portland Timbers,San Jose,Y,DM,90,0,0,0,0,0,0,1,0,1,1,0,0,5,4,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1905,2017-06-10,Sat,MLS,Regular Season,Home,W 2–0,Portland Timbers,FC Dallas,Y,DM,90,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1906,2017-06-17,Sat,MLS,Regular Season,Away,L 1–2,Portland Timbers,Colorado Rapids,Y,DM,90,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1907,2017-06-21,Wed,MLS,Regular Season,Away,L 2–3,Portland Timbers,Minnesota Utd,Y,DM,81,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1908,2017-06-25,Sun,MLS,Regular Season,Home,D 2–2,Portland Timbers,Seattle,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1909,2017-07-23,Sun,MLS,Regular Season,Away,W 2–1,Portland Timbers,Vancouver,Y,DM,90,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1910,2017-07-29,Sat,MLS,Regular Season,Away,D 2–2,Portland Timbers,Houston Dynamo,Y,DM,90,0,0,0,0,0,0,1,0,3,1,0,0,2,1,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1911,2017-08-06,Sun,MLS,Regular Season,Home,W 3–1,Portland Timbers,LA Galaxy,Y,DM,90,0,0,0,0,0,0,0,0,3,1,0,0,4,3,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1912,2017-08-12,Sat,MLS,Regular Season,Away,L 1–4,Portland Timbers,Toronto FC,Y,DM,90,0,0,0,0,0,0,0,0,3,3,0,0,2,1,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1913,2017-08-18,Fri,MLS,Regular Season,Home,W 2–0,Portland Timbers,NY Red Bulls,Y,DM,90,0,1,0,0,1,0,0,0,1,2,0,1,5,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1914,2017-08-23,Wed,MLS,Regular Season,Home,W 2–1,Portland Timbers,Colorado Rapids,Y,DM,90,0,0,0,0,0,0,1,0,1,2,0,0,1,3,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1915,2017-08-27,Sun,MLS,Regular Season,Away,D 1–1,Portland Timbers,Seattle,Y,DM,90,0,0,0,0,0,0,0,0,2,3,0,1,3,1,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1916,2017-09-09,Sat,MLS,Regular Season,Away,W 1–0,Portland Timbers,NYCFC,Y,DM,90,0,0,0,0,1,0,1,0,3,2,0,0,3,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1917,2017-09-24,Sun,MLS,Regular Season,Home,W 3–0,Portland Timbers,Orlando City,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1918,2017-09-30,Sat,MLS,Regular Season,Away,L 1–2,Portland Timbers,San Jose,Y,DM,90,0,0,0,0,0,0,0,0,2,3,0,1,4,0,0,,,Match Report,6260cc9d,,,,,,,,,L,2017,False
1919,2017-10-15,Sun,MLS,Regular Season,Home,W 4–0,Portland Timbers,D.C. United,Y,DM,90,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1920,2017-10-22,Sun,MLS,Regular Season,Home,W 2–1,Portland Timbers,Vancouver,Y,DM,90,0,0,0,0,0,0,1,0,3,1,0,0,3,2,0,,,Match Report,6260cc9d,,,,,,,,,W,2017,False
1921,2017-10-30,Mon,MLS,Conference Semifinals,Away,D 0–0,Portland Timbers,Houston Dynamo,Y,DM,45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Match Report,6260cc9d,,,,,,,,,D,2017,False
1922,2017-04-15,Sat,MLS,Regular Season,Away,L 1–2,Toronto FC,Columbus Crew,N,,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report,683e9dbc,,,,,,,,,L,2017,False
1923,2017-04-21,Fri,MLS,Regular Season,Home,W 3–1,Toronto FC,Chicago Fire,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1924,2017-05-06,Sat,MLS,Regular Season,Away,W 1–0,Toronto FC,Seattle,Y,CM,90,0,0,0,0,2,1,0,0,1,3,0,1,5,3,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1925,2017-05-10,Wed,MLS,Regular Season,Away,W 2–1,Toronto FC,Columbus Crew,N,,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1926,2017-05-13,Sat,MLS,Regular Season,Home,W 3–2,Toronto FC,Minnesota Utd,Y,CM,90,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1927,2017-05-19,Fri,MLS,Regular Season,Away,D 1–1,Toronto FC,NY Red Bulls,N,,30,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,,,Match Report,683e9dbc,,,,,,,,,D,2017,False
1928,2017-06-03,Sat,MLS,Regular Season,Away,L 0–3,Toronto FC,New England,Y*,CM,90,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,,,Match Report,683e9dbc,,,,,,,,,L,2017,False
1929,2017-06-23,Fri,MLS,Regular Season,Home,W 2–0,Toronto FC,New England,Y*,CM,90,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1930,2017-07-05,Wed,MLS,Regular Season,Away,W 3–1,Toronto FC,Orlando City,Y,CM,44,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1931,2017-07-19,Wed,MLS,Regular Season,Away,D 2–2,Toronto FC,NYCFC,Y*,CM,90,0,0,0,0,1,0,0,0,1,4,0,2,0,2,0,,,Match Report,683e9dbc,,,,,,,,,D,2017,False
1932,2017-07-22,Sat,MLS,Regular Season,Home,D 1–1,Toronto FC,Colorado Rapids,Y*,CM,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,683e9dbc,,,,,,,,,D,2017,False
1933,2017-09-30,Sat,MLS,Regular Season,Home,W 4–2,Toronto FC,NY Red Bulls,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1934,2017-10-15,Sun,MLS,Regular Season,Home,W 1–0,Toronto FC,Montreal Impact,N,,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1935,2017-12-09,Sat,MLS,MLS Cup 2017,Home,W 2–0,Toronto FC,Seattle,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,683e9dbc,,,,,,,,,W,2017,False
1936,2017-05-13,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Columbus Crew,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,Match Report,d9f55da5,,,,,,,,,L,2017,False
1937,2017-07-19,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Philadelphia,N,,15,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,Match Report,d9f55da5,,,,,,,,,W,2017,False
1938,2017-08-16,Wed,MLS,Regular Season,Home,W 3–0,Montreal Impact,Chicago Fire,N,,16,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,Match Report,d9f55da5,,,,,,,,,W,2017,False
1939,2017-09-16,Sat,MLS,Regular Season,Home,L 0–4,LA Galaxy,Toronto FC,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,,,Match Report,2ce3dc98,,,,,,,,,L,2017,False
1940,2017-09-20,Wed,MLS,Regular Season,Away,L 0–4,LA Galaxy,Atlanta Utd,Y,CB,90,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,,,Match Report,2ce3dc98,,,,,,,,,L,2017,False
1941,2017-09-24,Sun,MLS,Regular Season,Away,L 1–2,LA Galaxy,Sporting KC,Y,CB,90,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,,Match Report,2ce3dc98,,,,,,,,,L,2017,False
1942,2017-09-30,Sat,MLS,Regular Season,Home,D 1–1,LA Galaxy,Real Salt Lake,Y,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,Match Report,2ce3dc98,,,,,,,,,D,2017,False
1943,2017-10-15,Sun,MLS,Regular Season,Home,W 3–0,LA Galaxy,Minnesota Utd,Y,CB,90,0,0,0,0,0,0,1,0,1,1,0,0,4,6,0,,,Match Report,2ce3dc98,,,,,,,,,W,2017,False
1944,2017-10-22,Sun,MLS,Regular Season,Away,L 1–5,LA Galaxy,FC Dallas,Y,CB,90,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,,,Match Report,2ce3dc98,,,,,,,,,L,2017,False
1945,2017-03-04,Sat,MLS,Regular Season,Away,L 0–1,Montreal Impact,San Jose,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1946,2017-03-11,Sat,MLS,Regular Season,Home,D 2–2,Montreal Impact,Seattle,Y,CB,90,0,0,0,0,0,0,1,0,2,0,0,1,2,4,0,,,Match Report,5113d9a7,,,,,,,,,D,2017,False
1947,2017-03-18,Sat,MLS,Regular Season,Away,D 1–1,Montreal Impact,NYCFC,Y,CB,90,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,,,Match Report,5113d9a7,,,,,,,,,D,2017,False
1948,2017-04-07,Fri,MLS,Regular Season,Away,L 0–2,Montreal Impact,LA Galaxy,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1949,2017-04-15,Sat,MLS,Regular Season,Home,W 2–1,Montreal Impact,Atlanta Utd,Y,CB,90,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1950,2017-04-22,Sat,MLS,Regular Season,Away,D 3–3,Montreal Impact,Philadelphia,Y,CB,90,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,,,Match Report,5113d9a7,,,,,,,,,D,2017,False
1951,2017-04-29,Sat,MLS,Regular Season,Home,L 1–2,Montreal Impact,Vancouver,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1952,2017-05-06,Sat,MLS,Regular Season,Away,W 1–0,Montreal Impact,D.C. United,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1953,2017-05-13,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Columbus Crew,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1954,2017-05-20,Sat,MLS,Regular Season,Home,W 4–1,Montreal Impact,Portland Timbers,Y,CB,90,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1955,2017-06-03,Sat,MLS,Regular Season,Home,W 1–0,Montreal Impact,NY Red Bulls,Y,CB,90,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1956,2017-06-17,Sat,MLS,Regular Season,Away,D 3–3,Montreal Impact,Orlando City,Y,CB,90,0,0,0,0,0,0,1,0,2,0,0,0,1,4,0,,,Match Report,5113d9a7,,,,,,,,,D,2017,False
1957,2017-06-24,Sat,MLS,Regular Season,Away,L 1–4,Montreal Impact,Columbus Crew,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1958,2017-07-01,Sat,MLS,Regular Season,Home,W 2–0,Montreal Impact,D.C. United,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1959,2017-07-05,Wed,MLS,Regular Season,Away,L 1–3,Montreal Impact,Houston Dynamo,Y,CB,90,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1960,2017-07-19,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Philadelphia,Y*,CB,90,0,0,0,0,0,0,0,0,5,1,0,0,1,3,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1961,2017-07-29,Sat,MLS,Regular Season,Away,L 0–4,Montreal Impact,NY Red Bulls,Y,CB,90,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1962,2017-08-05,Sat,MLS,Regular Season,Home,W 2–1,Montreal Impact,Orlando City,Y,CB,90,0,0,0,0,1,0,0,0,4,1,0,0,4,1,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1963,2017-08-12,Sat,MLS,Regular Season,Away,W 3–0,Montreal Impact,Philadelphia,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1964,2017-08-16,Wed,MLS,Regular Season,Home,W 3–0,Montreal Impact,Chicago Fire,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1965,2017-08-19,Sat,MLS,Regular Season,Home,W 3–1,Montreal Impact,Real Salt Lake,Y,CB,90,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1966,2017-08-27,Sun,MLS,Regular Season,Home,L 1–3,Montreal Impact,Toronto FC,Y,CB,90,0,0,0,0,0,0,1,0,1,0,1,0,2,3,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1967,2017-09-09,Sat,MLS,Regular Season,Away,L 0–1,Montreal Impact,New England,Y,CB,90,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1968,2017-09-16,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Minnesota Utd,Y,CB,90,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1969,2017-09-20,Wed,MLS,Regular Season,Away,W 5–3,Montreal Impact,Toronto FC,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,Match Report,5113d9a7,,,,,,,,,W,2017,False
1970,2017-09-24,Sun,MLS,Regular Season,Away,L 0–2,Montreal Impact,Atlanta Utd,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1971,2017-09-27,Wed,MLS,Regular Season,Home,L 0–1,Montreal Impact,NYCFC,Y,CB,90,0,0,0,0,3,2,0,0,1,0,0,1,3,3,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1972,2017-09-30,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,Colorado Rapids,Y,CB,90,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1973,2017-10-15,Sun,MLS,Regular Season,Away,L 0–1,Montreal Impact,Toronto FC,Y,CB,90,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1974,2017-10-22,Sun,MLS,Regular Season,Home,L 2–3,Montreal Impact,New England,Y,CB,90,0,0,0,0,2,0,1,0,1,0,0,0,2,4,0,,,Match Report,5113d9a7,,,,,,,,,L,2017,False
1975,2017-03-04,Sat,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Seattle,Y*,CM,70,0,0,0,0,2,1,0,0,1,0,0,0,3,1,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1976,2017-03-11,Sat,MLS,Regular Season,Home,W 3–1,Houston Dynamo,Columbus Crew,Y*,CM,90,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1977,2017-03-18,Sat,MLS,Regular Season,Away,L 2–4,Houston Dynamo,Portland Timbers,Y*,CM,72,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,,,Match Report,1bf7f157,,,,,,,,,L,2017,False
1978,2017-04-01,Sat,MLS,Regular Season,Home,W 4–1,Houston Dynamo,NY Red Bulls,Y*,CM,58,0,0,0,0,1,0,0,0,2,0,0,1,2,1,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1979,2017-04-08,Sat,MLS,Regular Season,Away,L 0–2,Houston Dynamo,New England,Y*,CM,82,0,0,0,0,1,1,1,0,1,1,1,2,3,3,0,,,Match Report,1bf7f157,,,,,,,,,L,2017,False
1980,2017-04-15,Sat,MLS,Regular Season,Home,D 2–2,Houston Dynamo,Minnesota Utd,Y*,CM,58,0,0,0,0,1,0,0,0,1,0,0,1,5,2,0,,,Match Report,1bf7f157,,,,,,,,,D,2017,False
1981,2017-05-06,Sat,MLS,Regular Season,Home,W 4–0,Houston Dynamo,Orlando City,N,,82,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1982,2017-05-12,Fri,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Vancouver,Y*,CM,90,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1983,2017-05-17,Wed,MLS,Regular Season,Away,L 0–2,Houston Dynamo,Philadelphia,Y*,CM,90,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,Match Report,1bf7f157,,,,,,,,,L,2017,False
1984,2017-05-20,Sat,MLS,Regular Season,Away,L 1–4,Houston Dynamo,Atlanta Utd,N,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,1bf7f157,,,,,,,,,L,2017,False
1985,2017-05-28,Sun,MLS,Regular Season,Away,D 0–0,Houston Dynamo,FC Dallas,Y*,CM,90,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0,,,Match Report,1bf7f157,,,,,,,,,D,2017,False
1986,2017-05-31,Wed,MLS,Regular Season,Home,W 5–1,Houston Dynamo,Real Salt Lake,Y*,CM,90,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,,,Match Report,1bf7f157,,,,,,,,,W,2017,False
1987,2017-06-04,Sun,MLS,Regular Season,Away,L 0–1,Houston Dynamo,Seattle,Y*,CM,90,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,,,Match Report,1bf7f157,,,,,,,,,L,2017,False
1988,2017-06-17,Sat,MLS,Regular Season,Away,D 2–2,Houston Dynamo,LA Galaxy,Y*,CM,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,Match Report,1bf7f157,,,,,,,,,D,2017,False
1989,2017-06-23,Fri,MLS,Regular Season,Home,D 1–1,Houston Dynamo,FC Dallas,Y*,CM,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Match Report,1bf7f157,,,,,,,,,D,2017,False
