,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report,fbref_ID,SoTA,GA,Saves,Save%,CS,PKA,PKsv,PKm,Win_Loss_Draw,Season,Before_All_Star
0,2017-04-15,Sat,MLS,Regular Season,Away,W 1–0,Sporting KC,Portland Timbers,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4705543b,,,,,,,,,W,2017,False
1,2017-05-13,Sat,MLS,Regular Season,Away,D 2–2,Sporting KC,Orlando City,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
2,2017-06-03,Sat,MLS,Regular Season,Home,W 3–0,Sporting KC,Minnesota Utd,Y,RB,90,1,0,0,0,1,1,0,0,2,0,0,1,2,0,0,,,Match Report,4705543b,,,,,,,,,W,2017,False
3,2017-06-10,Sat,MLS,Regular Season,Home,D 1–1,Sporting KC,Montreal Impact,Y,RB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
4,2017-07-01,Sat,MLS,Regular Season,Home,D 1–1,Sporting KC,Portland Timbers,Y,RB,90,0,0,0,0,0,0,0,0,2,2,0,1,4,2,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
5,2017-07-06,Thu,MLS,Regular Season,Home,D 1–1,Sporting KC,Philadelphia,Y,RB,90,0,0,0,0,2,1,1,0,3,0,0,1,2,2,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
6,2017-07-22,Sat,MLS,Regular Season,Away,D 1–1,Sporting KC,Real Salt Lake,Y,RB,90,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
7,2017-08-06,Sun,MLS,Regular Season,Home,D 1–1,Sporting KC,Atlanta Utd,Y,RB,90,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
8,2017-08-12,Sat,MLS,Regular Season,Away,L 0–1,Sporting KC,Seattle,Y,RB,90,0,0,0,0,2,1,0,0,2,2,0,2,1,2,0,,,Match Report,4705543b,,,,,,,,,L,2017,False
9,2017-09-06,Wed,MLS,Regular Season,Away,L 0–1,Sporting KC,NYCFC,Y,RB,90,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,,,Match Report,4705543b,,,,,,,,,L,2017,False
10,2017-10-07,Sat,MLS,Regular Season,Away,D 1–1,Sporting KC,Minnesota Utd,Y,RB,90,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,,,Match Report,4705543b,,,,,,,,,D,2017,False
11,2017-10-11,Wed,MLS,Regular Season,Away,L 1–2,Sporting KC,Houston Dynamo,Y,RB,90,0,1,0,0,2,0,0,0,2,1,0,1,0,4,0,,,Match Report,4705543b,,,,,,,,,L,2017,False
12,2017-10-26,Thu,MLS,Knockout round,Away,L 0–1,Sporting KC,Houston Dynamo,N,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4705543b,,,,,,,,,L,2017,False
13,2017-03-04,Sat,MLS,Regular Season,Home,D 1–1,Columbus Crew,Chicago Fire,Y,DM,75,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,Match Report,c1f17b17,,,,,,,,,D,2017,False
14,2017-03-11,Sat,MLS,Regular Season,Away,L 1–3,Columbus Crew,Houston Dynamo,N,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
15,2017-03-18,Sat,MLS,Regular Season,Away,W 2–0,Columbus Crew,D.C. United,N,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
16,2017-04-01,Sat,MLS,Regular Season,Home,W 2–0,Columbus Crew,Orlando City,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
17,2017-04-08,Sat,MLS,Regular Season,Away,L 0–1,Columbus Crew,Chicago Fire,Y,DM,59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
18,2017-04-22,Sat,MLS,Regular Season,Away,L 0–2,Columbus Crew,NY Red Bulls,N,,85,0,0,0,0,0,0,0,0,1,2,0,0,1,6,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
19,2017-04-29,Sat,MLS,Regular Season,Home,L 2–3,Columbus Crew,NYCFC,Y,DM,90,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
20,2017-05-10,Wed,MLS,Regular Season,Home,L 1–2,Columbus Crew,Toronto FC,Y,DM,90,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
21,2017-05-21,Sun,MLS,Regular Season,Away,L 1–2,Columbus Crew,New England,Y,DM,72,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
22,2017-06-03,Sat,MLS,Regular Season,Away,L 1–2,Columbus Crew,Colorado Rapids,Y,DM,74,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
23,2017-06-17,Sat,MLS,Regular Season,Away,L 1–3,Columbus Crew,Atlanta Utd,N,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
24,2017-07-04,Tue,MLS,Regular Season,Away,W 1–0,Columbus Crew,Minnesota Utd,Y,CM,90,0,0,0,0,0,0,0,0,1,1,0,1,5,3,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
25,2017-07-26,Wed,MLS,Regular Season,Away,L 0–3,Columbus Crew,Philadelphia,N,,36,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
26,2017-08-19,Sat,MLS,Regular Season,Away,D 1–1,Columbus Crew,Orlando City,Y,DM,90,0,0,0,0,0,0,1,0,5,1,0,0,4,1,0,,,Match Report,c1f17b17,,,,,,,,,D,2017,False
27,2017-08-23,Wed,MLS,Regular Season,Home,W 2–0,Columbus Crew,LA Galaxy,Y,DM,90,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
28,2017-08-26,Sat,MLS,Regular Season,Home,W 2–1,Columbus Crew,FC Dallas,Y,DM,90,0,0,0,0,0,0,0,0,2,5,0,0,1,3,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
29,2017-09-10,Sun,MLS,Regular Season,Home,D 1–1,Columbus Crew,Sporting KC,Y,DM,90,0,0,0,0,1,0,1,0,4,1,1,0,1,1,0,,,Match Report,c1f17b17,,,,,,,,,D,2017,False
30,2017-09-16,Sat,MLS,Regular Season,Away,D 2–2,Columbus Crew,Vancouver,Y,DM,45,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,,,Match Report,c1f17b17,,,,,,,,,D,2017,False
31,2017-09-23,Sat,MLS,Regular Season,Home,W 3–2,Columbus Crew,NY Red Bulls,Y,DM,56,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
32,2017-10-22,Sun,MLS,Regular Season,Away,D 2–2,Columbus Crew,NYCFC,Y,DM,78,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,,,Match Report,c1f17b17,,,,,,,,,D,2017,False
33,2017-10-31,Tue,MLS,Conference Semifinals,Home,W 4–1,Columbus Crew,NYCFC,N,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report,c1f17b17,,,,,,,,,W,2017,False
34,2017-11-05,Sun,MLS,Conference Semifinals,Away,L 0–2,Columbus Crew,NYCFC,Y,DM,90,0,0,0,0,1,0,1,0,2,2,0,0,1,2,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
35,2017-11-29,Wed,MLS,Conference Finals,Away,L 0–1,Columbus Crew,Toronto FC,Y,DM,79,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,,Match Report,c1f17b17,,,,,,,,,L,2017,False
36,2017-07-04,Tue,MLS,Regular Season,Away,W 1–0,Columbus Crew,Minnesota Utd,Y,CB,90,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,,,Match Report,4a67f05b,,,,,,,,,W,2017,False
37,2017-07-22,Sat,MLS,Regular Season,Home,W 1–0,Columbus Crew,Philadelphia,Y,CB,90,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,,,Match Report,4a67f05b,,,,,,,,,W,2017,False
38,2017-07-26,Wed,MLS,Regular Season,Away,L 0–3,Columbus Crew,Philadelphia,Y,CB,75,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,,,Match Report,4a67f05b,,,,,,,,,L,2017,False
39,2017-08-12,Sat,MLS,Regular Season,Home,W 3–1,Columbus Crew,Chicago Fire,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,,,Match Report,4a67f05b,,,,,,,,,W,2017,False
40,2017-08-19,Sat,MLS,Regular Season,Away,D 1–1,Columbus Crew,Orlando City,Y,CB,90,1,0,0,0,1,1,1,0,1,0,0,0,1,3,0,,,Match Report,4a67f05b,,,,,,,,,D,2017,False
41,2017-08-26,Sat,MLS,Regular Season,Home,W 2–1,Columbus Crew,FC Dallas,N,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4a67f05b,,,,,,,,,W,2017,False
42,2017-09-16,Sat,MLS,Regular Season,Away,D 2–2,Columbus Crew,Vancouver,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4a67f05b,,,,,,,,,D,2017,False
43,2017-10-31,Tue,MLS,Conference Semifinals,Home,W 4–1,Columbus Crew,NYCFC,N,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4a67f05b,,,,,,,,,W,2017,False
44,2017-11-05,Sun,MLS,Conference Semifinals,Away,L 0–2,Columbus Crew,NYCFC,N,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4a67f05b,,,,,,,,,L,2017,False
45,2017-11-29,Wed,MLS,Conference Finals,Away,L 0–1,Columbus Crew,Toronto FC,Y,CB,72,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,,,Match Report,4a67f05b,,,,,,,,,L,2017,False
46,2017-03-04,Sat,MLS,Regular Season,Away,D 1–1,Chicago Fire,Columbus Crew,Y,CM,90,1,0,0,0,2,2,0,0,1,3,1,6,0,4,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
47,2017-03-11,Sat,MLS,Regular Season,Home,W 2–0,Chicago Fire,Real Salt Lake,Y,DM,90,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
48,2017-03-18,Sat,MLS,Regular Season,Away,L 0–4,Chicago Fire,Atlanta Utd,Y,DM,90,0,0,0,0,3,1,0,0,2,2,0,0,0,2,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
49,2017-04-01,Sat,MLS,Regular Season,Home,D 2–2,Chicago Fire,Montreal Impact,Y,FW,90,0,1,0,0,2,1,0,0,2,2,0,3,2,2,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
50,2017-04-08,Sat,MLS,Regular Season,Home,W 1–0,Chicago Fire,Columbus Crew,Y,FW,72,0,0,0,0,2,1,0,0,3,1,2,2,1,1,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
51,2017-04-15,Sat,MLS,Regular Season,Home,W 3–0,Chicago Fire,New England,N,,19,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
52,2017-04-21,Fri,MLS,Regular Season,Away,L 1–3,Chicago Fire,Toronto FC,N,,30,1,0,0,0,2,1,0,0,1,0,0,0,0,4,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
53,2017-04-29,Sat,MLS,Regular Season,Away,L 1–2,Chicago Fire,NY Red Bulls,Y,AM,78,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
54,2017-05-06,Sat,MLS,Regular Season,Away,D 2–2,Chicago Fire,LA Galaxy,Y,AM,68,1,1,1,1,2,2,0,0,1,1,2,0,1,0,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
55,2017-05-13,Sat,MLS,Regular Season,Home,W 4–1,Chicago Fire,Seattle,Y,AM,87,1,1,0,0,5,1,0,0,0,4,0,3,1,1,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
56,2017-05-17,Wed,MLS,Regular Season,Home,W 3–0,Chicago Fire,Colorado Rapids,Y,AM,59,1,0,0,0,3,2,0,0,0,1,0,7,0,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
57,2017-05-20,Sat,MLS,Regular Season,Away,W 1–0,Chicago Fire,D.C. United,Y,AM,78,1,0,0,0,2,1,0,0,0,1,0,3,2,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
58,2017-05-25,Thu,MLS,Regular Season,Home,W 2–1,Chicago Fire,FC Dallas,Y,AM,84,1,0,0,0,1,1,0,0,1,4,0,1,1,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
59,2017-06-04,Sun,MLS,Regular Season,Away,D 0–0,Chicago Fire,Orlando City,Y,AM,75,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
60,2017-06-10,Sat,MLS,Regular Season,Home,W 2–0,Chicago Fire,Atlanta Utd,Y,AM,85,0,1,0,0,3,2,1,0,3,2,0,2,0,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
61,2017-06-24,Sat,MLS,Regular Season,Home,W 4–0,Chicago Fire,Orlando City,Y,AM,79,3,1,1,1,5,4,0,0,3,4,1,0,2,1,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
62,2017-07-05,Wed,MLS,Regular Season,Away,D 2–2,Chicago Fire,Portland Timbers,Y,FW,80,0,0,0,0,1,0,0,0,4,2,1,1,0,0,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
63,2017-07-22,Sat,MLS,Regular Season,Away,L 1–2,Chicago Fire,NYCFC,N,,46,1,0,0,0,3,2,0,0,0,3,0,3,0,0,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
64,2017-07-29,Sat,MLS,Regular Season,Away,L 2–3,Chicago Fire,Sporting KC,N,,36,1,0,0,0,2,1,0,0,1,1,0,1,0,1,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
65,2017-08-05,Sat,MLS,Regular Season,Home,W 4–1,Chicago Fire,New England,Y,FW,64,0,0,0,0,0,0,1,0,3,1,1,0,1,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
66,2017-08-12,Sat,MLS,Regular Season,Away,L 1–3,Chicago Fire,Columbus Crew,Y,AM,89,0,0,0,0,2,1,0,0,1,3,0,0,0,0,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
67,2017-08-16,Wed,MLS,Regular Season,Away,L 0–3,Chicago Fire,Montreal Impact,Y,AM,90,0,0,0,0,2,2,0,0,1,2,3,0,1,0,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
68,2017-08-19,Sat,MLS,Regular Season,Home,L 1–3,Chicago Fire,Toronto FC,Y,FW,90,1,0,0,0,4,3,0,0,1,1,3,3,0,1,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
69,2017-08-26,Sat,MLS,Regular Season,Home,L 1–2,Chicago Fire,Minnesota Utd,Y,FW,90,1,0,0,0,4,2,0,0,3,2,0,1,1,1,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
70,2017-09-09,Sat,MLS,Regular Season,Home,D 1–1,Chicago Fire,NY Red Bulls,Y,AM,87,0,0,0,0,3,1,0,0,0,0,1,3,1,0,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
71,2017-09-16,Sat,MLS,Regular Season,Home,W 3–0,Chicago Fire,D.C. United,Y,AM,90,0,0,0,0,5,1,0,0,2,1,0,4,3,2,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
72,2017-09-23,Sat,MLS,Regular Season,Away,L 1–3,Chicago Fire,Philadelphia,Y,LM,59,0,0,0,0,3,1,0,0,0,0,1,3,0,1,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
73,2017-09-30,Sat,MLS,Regular Season,Home,D 1–1,Chicago Fire,NYCFC,N,,56,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,,,Match Report,f5220ece,,,,,,,,,D,2017,False
74,2017-10-15,Sun,MLS,Regular Season,Home,W 3–2,Chicago Fire,Philadelphia,N,,45,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,Match Report,f5220ece,,,,,,,,,W,2017,False
75,2017-10-22,Sun,MLS,Regular Season,Away,L 0–3,Chicago Fire,Houston Dynamo,Y,FW,70,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
76,2017-10-25,Wed,MLS,Knockout round,Home,L 0–4,Chicago Fire,NY Red Bulls,Y,AM,90,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,,,Match Report,f5220ece,,,,,,,,,L,2017,False
77,2017-04-08,Sat,MLS,Regular Season,Home,W 3–0,Real Salt Lake,Vancouver,Y,RB,90,0,0,0,0,0,0,0,0,3,1,0,3,2,4,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
78,2017-04-15,Sat,MLS,Regular Season,Away,W 2–1,Real Salt Lake,Colorado Rapids,Y,RB,90,0,0,0,0,0,0,0,0,2,0,0,4,1,1,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
79,2017-04-22,Sat,MLS,Regular Season,Home,L 1–3,Real Salt Lake,Atlanta Utd,Y,RB,90,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,,,Match Report,41f720a5,,,,,,,,,L,2017,False
80,2017-04-29,Sat,MLS,Regular Season,Away,L 0–3,Real Salt Lake,Sporting KC,Y,RB,70,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,,,Match Report,41f720a5,,,,,,,,,L,2017,False
81,2017-06-17,Sat,MLS,Regular Season,Home,W 1–0,Real Salt Lake,Minnesota Utd,Y,LB,78,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
82,2017-06-24,Sat,MLS,Regular Season,Away,L 1–2,Real Salt Lake,San Jose,Y,LB,90,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,,,Match Report,41f720a5,,,,,,,,,L,2017,False
83,2017-06-30,Fri,MLS,Regular Season,Home,L 0–1,Real Salt Lake,Orlando City,Y,LB,90,0,0,0,0,0,0,0,0,0,2,0,2,3,1,0,,,Match Report,41f720a5,,,,,,,,,L,2017,False
84,2017-07-19,Wed,MLS,Regular Season,Away,W 4–1,Real Salt Lake,Portland Timbers,N,,46,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
85,2017-07-22,Sat,MLS,Regular Season,Home,D 1–1,Real Salt Lake,Sporting KC,Y,LB,90,0,0,0,0,0,0,1,0,1,1,0,1,2,3,0,,,Match Report,41f720a5,,,,,,,,,D,2017,False
86,2017-07-29,Sat,MLS,Regular Season,Home,D 2–2,Real Salt Lake,Columbus Crew,Y,LB,90,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,,,Match Report,41f720a5,,,,,,,,,D,2017,False
87,2017-08-23,Wed,MLS,Regular Season,Home,W 4–0,Real Salt Lake,San Jose,Y,LB,90,0,0,0,0,1,1,0,0,3,1,0,5,3,0,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
88,2017-08-26,Sat,MLS,Regular Season,Home,W 4–1,Real Salt Lake,Colorado Rapids,Y,LB,56,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
89,2017-09-16,Sat,MLS,Regular Season,Home,W 2–1,Real Salt Lake,Portland Timbers,Y,LB,90,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
90,2017-09-23,Sat,MLS,Regular Season,Home,W 2–0,Real Salt Lake,Seattle,Y,LB,90,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
91,2017-09-30,Sat,MLS,Regular Season,Away,D 1–1,Real Salt Lake,LA Galaxy,Y,LB,90,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,,,Match Report,41f720a5,,,,,,,,,D,2017,False
92,2017-10-15,Sun,MLS,Regular Season,Away,L 0–1,Real Salt Lake,Colorado Rapids,Y,LB,77,0,0,0,0,0,0,0,0,0,2,0,5,1,1,0,,,Match Report,41f720a5,,,,,,,,,L,2017,False
93,2017-10-22,Sun,MLS,Regular Season,Home,W 2–1,Real Salt Lake,Sporting KC,Y,LB,90,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,,,Match Report,41f720a5,,,,,,,,,W,2017,False
94,2017-03-04,Sat,MLS,Regular Season,Away,W 2–1,FC Dallas,LA Galaxy,Y,CM,90,1,0,0,0,2,1,0,0,2,1,0,6,0,0,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
95,2017-03-11,Sat,MLS,Regular Season,Away,D 0–0,FC Dallas,Sporting KC,N,,45,0,0,0,0,2,2,0,0,1,2,0,0,2,1,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
96,2017-03-18,Sat,MLS,Regular Season,Home,W 2–1,FC Dallas,New England,Y,CM,90,0,0,0,0,1,0,0,0,0,3,0,10,1,1,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
97,2017-04-08,Sat,MLS,Regular Season,Home,W 2–0,FC Dallas,Minnesota Utd,Y,CM,70,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
98,2017-04-14,Fri,MLS,Regular Season,Away,D 1–1,FC Dallas,San Jose,Y,CM,90,1,0,0,0,1,1,0,0,1,1,0,4,1,1,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
99,2017-04-22,Sat,MLS,Regular Season,Home,W 1–0,FC Dallas,Sporting KC,Y,DM,90,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
100,2017-04-29,Sat,MLS,Regular Season,Home,D 2–2,FC Dallas,Portland Timbers,Y,DM,90,0,0,0,0,6,2,0,0,1,4,0,3,1,2,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
101,2017-05-06,Sat,MLS,Regular Season,Away,W 3–0,FC Dallas,Real Salt Lake,Y,CM,90,0,1,0,0,1,0,0,0,3,0,0,3,2,1,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
102,2017-05-14,Sun,MLS,Regular Season,Home,D 1–1,FC Dallas,NYCFC,Y,CM,90,1,0,0,0,6,2,0,0,0,2,0,11,1,1,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
103,2017-05-20,Sat,MLS,Regular Season,Home,L 0–1,FC Dallas,San Jose,Y,DM,87,0,0,0,0,3,0,0,0,1,1,0,3,0,1,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
104,2017-05-28,Sun,MLS,Regular Season,Home,D 0–0,FC Dallas,Houston Dynamo,Y,CM,90,0,0,0,0,3,1,0,0,2,2,0,5,2,0,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
105,2017-06-17,Sat,MLS,Regular Season,Away,D 1–1,FC Dallas,Vancouver,Y,CM,90,0,0,0,0,1,1,0,0,0,2,0,3,1,4,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
106,2017-06-23,Fri,MLS,Regular Season,Away,D 1–1,FC Dallas,Houston Dynamo,Y,CM,90,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
107,2017-07-29,Sat,MLS,Regular Season,Home,L 0–4,FC Dallas,Vancouver,N,,45,0,0,0,0,1,0,0,0,2,0,0,6,0,1,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
108,2017-08-12,Sat,MLS,Regular Season,Home,D 0–0,FC Dallas,Colorado Rapids,Y,CM,90,0,0,0,0,7,3,1,0,1,2,0,0,1,1,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
109,2017-08-19,Sat,MLS,Regular Season,Away,L 0–2,FC Dallas,Sporting KC,Y,CM,90,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
110,2017-08-23,Wed,MLS,Regular Season,Home,D 3–3,FC Dallas,Houston Dynamo,Y,CM,90,0,0,0,0,3,0,0,0,2,0,0,2,2,1,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
111,2017-08-26,Sat,MLS,Regular Season,Away,L 1–2,FC Dallas,Columbus Crew,Y,AM,86,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
112,2017-09-10,Sun,MLS,Regular Season,Away,L 0–3,FC Dallas,Atlanta Utd,Y,DM,90,0,0,0,0,1,1,0,0,0,2,0,1,1,2,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
113,2017-09-16,Sat,MLS,Regular Season,Home,D 0–0,FC Dallas,Seattle,Y,DM,90,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
114,2017-09-30,Sat,MLS,Regular Season,Away,D 0–0,FC Dallas,Orlando City,N,,30,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,,,Match Report,ece10cfe,,,,,,,,,D,2017,False
115,2017-10-15,Sun,MLS,Regular Season,Away,L 0–4,FC Dallas,Seattle,Y,AM,90,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,,,Match Report,ece10cfe,,,,,,,,,L,2017,False
116,2017-10-22,Sun,MLS,Regular Season,Home,W 5–1,FC Dallas,LA Galaxy,Y,DM,90,0,0,0,0,4,0,1,0,1,3,0,1,0,0,0,,,Match Report,ece10cfe,,,,,,,,,W,2017,False
117,2017-03-18,Sat,MLS,Regular Season,Home,L 0–2,D.C. United,Columbus Crew,Y,CM,74,0,0,0,0,0,0,0,0,2,0,0,4,3,1,0,,,Match Report,363ba6d7,,,,,,,,,L,2017,False
118,2017-04-01,Sat,MLS,Regular Season,Home,W 2–1,D.C. United,Philadelphia,Y,CM,88,1,0,1,1,2,2,0,0,2,2,0,2,4,1,0,,,Match Report,363ba6d7,,,,,,,,,W,2017,False
119,2017-04-08,Sat,MLS,Regular Season,Home,W 2–1,D.C. United,NYCFC,Y,AM,90,1,0,0,0,3,2,0,0,1,0,0,0,3,0,0,,,Match Report,363ba6d7,,,,,,,,,W,2017,False
120,2017-04-15,Sat,MLS,Regular Season,Away,L 0–2,D.C. United,NY Red Bulls,Y,AM,90,0,0,0,0,1,0,1,0,4,2,0,2,0,0,0,,,Match Report,363ba6d7,,,,,,,,,L,2017,False
121,2017-04-22,Sat,MLS,Regular Season,Away,D 2–2,D.C. United,New England,N,,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report,363ba6d7,,,,,,,,,D,2017,False
