,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
487,Matt Polster,us USA,MF,New England,26,1993,15,8,758,8.4,0,1,0,0,0,5,1,0,0.12,0.12,0,0.12,0.1,0.1,0.6,0.7,0.01,0.08,0.09,0.01,0.09,Matches,d1d418f8
488,Paxton Pomykal,us USA,FWMF,FC Dallas,20,1999,5,1,153,1.7,1,0,1,0,0,1,0,0.59,0,0.59,0.59,0.59,0.3,0.3,0.2,0.5,0.2,0.12,0.32,0.2,0.32,Matches,c1f0fb45
489,Justin Portillo,us USA,MF,Real Salt Lake,27,1992,5,3,266,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,b7aa9657
490,Alvas Powell,jm JAM,DF,Inter Miami,25,1994,4,2,199,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2f91124d
491,Alejandro Pozuelo,es ESP,MFFW,Toronto FC,28,1991,23,23,2009,22.3,9,9,4,5,6,3,0,0.4,0.4,0.81,0.18,0.58,9,4.5,8.1,12.6,0.4,0.36,0.77,0.2,0.56,Matches,5e1280ff
492,Jack Price,eng ENG,MF,Colorado Rapids,27,1992,16,14,1317,14.6,0,4,0,0,0,4,1,0,0.27,0.27,0,0.27,0.2,0.2,2,2.2,0.01,0.14,0.15,0.01,0.15,Matches,6217c92d
493,Ralph Priso-Mbongue,ca CAN,MFFW,Toronto FC,17,2002,4,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,acb3e899
494,Kacper Przyby?ko,pl POL,FW,Philadelphia,26,1993,23,23,1968,21.9,8,6,7,1,1,1,0,0.37,0.27,0.64,0.32,0.59,9.2,8.4,5.5,13.9,0.42,0.25,0.67,0.38,0.63,Matches,4c53a714
495,Alan Pulido,mx MEX,FW,Sporting KC,28,1991,12,11,958,10.6,6,5,5,1,1,2,0,0.56,0.47,1.03,0.47,0.94,4.6,3.9,2.2,6.1,0.44,0.21,0.65,0.37,0.57,Matches,b3085df7
496,Roberto Pun?ec,hr CRO,DF,Sporting KC,28,1991,20,18,1677,18.6,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,0.3,0.3,0.1,0.4,0.01,0.01,0.02,0.01,0.02,Matches,a97afc61
497,Andrew Putna,us USA,GK,Real Salt Lake,25,1994,15,15,1350,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5ba8a3f3
498,Valeri Qazaishvili,ge GEO,FWMF,San Jose,27,1993,15,9,797,8.9,3,1,3,0,0,0,0,0.34,0.11,0.45,0.34,0.45,3.1,3.1,0.4,3.5,0.35,0.04,0.4,0.35,0.4,Matches,c8c03e98
499,Darwin Quintero,co COL,FWMF,Houston Dynamo,32,1987,22,20,1682,18.7,7,7,7,0,1,5,0,0.37,0.37,0.75,0.37,0.75,5.9,5.1,7.2,12.4,0.32,0.39,0.7,0.28,0.66,Matches,0cc00553
500,Romell Quioto,hn HON,FWMF,Montreal Impact,28,1991,19,17,1481,16.5,8,5,8,0,0,2,1,0.49,0.3,0.79,0.49,0.79,6.3,6.3,2.3,8.6,0.38,0.14,0.52,0.38,0.52,Matches,122e850d
501,Jukka Raitala,fi FIN,DF,Montreal Impact,31,1988,15,15,1350,15,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.01,0.05,0.05,0.01,0.05,Matches,67b054d1
502,Christian Ramirez,us USA,FW,Houston Dynamo,28,1991,15,8,675,7.5,2,1,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,2.7,2.7,1.1,3.9,0.36,0.15,0.51,0.36,0.51,Matches,316d5521
503,Jeizon Ramírez,ve VEN,FWMF,Real Salt Lake,18,2001,10,0,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.15,0.05,0.2,0.15,0.2,Matches,8f4b4b80
504,Greg Ranjitsingh,tt TRI,GK,Minnesota Utd,26,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b1cbf4d
505,Ryan Raposo,ca CAN,MFFW,Vancouver,20,1999,15,2,386,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.09,0.09,0,0.09,Matches,f006a9b3
506,Matthew Real,us USA,DF,Philadelphia,20,1999,15,5,628,7,1,1,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06,Matches,1c2c030a
507,Adrien Regattin,ma MAR,FWMF,FC Cincinnati,28,1991,10,7,629,7,0,2,0,0,0,0,0,0,0.29,0.29,0,0.29,0.5,0.5,0.9,1.4,0.07,0.13,0.2,0.07,0.2,Matches,b87a2715
508,Winston Reid,nz NZL,DF,Sporting KC,31,1988,10,8,728,8.1,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.4,0.4,0,0.5,0.06,0,0.06,0.06,0.06,Matches,562eed5c
509,Eric Remedi,ar ARG,MF,Atlanta Utd,24,1995,18,12,1159,12.9,1,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,1,1,0.5,1.6,0.08,0.04,0.12,0.08,0.12,Matches,38e2cbd6
510,Justin Rennicks,us USA,FWMF,New England,20,1999,4,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,1.65,0.24,1.89,1.65,1.89,Matches,0aaa1c04
511,Andrés Reyes,co COL,DF,Inter Miami,20,1999,13,13,1096,12.2,0,0,0,0,0,11,2,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03,Matches,36ab14f5
512,Yordy Reyna,pe PER,FW,Vancouver,26,1993,8,4,397,4.4,1,1,1,0,0,1,0,0.23,0.23,0.45,0.23,0.45,1.6,1.6,0.6,2.2,0.36,0.13,0.49,0.36,0.49,Matches,eec316d9
513,Yordy Reyna,pe PER,FWMF,D.C. United,26,1993,5,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.05,0.07,0.12,0.05,0.12,Matches,eec316d9
514,Bryan Reynolds,us USA,DF,FC Dallas,18,2001,17,14,1269,14.1,0,3,0,0,0,2,0,0,0.21,0.21,0,0.21,0.2,0.2,2.5,2.6,0.01,0.17,0.19,0.01,0.19,Matches,2306bf5c
515,Andre Reynolds II,us USA,DF,Chicago Fire,18,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d46dbe4f
516,Emanuel Reynoso,ar ARG,MFFW,Minnesota Utd,24,1995,13,9,827,9.2,1,6,1,0,0,1,0,0.11,0.65,0.76,0.11,0.76,1.3,1.3,3.8,5.1,0.14,0.42,0.55,0.14,0.55,Matches,614b26e3
517,Andrés Ricaurte,co COL,MF,FC Dallas,28,1991,14,13,1105,12.3,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.2,1.2,2.8,4,0.1,0.22,0.33,0.1,0.33,Matches,4db5b8cb
518,Spencer Richey,us USA,GK,FC Cincinnati,27,1992,10,9,820,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d9178ea2
519,Tosaint Ricketts,ca CAN,FWMF,Vancouver,32,1987,16,5,462,5.1,2,0,2,0,0,0,0,0.39,0,0.39,0.39,0.39,1.1,1.1,0,1.1,0.21,0,0.21,0.21,0.21,Matches,54769358
520,Alexander Ring,fi FIN,MFFW,NYCFC,28,1991,23,23,2014,22.4,4,4,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,2.8,2.8,2.2,5.1,0.13,0.1,0.23,0.13,0.23,Matches,6c1221d6
521,Andrés Ríos,ar ARG,FWMF,San Jose,30,1989,22,20,1704,18.9,5,1,4,1,1,5,0,0.26,0.05,0.32,0.21,0.26,4,3.3,2.2,5.5,0.21,0.12,0.33,0.17,0.29,Matches,f825bd33
522,Gelmin Rivas,ve VEN,FW,D.C. United,30,1989,13,7,503,5.6,2,0,2,0,0,0,0,0.36,0,0.36,0.36,0.36,1.1,1.1,0.5,1.6,0.2,0.08,0.28,0.2,0.28,Matches,c1ad37dc
523,Robinho,br BRA,MFDF,Orlando City,25,1995,5,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.16,0.1,0.26,0.16,0.26,Matches,d6d16e83
524,Miles Robinson,us USA,DF,Atlanta Utd,22,1997,17,16,1392,15.5,0,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0,0.6,0.04,0,0.04,0.04,0.04,Matches,782a95d9
525,Robbie Robinson,us USA,FW,Inter Miami,21,1998,12,4,430,4.8,0,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,0.5,1.6,0.22,0.1,0.32,0.22,0.32,Matches,e0dae99f
526,Luis Robles,us USA,GK,Inter Miami,35,1984,15,15,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,15e6b513
527,Tony Rocha,bz BLZ,MFFW,NYCFC,26,1993,11,0,58,0.6,1,0,1,0,0,0,0,1.55,0,1.55,1.55,1.55,0.4,0.4,0.5,0.8,0.57,0.72,1.3,0.57,1.3,Matches,85538cdd
528,Brian Rodríguez,uy URU,FW,Los Angeles FC,19,2000,19,18,1439,16,2,6,2,0,0,0,0,0.13,0.38,0.5,0.13,0.5,5.2,5.2,5.4,10.6,0.32,0.34,0.66,0.32,0.66,Matches,c86041d7
529,Memo Rodriguez,us USA,MFFW,Houston Dynamo,24,1995,21,20,1594,17.7,5,2,5,0,0,5,0,0.28,0.11,0.4,0.28,0.4,4.4,4.4,2.3,6.7,0.25,0.13,0.38,0.25,0.38,Matches,fc6c6b2b
530,Alex Roldan,sv SLV,DFFW,Seattle,23,1996,18,3,580,6.4,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.1,0.1,0.7,0.8,0.02,0.1,0.13,0.02,0.13,Matches,1255a82a
531,Cristian Roldan,us USA,MFFW,Seattle,24,1995,22,21,1889,21,2,5,2,0,0,1,0,0.1,0.24,0.33,0.1,0.33,3.8,3.8,3.3,7.1,0.18,0.16,0.34,0.18,0.34,Matches,48875649
532,David Romney,us USA,DF,Nashville,26,1993,23,23,2070,23,1,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matches,b7b6e781
533,Eloy Room,cw CUW,GK,Columbus Crew,30,1989,17,17,1510,16.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b33d86b
534,Andy Rose,au AUS,DFMF,Vancouver,29,1990,13,10,853,9.5,0,1,0,0,0,3,1,0,0.11,0.11,0,0.11,0.4,0.4,0.3,0.7,0.04,0.04,0.08,0.04,0.08,Matches,a16d3560
535,Oriol Rosell,es ESP,MF,Orlando City,27,1992,8,8,580,6.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2a17ef3e
536,Keegan Rosenberry,us USA,DF,Colorado Rapids,26,1993,17,16,1358,15.1,1,1,1,0,0,0,0,0.07,0.07,0.13,0.07,0.13,0.6,0.6,0.9,1.5,0.04,0.06,0.1,0.04,0.1,Matches,f940c69e
537,Matheus Rossetto,br BRA,MFFW,Atlanta Utd,23,1996,15,10,780,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.02,0.04,0.05,0.02,0.05,Matches,daf8c775
538,Diego Rossi,uy URU,FW,Los Angeles FC,21,1998,19,19,1696,18.8,14,3,13,1,1,0,0,0.74,0.16,0.9,0.69,0.85,11.8,11,3.6,14.7,0.63,0.19,0.82,0.59,0.78,Matches,a81dba8c
539,Giuseppe Rossi,it ITA,FWMF,Real Salt Lake,32,1987,7,1,174,1.9,1,0,1,0,0,0,0,0.52,0,0.52,0.52,0.52,0.3,0.3,0.1,0.4,0.17,0.05,0.21,0.17,0.21,Matches,fe48a073
540,Brian Rowe,us USA,GK,Orlando City,31,1988,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fff21763
541,Kelyn Rowe,us USA,MFFW,New England,28,1991,16,10,895,9.9,0,0,0,0,0,3,0,0,0,0,0,0,1.4,1.4,1,2.4,0.14,0.1,0.24,0.14,0.24,Matches,cf928adb
542,Daniel Royer,at AUT,FW,NY Red Bulls,29,1990,20,15,1350,15,4,2,4,0,0,0,0,0.27,0.13,0.4,0.27,0.4,4.2,4.2,1.9,6.1,0.28,0.13,0.41,0.28,0.41,Matches,a92a4407
543,Ruan,br BRA,DF,Orlando City,24,1995,21,18,1596,17.7,0,3,0,0,0,4,0,0,0.17,0.17,0,0.17,0.9,0.9,1.8,2.7,0.05,0.1,0.15,0.05,0.15,Matches,f2665f7c
544,Diego Rubio,cl CHI,FW,Colorado Rapids,26,1993,16,12,1037,11.5,3,3,3,0,0,3,0,0.26,0.26,0.52,0.26,0.52,2.7,2.7,2.9,5.6,0.24,0.25,0.49,0.24,0.49,Matches,3f082234
545,Raúl Ruidíaz,pe PER,FW,Seattle,29,1990,17,17,1423,15.8,12,3,11,1,1,2,0,0.76,0.19,0.95,0.7,0.89,9.7,8.9,3.2,12.1,0.61,0.2,0.82,0.57,0.77,Matches,7a4296e1
546,Pablo Ruíz,ar ARG,MF,Real Salt Lake,21,1998,18,15,1321,14.7,1,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,0.6,1.7,0.07,0.04,0.11,0.07,0.11,Matches,7368cd70
547,Albert Rusnák,sk SVK,MFFW,Real Salt Lake,25,1994,16,15,1288,14.3,3,2,1,2,3,0,0,0.21,0.14,0.35,0.07,0.21,4.9,2.6,2.7,5.3,0.34,0.19,0.53,0.18,0.37,Matches,0adeafaa
548,Johnny Russell,sct SCO,FWMF,Sporting KC,29,1990,21,17,1524,16.9,6,2,6,0,0,3,0,0.35,0.12,0.47,0.35,0.47,6,6,4.6,10.6,0.35,0.27,0.63,0.35,0.63,Matches,a30e1562
549,Marc Rzatkowski,de GER,MFFW,NY Red Bulls,29,1990,16,7,699,7.8,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.2,0.2,0.7,1,0.03,0.09,0.12,0.03,0.12,Matches,491d3ad0
550,Michael Salazar,bz BLZ,FW,Houston Dynamo,27,1992,1,0,13,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dbab5aa7
551,Shea Salinas,us USA,MFDF,San Jose,33,1986,23,4,788,8.8,2,2,2,0,0,1,0,0.23,0.23,0.46,0.23,0.46,1.2,1.2,1.1,2.4,0.14,0.13,0.27,0.14,0.27,Matches,4c10838d
552,Dániel Sallói,hu HUN,MFFW,Sporting KC,23,1996,7,1,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.2,0.9,0.41,0.09,0.49,0.41,0.49,Matches,6fcddf5f
553,Ilie Sánchez,es ESP,MF,Sporting KC,29,1990,15,13,1259,14,0,1,0,0,0,5,0,0,0.07,0.07,0,0.07,0.8,0.8,1.2,2,0.06,0.09,0.15,0.06,0.15,Matches,72979f65
554,Richard Sánchez,mx MEX,GK,Sporting KC,25,1994,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4903c3a6
555,James Sands,us USA,MFDF,NYCFC,19,2000,16,16,1405,15.6,0,1,0,0,0,6,0,0,0.06,0.06,0,0.06,0.4,0.4,0.5,0.9,0.03,0.03,0.06,0.03,0.06,Matches,dccd127f
556,Harold Santiago Mosquera,co COL,FW,FC Dallas,24,1995,12,5,413,4.6,4,0,4,0,0,0,0,0.87,0,0.87,0.87,0.87,2,2,0.2,2.2,0.44,0.04,0.48,0.44,0.48,Matches,bca135e8
557,Sergio Santos Gomes,br BRA,FW,Philadelphia,25,1994,21,17,1205,13.4,8,2,8,0,0,4,0,0.6,0.15,0.75,0.6,0.75,6.4,6.4,2.4,8.8,0.48,0.18,0.66,0.48,0.66,Matches,a930b263
558,Pedro Santos,pt POR,FWMF,Columbus Crew,31,1988,22,22,1833,20.4,6,7,5,1,1,4,0,0.29,0.34,0.64,0.25,0.59,4.7,3.9,5.8,9.7,0.23,0.29,0.52,0.19,0.48,Matches,789da0f2
559,C.J. Sapong,us USA,FW,Chicago Fire,31,1988,11,4,477,5.3,2,0,1,1,1,1,0,0.38,0,0.38,0.19,0.19,1.9,1.2,0.6,1.8,0.36,0.12,0.48,0.22,0.33,Matches,ef4e4c5d
560,Joe Scally,us USA,DF,NYCFC,17,2002,4,1,70,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,236f02cd
561,Rodrigo Schlegel,ar ARG,DF,Orlando City,22,1997,10,7,647,7.2,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,Matches,5bb02df4
562,Tate Schmitt,us USA,DFFW,Real Salt Lake,22,1997,4,3,256,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,fa21bbc8
563,Aaron Schoenfeld,us USA,FW,Minnesota Utd,29,1990,14,3,398,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,1.2,1.2,1.1,2.3,0.27,0.24,0.51,0.27,0.51,Matches,6c7e441a
564,Patrick Seagrist,us USA,DF,NY Red Bulls,21,1998,3,3,245,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,00d83db0
565,Dante Sealy,us USA,FWDF,FC Dallas,16,2003,5,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.3,0.21,0.51,0.3,0.51,Matches,620ae69c
566,Eddie Segura,co COL,DF,Los Angeles FC,22,1997,22,21,1884,20.9,2,0,2,0,0,3,0,0.1,0,0.1,0.1,0.1,1.7,1.7,0,1.7,0.08,0,0.08,0.08,0.08,Matches,c70e3fe0
567,Ulises Segura,cr CRC,FWMF,D.C. United,26,1993,10,7,682,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.9,0.06,0.06,0.11,0.06,0.11,Matches,23d2e1db
568,Chris Seitz,us USA,GK,D.C. United,32,1987,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b388dd5
569,Amar Sejdic,us USA,MF,Montreal Impact,23,1996,14,7,688,7.6,2,0,2,0,0,1,0,0.26,0,0.26,0.26,0.26,1,1,0.6,1.6,0.13,0.08,0.2,0.13,0.2,Matches,43ca2019
570,Boris Sekuli?,sk SVK,DF,Chicago Fire,28,1991,21,21,1820,20.2,2,2,2,0,0,3,0,0.1,0.1,0.2,0.1,0.2,1.8,1.8,1.8,3.6,0.09,0.09,0.18,0.09,0.18,Matches,adf26bd4
571,Brandon Servania,us USA,MF,FC Dallas,20,1999,12,4,402,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.1,0.06,0.15,0.1,0.15,Matches,4d825a2d
572,Jacob Shaffelburg,ca CAN,MFFW,Toronto FC,20,1999,4,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,339a2561
573,Brek Shea,us USA,DFFW,Inter Miami,29,1990,13,6,632,7,4,0,4,0,0,1,0,0.57,0,0.57,0.57,0.57,2.2,2.2,0.5,2.7,0.32,0.07,0.38,0.32,0.38,Matches,adb6ae24
574,Khiry Shelton,us USA,FWMF,Sporting KC,26,1993,20,17,1446,16.1,5,1,5,0,0,4,0,0.31,0.06,0.37,0.31,0.37,4.8,4.8,2,6.7,0.3,0.12,0.42,0.3,0.42,Matches,f935709c
575,Andre Shinyashiki,br BRA,FW,Colorado Rapids,24,1995,15,13,1028,11.4,4,0,4,0,0,2,0,0.35,0,0.35,0.35,0.35,3.5,3.5,1.4,4.9,0.3,0.12,0.43,0.3,0.43,Matches,8c395868
576,Harry Shipp,us USA,FWMF,Seattle,28,1991,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.53,0.53,0,0.53,Matches,77c62610
577,Shamit Shome,ca CAN,DFMF,Montreal Impact,22,1997,12,4,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,94d98e8d
578,Bobby Shuttleworth,us USA,GK,Chicago Fire,32,1987,17,17,1530,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4598ac94
579,Danilo da Silva,br BRA,DF,Los Angeles FC,33,1986,1,1,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1286ba63
580,Marcelo Silva,uy URU,DF,Real Salt Lake,30,1989,15,15,1307,14.5,0,0,0,0,0,4,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches,b9596515
581,Josh Sims,eng ENG,MF,NY Red Bulls,22,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6d6f09dc
582,Seth Sinovic,us USA,DF,New England,33,1987,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches,55328176
583,Pablo Sisniega,mx MEX,GK,Los Angeles FC,24,1995,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,550557e1
584,Axel Sjöberg,se SWE,DFMF,D.C. United,28,1991,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,d7eb2464
585,Jack Skahan,us USA,MF,San Jose,21,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9c07bdc7
586,Brad Smith,au AUS,DFFW,Seattle,25,1994,5,1,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.04,0.08,0.12,0.04,0.12,Matches,c76c717c
587,Graham Smith,us USA,DF,Sporting KC,24,1995,4,4,315,3.5,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.05,0,0.05,0.05,0.05,Matches,ae3330d0
588,Kyle Smith,us USA,DF,Orlando City,28,1992,16,11,1029,11.4,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.4,0.4,0.6,1.1,0.04,0.06,0.1,0.04,0.1,Matches,9e6b2ec3
589,Erik Sorga,ee EST,FW,D.C. United,20,1999,17,6,676,7.5,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,1.9,1.9,0.1,2.1,0.26,0.02,0.27,0.26,0.27,Matches,02ba67a2
590,Connor Sparrow,us USA,GK,Chicago Fire,25,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f3c1d6c2
591,Dayne St. Clair,ca CAN,GK,Minnesota Utd,22,1997,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3f41d25f
592,Caleb Stanko,us USA,MF,FC Cincinnati,26,1993,13,5,472,5.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,381e52af
593,Daniel Steres,us USA,DF,LA Galaxy,29,1990,20,20,1800,20,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,1.1,1.1,0.1,1.2,0.06,0,0.06,0.06,0.06,Matches,17c03c76
594,Luka Stojanovi?,rs SRB,MF,Chicago Fire,26,1994,2,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.16,0,0.16,0.16,0.16,Matches,1a892191
595,Jared Stroud,us USA,FWMF,NY Red Bulls,23,1996,20,11,925,10.3,0,2,0,0,0,1,0,0,0.19,0.19,0,0.19,0.3,0.3,3.6,3.9,0.02,0.35,0.38,0.02,0.38,Matches,5d018899
596,Aljaž Struna,si SVN,DF,Houston Dynamo,29,1990,17,16,1435,15.9,0,0,0,0,0,6,0,0,0,0,0,0,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches,b82c2982
597,Gustav Svensson,se SWE,MF,Seattle,32,1987,12,11,955,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.03,0.03,0.07,0.03,0.07,Matches,733713ef
598,Ben Sweat,us USA,DF,Inter Miami,28,1991,22,20,1669,18.5,0,2,0,0,0,6,0,0,0.11,0.11,0,0.11,1,1,1.1,2.1,0.05,0.06,0.11,0.05,0.11,Matches,6937b1ac
599,Ballou Tabla,ca CAN,FW,Montreal Impact,20,1999,5,0,102,1.1,1,0,1,0,0,0,0,0.88,0,0.88,0.88,0.88,0.7,0.7,0,0.7,0.66,0,0.66,0.66,0.66,Matches,018bd079
600,Saphir Taïder,dz ALG,MF,Montreal Impact,27,1992,11,11,954,10.6,4,5,1,3,3,1,0,0.38,0.47,0.85,0.09,0.57,3.5,1.2,2.7,3.9,0.33,0.26,0.59,0.11,0.37,Matches,a12d0c05
601,Ismael Tajouri-Shradi,ly LBY,FWMF,NYCFC,25,1994,15,6,674,7.5,3,1,2,1,1,0,0,0.4,0.13,0.53,0.27,0.4,2.7,2,0.8,2.8,0.37,0.11,0.47,0.27,0.37,Matches,ef4249ff
602,Andrew Tarbell,us USA,GK,Columbus Crew,26,1993,7,6,560,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c5487a34
603,Amro Tarek,eg EGY,DF,NY Red Bulls,27,1992,12,10,937,10.4,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,52c930c0
604,Russell Teibert,ca CAN,MF,Vancouver,27,1992,20,19,1580,17.6,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.4,1.1,0.04,0.03,0.06,0.04,0.06,Matches,674befe9
605,Carlos Terán,co COL,DFMF,Chicago Fire,19,2000,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,324509e2
606,Tanner Tessmann,us USA,MF,FC Dallas,18,2001,19,9,1007,11.2,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.4,0.4,0.8,1.2,0.04,0.07,0.11,0.04,0.11,Matches,ac277993
607,Samuel Tetteh,gh GHA,FWMF,NY Red Bulls,23,1996,10,4,332,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0.24,0,0.24,0.24,0.24,Matches,a2560346
608,Tommy Thompson,us USA,DFMF,San Jose,24,1995,20,13,1122,12.5,1,2,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.3,1.3,0.9,2.2,0.1,0.07,0.18,0.1,0.18,Matches,5f6c69d8
