,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
483,Jalen Robinson,us USA,DF,D.C. United,23,1994,5,5,345,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,900bc4f7
484,Miles Robinson,us USA,DF,Atlanta Utd,20,1997,10,3,277,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.08,0,0.08,0.08,0.08,Matches,782a95d9
485,Luis Robles,us USA,GK,NY Red Bulls,33,1984,31,31,2790,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,15e6b513
486,Tony Rocha,bz BLZ,DFMF,Orlando City,24,1993,12,9,819,9.1,0,2,0,0,0,1,0,0,0.22,0.22,0,0.22,0.8,0.8,1,1.8,0.08,0.11,0.2,0.08,0.2,Matches,85538cdd
487,Angelo Rodríguez,co COL,FW,Minnesota Utd,28,1989,11,10,868,9.6,4,1,4,0,0,1,0,0.41,0.1,0.52,0.41,0.52,4.5,4.5,1.1,5.5,0.47,0.11,0.57,0.47,0.57,Matches,0e9ea6cf
488,Memo Rodriguez,us USA,FWMF,Houston Dynamo,22,1995,19,6,656,7.3,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,0.9,0.9,0.8,1.7,0.12,0.11,0.23,0.12,0.23,Matches,fc6c6b2b
489,Víctor Rodríguez,es ESP,FWMF,Seattle,28,1989,19,14,1257,14,5,3,5,0,0,0,0,0.36,0.21,0.57,0.36,0.57,4.5,4.5,2.3,6.8,0.32,0.17,0.49,0.32,0.49,Matches,15781606
490,Alex Roldan,sv SLV,FWMF,Seattle,21,1996,19,7,739,8.2,0,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.2,1.1,0.1,0.03,0.13,0.1,0.13,Matches,1255a82a
491,Cristian Roldan,us USA,MFFW,Seattle,22,1995,34,34,3052,33.9,4,6,4,0,0,4,0,0.12,0.18,0.29,0.12,0.29,2.9,2.9,3.4,6.2,0.08,0.1,0.18,0.08,0.18,Matches,48875649
492,David Romney,us USA,DF,LA Galaxy,24,1993,28,26,2354,26.2,1,2,1,0,0,3,0,0.04,0.08,0.11,0.04,0.11,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04,Matches,b7b6e781
493,Wayne Rooney,eng ENG,FW,D.C. United,32,1985,20,18,1639,18.2,12,6,9,3,3,1,0,0.66,0.33,0.99,0.49,0.82,11.2,8.9,3.7,12.6,0.62,0.2,0.82,0.49,0.69,Matches,f07be45a
494,Oriol Rosell,es ESP,MF,Orlando City,25,1992,22,18,1704,18.9,0,1,0,0,0,6,0,0,0.05,0.05,0,0.05,0.7,0.7,1.1,1.8,0.04,0.06,0.09,0.04,0.09,Matches,2a17ef3e
495,Keegan Rosenberry,us USA,DF,Philadelphia,24,1993,32,31,2773,30.8,1,3,1,0,0,3,0,0.03,0.1,0.13,0.03,0.13,1.3,1.3,1.6,2.9,0.04,0.05,0.09,0.04,0.09,Matches,f940c69e
496,Diego Rossi,uy URU,FW,Los Angeles FC,19,1998,32,30,2599,28.9,12,6,12,0,0,0,0,0.42,0.21,0.62,0.42,0.62,12.4,12.4,4.8,17.2,0.45,0.17,0.62,0.45,0.62,Matches,a81dba8c
497,Brian Rowe,us USA,GK,Vancouver,29,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches,fff21763
498,Kelyn Rowe,us USA,MFFW,New England,26,1991,27,18,1611,17.9,1,2,1,0,0,6,0,0.06,0.11,0.17,0.06,0.17,1.6,1.6,2.6,4.2,0.09,0.15,0.23,0.09,0.23,Matches,cf928adb
499,Daniel Royer,at AUT,FW,NY Red Bulls,27,1990,29,24,2042,22.7,11,2,9,2,2,1,1,0.48,0.09,0.57,0.4,0.48,12.6,11.1,2.3,13.4,0.56,0.1,0.66,0.49,0.59,Matches,a92a4407
500,Diego Rubio,cl CHI,FW,Sporting KC,24,1993,20,9,784,8.7,8,4,8,0,0,3,0,0.92,0.46,1.38,0.92,1.38,3.8,3.8,1.9,5.6,0.43,0.22,0.65,0.43,0.65,Matches,3f082234
501,Raúl Ruidíaz,pe PER,FW,Seattle,27,1990,14,13,1094,12.2,10,1,10,0,0,1,0,0.82,0.08,0.9,0.82,0.9,9,9,0.9,10,0.74,0.08,0.82,0.74,0.82,Matches,7a4296e1
502,Pablo Ruíz,ar ARG,DFMF,Real Salt Lake,19,1998,12,5,533,5.9,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.07,0.03,0.1,0.07,0.1,Matches,7368cd70
503,Albert Rusnák,sk SVK,MFFW,Real Salt Lake,23,1994,31,29,2591,28.8,10,5,7,3,4,0,0,0.35,0.17,0.52,0.24,0.42,7.6,4.6,7.8,12.4,0.27,0.27,0.54,0.16,0.43,Matches,0adeafaa
504,Johnny Russell,sct SCO,FW,Sporting KC,27,1990,30,24,2178,24.2,10,7,9,1,1,3,0,0.41,0.29,0.7,0.37,0.66,8.5,8.5,5.5,13.9,0.36,0.24,0.6,0.36,0.6,Matches,a30e1562
505,Marc Rzatkowski,de GER,MFFW,NY Red Bulls,27,1990,24,16,1499,16.7,2,3,2,0,0,4,0,0.12,0.18,0.3,0.12,0.3,1.6,1.6,4.9,6.5,0.1,0.29,0.39,0.1,0.39,Matches,491d3ad0
506,Bacary Sagna,fr FRA,DF,Montreal Impact,34,1983,9,9,810,9,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,0.9,0.9,0.8,1.8,0.1,0.09,0.2,0.1,0.2,Matches,6ef56efd
507,Shea Salinas,us USA,DF,San Jose,31,1986,25,20,1820,20.2,0,2,0,0,0,3,1,0,0.1,0.1,0,0.1,0.4,0.4,1.7,2.1,0.02,0.08,0.1,0.02,0.1,Matches,4c10838d
508,Dániel Sallói,hu HUN,FW,Sporting KC,21,1996,29,26,2286,25.4,11,7,11,0,0,3,1,0.43,0.28,0.71,0.43,0.71,7.1,7.1,4.5,11.7,0.29,0.19,0.48,0.29,0.48,Matches,6fcddf5f
509,Ilie Sánchez,es ESP,MF,Sporting KC,27,1990,34,34,3060,34,4,3,0,4,6,6,0,0.12,0.09,0.21,0,0.09,5.3,1.5,2.9,4.4,0.16,0.09,0.25,0.05,0.13,Matches,72979f65
510,Richard Sánchez,mx MEX,GK,Chicago Fire,23,1994,25,24,2207,24.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4903c3a6
511,James Sands,us USA,MF,NYCFC,17,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Matches,dccd127f
512,Lamine Sané,sn SEN,DF,Orlando City,30,1987,16,15,1372,15.2,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches,125cb9fe
513,Harold Santiago Mosquera,co COL,FWMF,FC Dallas,22,1995,29,17,1591,17.7,6,4,6,0,0,0,0,0.34,0.23,0.57,0.34,0.57,5.3,5.3,3.6,8.8,0.32,0.21,0.53,0.32,0.53,Matches,bca135e8
514,Pedro Santos,pt POR,FWMF,Columbus Crew,29,1988,30,29,2206,24.5,1,4,1,0,0,4,1,0.04,0.16,0.2,0.04,0.2,4,4,5.2,9.1,0.16,0.21,0.37,0.16,0.37,Matches,789da0f2
515,C.J. Sapong,us USA,FW,Philadelphia,29,1988,32,29,2307,25.6,4,3,4,0,1,3,0,0.16,0.12,0.27,0.16,0.27,10.1,9.3,2.7,12,0.39,0.1,0.5,0.36,0.47,Matches,ef4e4c5d
516,Sebastián Saucedo,us USA,FW,Real Salt Lake,21,1997,28,10,1039,11.5,3,2,3,0,0,1,0,0.26,0.17,0.43,0.26,0.43,2.7,2.7,0.9,3.7,0.24,0.08,0.32,0.24,0.32,Matches,07aed9c9
517,Gastón Sauro,ar ARG,DF,Columbus Crew,27,1990,7,6,521,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01,Matches,636ca479
518,Jefferson Savarino,ve VEN,FW,Real Salt Lake,21,1996,32,32,2850,31.7,7,9,7,0,0,2,0,0.22,0.28,0.51,0.22,0.51,5.9,5.9,7.8,13.8,0.19,0.25,0.43,0.19,0.43,Matches,91721722
519,Chris Schuler,us USA,DF,Orlando City,30,1987,9,8,786,8.7,1,0,1,0,0,3,0,0.11,0,0.11,0.11,0.11,0.6,0.6,0,0.6,0.06,0,0.06,0.06,0.06,Matches,6bc7d83c
520,Rasmus Schüller,fi FIN,MFFW,Minnesota Utd,26,1991,31,29,2541,28.2,1,3,1,0,0,5,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,1.9,3,0.04,0.07,0.11,0.04,0.11,Matches,0e624c72
521,Bastian Schweinsteiger,de GER,MFDF,Chicago Fire,33,1984,31,30,2723,30.3,4,5,4,0,1,7,0,0.13,0.17,0.3,0.13,0.3,2.7,1.9,2.5,4.4,0.09,0.08,0.17,0.06,0.15,Matches,ccc22fea
522,Mark Segbers,us USA,DF,New England,21,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a84af631
523,Ulises Segura,cr CRC,MFFW,D.C. United,24,1993,23,14,1293,14.4,2,1,2,0,0,1,0,0.14,0.07,0.21,0.14,0.21,1.9,1.9,1.7,3.6,0.13,0.12,0.25,0.13,0.25,Matches,23d2e1db
524,Chris Seitz,us USA,GK,Houston Dynamo,30,1987,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b388dd5
525,Philippe Senderos,ch SUI,DF,Houston Dynamo,32,1985,8,7,607,6.7,4,0,4,0,0,2,0,0.59,0,0.59,0.59,0.59,1,1,0.1,1.1,0.15,0.02,0.16,0.15,0.16,Matches,b1d82fc2
526,Dillon Serna,us USA,MFFW,Colorado Rapids,23,1994,20,10,1191,13.2,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,1.3,1.3,0.9,2.2,0.1,0.07,0.17,0.1,0.17,Matches,c57a3d03
527,Brek Shea,us USA,FWDF,Vancouver,27,1990,28,15,1525,16.9,3,2,3,0,0,3,0,0.18,0.12,0.3,0.18,0.3,2.4,2.4,1.5,3.9,0.14,0.09,0.23,0.14,0.23,Matches,adb6ae24
528,Khiry Shelton,us USA,FW,Sporting KC,24,1993,20,15,1369,15.2,2,5,2,0,0,2,0,0.13,0.33,0.46,0.13,0.46,4.2,4.2,3.7,7.9,0.3,0.26,0.56,0.29,0.55,Matches,f935709c
529,Harry Shipp,us USA,FW,Seattle,26,1991,19,15,1221,13.6,3,1,3,0,0,1,0,0.22,0.07,0.29,0.22,0.29,2.3,2.3,0.6,2.9,0.17,0.04,0.21,0.17,0.21,Matches,77c62610
530,Shamit Shome,ca CAN,MF,Montreal Impact,20,1997,5,2,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.15,0,0.15,0.15,0.15,Matches,94d98e8d
531,Bobby Shuttleworth,us USA,GK,Minnesota Utd,30,1987,25,25,2250,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4598ac94
532,Danilo da Silva,br BRA,DF,Los Angeles FC,31,1986,10,9,721,8,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.08,0.01,0.09,0.08,0.09,Matches,1286ba63
533,Alejandro Silva González,uy URU,FWMF,Montreal Impact,28,1989,31,27,2362,26.2,5,8,4,1,1,4,0,0.19,0.3,0.5,0.15,0.46,6.3,5.5,6.1,11.6,0.24,0.23,0.47,0.21,0.44,Matches,d5ac2471
534,Marcelo Silva,uy URU,DF,Real Salt Lake,28,1989,18,18,1555,17.3,0,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0,0.6,0.03,0,0.03,0.03,0.03,Matches,b9596515
535,Pierre da Silva,us USA,FW,Orlando City,19,1998,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5efebf63
536,Jay Simpson,eng ENG,FWMF,Philadelphia,29,1988,8,1,164,1.8,2,0,2,0,0,0,0,1.1,0,1.1,1.1,1.1,1.6,1.6,0,1.6,0.89,0,0.89,0.89,0.89,Matches,fe9c9bfc
537,Seth Sinovic,us USA,DF,Sporting KC,31,1987,23,19,1648,18.3,0,1,0,0,0,4,1,0,0.05,0.05,0,0.05,0.3,0.3,0.7,1,0.02,0.04,0.06,0.02,0.06,Matches,55328176
538,Axel Sjöberg,se SWE,DF,Colorado Rapids,26,1991,17,15,1333,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03,Matches,d7eb2464
539,Jørgen Skjelvik,no NOR,DF,LA Galaxy,26,1991,32,29,2588,28.8,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,0.5,0.5,0.2,0.7,0.02,0.01,0.02,0.02,0.02,Matches,7bfd96fd
540,Brad Smith,au AUS,DF,Seattle,23,1994,6,6,443,4.9,0,1,0,0,0,1,0,0,0.2,0.2,0,0.2,0.3,0.3,0.8,1,0.06,0.15,0.21,0.06,0.21,Matches,c76c717c
541,Graham Smith,us USA,DF,Sporting KC,22,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.08,0,0.08,0.08,0.08,Matches,ae3330d0
542,Tommy Smith,nz NZL,DF,Colorado Rapids,27,1990,33,33,2969,33,4,3,4,0,0,6,1,0.12,0.09,0.21,0.12,0.21,2,2,0.8,2.8,0.06,0.03,0.09,0.06,0.09,Matches,26a48676
543,Luis Solignac,ar ARG,FWMF,Chicago Fire,26,1991,11,8,699,7.8,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,1.7,1.7,0.3,1.9,0.22,0.04,0.25,0.22,0.25,Matches,760de4ba
544,Gabriel Somi,sy SYR,DF,New England,26,1991,14,12,1038,11.5,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.3,0.3,0.7,0.9,0.02,0.06,0.08,0.02,0.08,Matches,0711c00f
545,Eduardo Sosa,ve VEN,MFFW,Columbus Crew,20,1997,10,3,391,4.3,1,0,1,0,0,1,1,0.23,0,0.23,0.23,0.23,0.4,0.4,0.6,1,0.1,0.14,0.24,0.1,0.24,Matches,b799f70d
546,Jonathan Spector,us USA,DF,Orlando City,31,1986,13,13,1059,11.8,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.9,0.9,0.6,1.4,0.07,0.05,0.12,0.07,0.12,Matches,3670bd5c
547,Ben Spencer,us USA,FW,Toronto FC,22,1995,2,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.75,0.04,0.79,0.75,0.79,Matches,b31b032b
548,Mac Steeves,us USA,FWMF,Houston Dynamo,23,1994,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.15,0.46,0.61,0.15,0.61,Matches,0b5156d9
549,Zack Steffen,us USA,GK,Columbus Crew,22,1995,29,29,2610,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches,42130443
550,Daniel Steres,us USA,DF,LA Galaxy,27,1990,20,14,1322,14.7,0,1,0,0,0,2,0,0,0.07,0.07,0,0.07,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches,17c03c76
551,Zoltán Stieber,hu HUN,MFFW,D.C. United,29,1988,27,21,1827,20.3,5,6,5,0,0,1,0,0.25,0.3,0.54,0.25,0.54,4,4,3.4,7.3,0.2,0.17,0.36,0.2,0.36,Matches,495b10e2
552,Brad Stuver,us USA,GK,NYCFC,26,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a1940d5
553,Sunny,ng NGA,MF,Real Salt Lake,29,1988,23,16,1416,15.7,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches,1eb38665
554,Scott Sutter,ch SUI,DF,Orlando City,31,1986,19,18,1563,17.4,3,2,3,0,0,0,0,0.17,0.12,0.29,0.17,0.29,0.8,0.8,1.3,2.2,0.05,0.08,0.13,0.05,0.13,Matches,b58f5f17
555,Gustav Svensson,se SWE,MFDF,Seattle,30,1987,24,23,2072,23,3,1,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17,1.3,1.3,1,2.3,0.05,0.04,0.1,0.05,0.1,Matches,733713ef
556,Ben Sweat,us USA,DF,NYCFC,26,1991,28,24,2195,24.4,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,1,1,1.9,3,0.04,0.08,0.13,0.04,0.13,Matches,6937b1ac
557,Saphir Taïder,dz ALG,MF,Montreal Impact,25,1992,33,33,2849,31.7,7,5,6,1,1,3,1,0.22,0.16,0.38,0.19,0.35,6.8,6.1,4.2,10.3,0.22,0.13,0.35,0.19,0.32,Matches,a12d0c05
558,Mitchell Taintor,us USA,DF,Toronto FC,23,1994,1,1,90,1,1,0,1,0,0,1,0,1,0,1,1,1,0.1,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14,Matches,2a44ec3d
559,Ismael Tajouri-Shradi,ly LBY,FWMF,NYCFC,23,1994,27,18,1546,17.2,11,1,11,0,0,2,0,0.64,0.06,0.7,0.64,0.7,4.1,4.1,3.6,7.7,0.24,0.22,0.46,0.24,0.46,Matches,ef4249ff
560,Andrew Tarbell,us USA,GK,San Jose,24,1993,29,29,2610,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.2,0,0.01,0.01,0,0.01,Matches,c5487a34
561,Amro Tarek,eg EGY,DF,Orlando City,25,1992,20,19,1696,18.8,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,1.4,1.4,0.2,1.6,0.08,0.01,0.08,0.08,0.08,Matches,52c930c0
562,Tony Tchani,cm CMR,MF,Chicago Fire,28,1989,13,9,826,9.2,1,0,1,0,0,1,0,0.11,0,0.11,0.11,0.11,0.3,0.3,0.3,0.6,0.03,0.03,0.07,0.03,0.07,Matches,ded24a6c
563,Cristian Techera,uy URU,FWMF,Vancouver,25,1992,21,16,1344,14.9,8,1,7,1,1,7,1,0.54,0.07,0.6,0.47,0.54,6.6,5.8,2.6,8.4,0.44,0.17,0.61,0.39,0.56,Matches,af678e48
564,Russell Teibert,ca CAN,MF,Vancouver,25,1992,23,17,1606,17.8,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,0.3,0.3,1.2,1.5,0.02,0.07,0.08,0.02,0.08,Matches,674befe9
565,Ryan Telfer,tt TRI,DFFW,Toronto FC,23,1994,15,9,815,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,0.4,0.4,1.6,2,0.04,0.18,0.22,0.04,0.22,Matches,a5333872
566,Jérôme Thiesson,ch SUI,DF,Minnesota Utd,30,1987,14,13,1106,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1.1,1.2,0.01,0.09,0.1,0.01,0.1,Matches,3b08106f
567,Tommy Thompson,us USA,MFFW,San Jose,22,1995,14,6,634,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,1.4,0.09,0.12,0.2,0.09,0.2,Matches,5f6c69d8
568,Chris Tierney,us USA,DF,New England,32,1986,6,3,311,3.5,1,0,1,0,0,1,0,0.29,0,0.29,0.29,0.29,0.2,0.2,0.7,0.9,0.05,0.21,0.26,0.05,0.26,Matches,94978be1
569,Anton Tinnerholm,se SWE,DF,NYCFC,26,1991,31,31,2696,30,4,5,4,0,0,5,0,0.13,0.17,0.3,0.13,0.3,1.8,1.8,2.6,4.4,0.06,0.09,0.15,0.06,0.15,Matches,0fe96099
570,Donny Toia,us USA,DF,Orlando City,25,1992,4,3,237,2.6,0,1,0,0,0,0,0,0,0.38,0.38,0,0.38,0,0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches,d286f965
571,Nouhou Tolo,cm CMR,DF,Seattle,20,1997,28,23,2036,22.6,0,0,0,0,0,8,0,0,0,0,0,0,0.7,0.7,1.2,1.9,0.03,0.05,0.08,0.03,0.08,Matches,0796512f
572,Román Torres,pa PAN,DF,Seattle,31,1986,13,7,692,7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.1,1.1,0.13,0.01,0.14,0.13,0.14,Matches,9787f0ad
573,Mason Toye,us USA,FW,Minnesota Utd,19,1998,17,2,351,3.9,0,0,0,0,0,3,1,0,0,0,0,0,1.6,1.6,0.1,1.7,0.42,0.02,0.43,0.42,0.43,Matches,0aa41f67
574,Wil Trapp,us USA,MF,Columbus Crew,25,1993,30,29,2619,29.1,1,1,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,0.2,0.2,1.3,1.5,0.01,0.05,0.05,0.01,0.05,Matches,9bf9391c
575,Auston Trusty,us USA,DF,Philadelphia,19,1998,34,34,3060,34,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0.01,0.02,0.02,0.02,Matches,cddf767b
576,Bill Tuiloma,nz NZL,DF,Portland Timbers,22,1995,13,7,717,8,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,0.4,0.4,0.1,0.4,0.05,0.01,0.06,0.05,0.06,Matches,bf547c54
577,Matt Turner,us USA,GK,New England,23,1994,27,27,2430,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a51ba65
578,Ema Twumasi,gh GHA,FW,FC Dallas,20,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.18,0,0.18,0.18,0.18,Matches,9ca4b140
579,Victor Ulloa,us USA,MF,FC Dallas,25,1992,27,25,2166,24.1,1,2,1,0,0,1,0,0.04,0.08,0.12,0.04,0.12,0.9,0.9,1.6,2.5,0.04,0.07,0.11,0.04,0.11,Matches,e7056f05
580,Marco Ureña,cr CRC,FW,Los Angeles FC,27,1990,18,11,1016,11.3,1,4,1,0,1,0,0,0.09,0.35,0.44,0.09,0.44,5.3,4.6,2,6.6,0.47,0.18,0.65,0.41,0.58,Matches,823e3479
581,Maximiliano Urruti,ar ARG,FWMF,FC Dallas,26,1991,33,30,2733,30.4,8,7,8,0,0,3,0,0.26,0.23,0.49,0.26,0.49,10.6,10.6,4.1,14.7,0.36,0.14,0.5,0.36,0.5,Matches,6c8fb474
582,Zarek Valentin,pr PUR,DF,Portland Timbers,26,1991,32,30,2723,30.3,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,1.6,1.9,0.01,0.05,0.06,0.01,0.06,Matches,f0d23e7b
583,Milton Valenzuela,ar ARG,DF,Columbus Crew,19,1998,30,29,2553,28.4,1,3,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,1.1,1.1,4.2,5.3,0.04,0.15,0.19,0.04,0.19,Matches,82318d24
584,Diego Valeri,ar ARG,MFFW,Portland Timbers,31,1986,32,31,2743,30.5,10,11,6,4,5,4,0,0.33,0.36,0.69,0.2,0.56,11.6,7.8,8.3,16.1,0.38,0.27,0.65,0.26,0.53,Matches,31da63ad
585,Florian Valot,fr FRA,FWMF,NY Red Bulls,24,1993,14,13,1144,12.7,3,4,3,0,0,1,0,0.24,0.31,0.55,0.24,0.55,3.3,3.3,2,5.3,0.26,0.16,0.42,0.26,0.42,Matches,ad454d78
586,Jeisson Vargas,cl CHI,FWMF,Montreal Impact,20,1997,19,10,871,9.7,4,0,4,0,0,1,0,0.41,0,0.41,0.41,0.41,2.1,2.1,0.6,2.7,0.22,0.06,0.28,0.22,0.28,Matches,87353884
587,Brandon Vazquez,us USA,FW,Atlanta Utd,19,1998,8,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0.1,1.8,1.62,0.08,1.69,1.62,1.69,Matches,c570cf22
588,Víctor Vázquez,es ESP,MFFW,Toronto FC,31,1987,21,19,1430,15.9,8,4,6,2,2,0,0,0.5,0.25,0.76,0.38,0.63,4.6,3.1,3.6,6.7,0.29,0.23,0.52,0.19,0.42,Matches,6c564d36
589,Carlos Vela,mx MEX,FWMF,Los Angeles FC,28,1989,28,26,2378,26.4,14,9,10,4,4,1,0,0.53,0.34,0.87,0.38,0.72,10.7,7.7,9,16.7,0.42,0.35,0.78,0.3,0.66,Matches,e0cd04e0
590,David Villa,es ESP,FW,NYCFC,36,1981,23,20,1748,19.4,14,5,12,2,3,4,0,0.72,0.26,0.98,0.62,0.88,11.1,9.6,5.7,15.3,0.6,0.31,0.91,0.52,0.83,Matches,ade08a67
591,Jorge Villafaña,us USA,DF,Portland Timbers,28,1989,8,7,654,7.3,0,1,0,0,0,0,0,0,0.14,0.14,0,0.14,0,0,1.2,1.2,0,0.16,0.16,0,0.16,Matches,32337fb2
592,Héctor Villalba,py PAR,FW,Atlanta Utd,23,1994,28,21,1773,19.7,7,6,7,0,0,4,0,0.36,0.3,0.66,0.36,0.66,7,7,5.7,12.7,0.36,0.29,0.65,0.36,0.65,Matches,22aecad6
593,Jose Villarreal,us USA,MF,Orlando City,24,1993,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0.4,0,0.4,Matches,d926bbff
594,Brandon Vincent,us USA,DF,Chicago Fire,23,1994,32,31,2827,31.4,1,3,1,0,0,3,0,0.03,0.1,0.13,0.03,0.13,0.7,0.7,1.4,2.1,0.02,0.04,0.07,0.02,0.07,Matches,48f4ae56
595,Sam Vines,us USA,DF,Colorado Rapids,18,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2d6e535f
596,Rodney Wallace,cr CRC,FW,NYCFC,29,1988,18,9,821,9.1,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.1,2.1,0.7,2.8,0.23,0.08,0.31,0.23,0.31,Matches,4fe634dd
597,Collen Warner,us USA,MF,Minnesota Utd,29,1988,17,14,1236,13.7,0,0,0,0,0,7,1,0,0,0,0,0,0.1,0.1,0.5,0.6,0.01,0.04,0.04,0.01,0.04,Matches,75babbce
598,Kendall Waston,cr CRC,DF,Vancouver,30,1988,26,26,2217,24.6,3,2,3,0,0,6,1,0.12,0.08,0.2,0.12,0.2,3.2,3.2,1.4,4.6,0.13,0.05,0.19,0.13,0.19,Matches,02ea59b0
599,Jared Watts,us USA,DF,Houston Dynamo,25,1992,7,7,533,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,cfea8b63
600,Chris Wehan,us USA,FWMF,San Jose,24,1994,6,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,0.08,0.32,0.4,0.08,0.4,Matches,9dea5bda
601,Andrew Wenger,us USA,DFFW,Houston Dynamo,27,1990,22,20,1708,19,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,2.5,2.5,1.3,3.9,0.13,0.07,0.2,0.13,0.2,Matches,431f0200
